case,pattern,length,sequence,seed,position,method,finite,ref_rms,rmse,relative_l2,max_abs,p99_abs,worst_channel_relative,within_2pct
nominal_256,nominal,256,0,1,64,bf16_checkpoint,True,0.02644355976518939,4.4753132281798643e-05,0.0016924019564382624,0.00048690689614502847,0.00019588137120375314,0.0023278193555363097,True
nominal_256,nominal,256,0,2,64,bf16_checkpoint,True,0.06357908322600166,0.00010403343914750387,0.0016362840397949898,0.0009285871329933748,0.00042659126172207054,0.0020357913734235108,True
nominal_256,nominal,256,0,0,64,fp32_checkpoint,True,0.029662686170262575,7.524632881499428e-10,2.53673346989155e-08,7.350959285723491e-09,3.1985970549985867e-09,3.1323216809652614e-08,True
nominal_256,nominal,256,0,1,64,fp32_checkpoint,True,0.02644355976518939,6.741929468883987e-10,2.5495544203391033e-08,7.203471236172376e-09,2.93984641394629e-09,3.195420155954966e-08,True
nominal_256,nominal,256,0,2,64,fp32_checkpoint,True,0.06357908322600166,1.6302024994557073e-09,2.5640547436975475e-08,1.4833434647254506e-08,6.68805494041802e-09,3.16841621078282e-08,True
nominal_256,nominal,256,0,0,256,official,True,0.04134174251139716,0.00016197271664637167,0.003917897669691082,0.0016637586155581752,0.0006541540049593401,0.006555656107372909,True
nominal_256,nominal,256,0,1,256,official,True,0.022561299893925045,0.00011127137580621071,0.0049319576588834815,0.0017551348661599409,0.00044413618610532357,0.00773207145877405,True
nominal_256,nominal,256,0,2,256,official,True,0.06385128500110426,0.00033870593579207004,0.005304606411385649,0.00424239836013407,0.0014195776253428383,0.007843021694841086,True
nominal_256,nominal,256,0,0,256,bf16_checkpoint,True,0.04134174251139716,6.850498585139788e-05,0.0016570415683981464,0.0007895282717412799,0.00024029428177430091,0.0026884963606119035,True
nominal_256,nominal,256,0,1,256,bf16_checkpoint,True,0.022561299893925045,3.767197699101882e-05,0.0016697609254847298,0.0004681903603995785,0.00014005323624513346,0.0024867909245176686,True
nominal_256,nominal,256,0,2,256,bf16_checkpoint,True,0.06385128500110426,0.00010679307183377968,0.0016725281540055578,0.0009717365695948166,0.0004419300187987568,0.002022348981391749,True
nominal_256,nominal,256,0,0,256,fp32_checkpoint,True,0.04134174251139716,1.0446156120142085e-09,2.5267817671841652e-08,7.436701726648565e-09,3.645896945736471e-09,3.063077233337294e-08,True
nominal_256,nominal,256,0,1,256,fp32_checkpoint,True,0.022561299893925045,5.817805439157264e-10,2.5786658865005343e-08,7.4360044788335244e-09,2.2735730924317046e-09,3.602195702010238e-08,True
nominal_256,nominal,256,0,2,256,fp32_checkpoint,True,0.06385128500110426,1.5603284567144916e-09,2.443691550902236e-08,1.449570286027324e-08,6.573236816520556e-09,3.080693401543098e-08,True
nominal_8192,nominal,8192,0,0,16,official,True,0.037929779768706914,0.00023607030015114036,0.006223877427991414,0.003845809118707494,0.0010319446621317623,0.008402041521618888,True
nominal_8192,nominal,8192,0,1,16,official,True,0.030521681961141738,0.00015867305896649685,0.005198699703656872,0.0030067324834919806,0.0006278827756210245,0.0076152231828717715,True
nominal_8192,nominal,8192,0,2,16,official,True,0.0207832333919456,0.00010099475890907817,0.004859434381765544,0.001407895343280674,0.00040516754303924926,0.00885146667574711,True
nominal_8192,nominal,8192,0,0,16,bf16_checkpoint,True,0.037929779768706914,6.337514922769641e-05,0.001670854658639031,0.0009263922804309543,0.00023862717969493451,0.002300298841513506,True
nominal_8192,nominal,8192,0,1,16,bf16_checkpoint,True,0.030521681961141738,5.0536755367404455e-05,0.0016557657416044317,0.0008995175165080194,0.0002091561847284104,0.0020321474224256476,True
nominal_8192,nominal,8192,0,2,16,bf16_checkpoint,True,0.0207832333919456,3.520886211515302e-05,0.0016940993468705391,0.0004861472623572949,0.0001208302970401746,0.0020774381070286048,True
nominal_8192,nominal,8192,0,0,16,fp32_checkpoint,True,0.037929779768706914,9.714704931601882e-10,2.561234204585805e-08,1.2910990554448887e-08,3.6796225794111236e-09,3.2554681371912186e-08,True
nominal_8192,nominal,8192,0,1,16,fp32_checkpoint,True,0.030521681961141738,7.665917023746399e-10,2.51162994015407e-08,1.4012179860856122e-08,3.1979023805417398e-09,3.17954507783403e-08,True
nominal_8192,nominal,8192,0,2,16,fp32_checkpoint,True,0.0207832333919456,5.166879503802856e-10,2.4860806816543018e-08,7.124498907495891e-09,1.8364809244858507e-09,3.1502673186208996e-08,True
nominal_8192,nominal,8192,0,0,64,official,True,0.02741523193854789,0.00013007693407093677,0.0047446957356592255,0.001128189648268857,0.0005052128838528272,0.009136594406021934,True
nominal_8192,nominal,8192,0,1,64,official,True,0.05772927298003746,0.0003313850646630683,0.005740329776501081,0.0036981210498465422,0.0013737678533172122,0.009335189913482592,True
nominal_8192,nominal,8192,0,2,64,official,True,0.04721083747499838,0.00023927334875080295,0.005068186915292825,0.002931629875746966,0.0010622808397779265,0.008082731646107247,True
nominal_8192,nominal,8192,0,0,64,bf16_checkpoint,True,0.02741523193854789,4.59948443506689e-05,0.0016777112976380357,0.00048067922872840896,0.00019890212026096296,0.002062039551635334,True
nominal_8192,nominal,8192,0,1,64,bf16_checkpoint,True,0.05772927298003746,9.636498404215511e-05,0.00166925684436521,0.0009581052315200678,0.0003981542196199965,0.0020021012138226085,True
nominal_8192,nominal,8192,0,2,64,bf16_checkpoint,True,0.04721083747499838,7.917668228149704e-05,0.0016770870104438824,0.0009746201242530339,0.0003527738662519492,0.0021387607764162472,True
nominal_8192,nominal,8192,0,0,64,fp32_checkpoint,True,0.02741523193854789,7.003228873789695e-10,2.554502872522711e-08,7.148872521733907e-09,2.9867219236701107e-09,3.16804252122602e-08,True
nominal_8192,nominal,8192,0,1,64,fp32_checkpoint,True,0.05772927298003746,1.453057744333436e-09,2.5170206886823213e-08,1.4208399512494196e-08,6.082324774392412e-09,3.004418550709884e-08,True
nominal_8192,nominal,8192,0,2,64,fp32_checkpoint,True,0.04721083747499838,1.201897334098678e-09,2.545808120296894e-08,1.4644683354880783e-08,5.252329945137913e-09,3.155619475827102e-08,True
nominal_8192,nominal,8192,0,0,256,official,True,0.052993340096009,0.0002733224254243629,0.0051576750008431186,0.004679456326308062,0.0010729694215934403,0.009142692865274908,True
nominal_8192,nominal,8192,0,1,256,official,True,0.03472953091111577,0.00017501731135322206,0.005039437814497081,0.003162507476294374,0.0007184806033867413,0.008813926295347857,True
nominal_8192,nominal,8192,0,2,256,official,True,0.04066534101430452,0.00018789147118253278,0.004620432695165146,0.0023711496668825383,0.0007586327990991474,0.008265731618354663,True
nominal_8192,nominal,8192,0,0,256,bf16_checkpoint,True,0.052993340096009,8.920269906039723e-05,0.0016832813123080575,0.0009692369712738791,0.0003772346877558953,0.0019564829014371127,True
nominal_8192,nominal,8192,0,1,256,bf16_checkpoint,True,0.03472953091111577,5.7607545547261594e-05,0.0016587481614623056,0.0007437425237056261,0.00022455417063082242,0.002052052633386476,True
nominal_8192,nominal,8192,0,2,256,bf16_checkpoint,True,0.04066534101430452,6.774816302101471e-05,0.001665992742989257,0.0004850598765495928,0.00024112838321057152,0.002100385456594939,True
nominal_8192,nominal,8192,0,0,256,fp32_checkpoint,True,0.052993340096009,1.34817652717194e-09,2.5440489780969157e-08,1.4874281695220759e-08,5.845672406412651e-09,3.0372534161674833e-08,True
nominal_8192,nominal,8192,0,1,256,fp32_checkpoint,True,0.03472953091111577,8.663488852417526e-10,2.494559709024066e-08,7.4381525105859936e-09,3.4571046196585356e-09,3.013128271516071e-08,True
nominal_8192,nominal,8192,0,2,256,fp32_checkpoint,True,0.04066534101430452,1.0188896354666694e-09,2.5055479925970934e-08,7.389869716156738e-09,3.6841287789912695e-09,3.175768592838692e-08,True
nominal_8192,nominal,8192,0,0,1024,official,True,0.055946877204858095,0.00033420344010424096,0.005973585243739408,0.00837840209413987,0.001408339612326473,0.009773749072796678,True
nominal_8192,nominal,8192,0,1,1024,official,True,0.06864719065584829,0.0003280964035988387,0.004779458568722754,0.00418611032168581,0.001339087616763838,0.008265456239026713,True
nominal_8192,nominal,8192,0,2,1024,official,True,0.07242089133240881,0.00035103697604995716,0.004847178343037955,0.004082391232021976,0.0015044140418192227,0.009300010479685913,True
nominal_8192,nominal,8192,0,0,1024,bf16_checkpoint,True,0.055946877204858095,9.273930025334738e-05,0.001657631397616138,0.0009670830061036528,0.00040257864783483976,0.0020904013783178744,True
nominal_8192,nominal,8192,0,1,1024,bf16_checkpoint,True,0.06864719065584829,0.00011423243862832145,0.001664051180200622,0.0018432907335285131,0.00045049831115094835,0.0023800968665044393,True
nominal_8192,nominal,8192,0,2,1024,bf16_checkpoint,True,0.07242089133240881,0.00011779330179695725,0.0016265099701174763,0.0009763923117008799,0.00045829882448527876,0.0020861669484754305,True
nominal_8192,nominal,8192,0,0,1024,fp32_checkpoint,True,0.055946877204858095,1.4110506053985756e-09,2.5221257662546505e-08,1.5596642310988784e-08,6.219013502228866e-09,3.161964888896037e-08,True
nominal_8192,nominal,8192,0,1,1024,fp32_checkpoint,True,0.06864719065584829,1.733307761408962e-09,2.524950758871726e-08,1.7093849558058594e-08,6.899577438546079e-09,3.0328126067549824e-08,True
nominal_8192,nominal,8192,0,2,1024,fp32_checkpoint,True,0.07242089133240881,1.8608951679483994e-09,2.569555736903278e-08,1.481277916992596e-08,7.0821570116730294e-09,3.0349738705334976e-08,True
nominal_8192,nominal,8192,0,0,4096,official,True,0.06280174338185654,0.0003266038009567929,0.005200553095650986,0.0037252595299885893,0.0013915788382661528,0.010150466282602954,True
nominal_8192,nominal,8192,0,1,4096,official,True,0.02565888640274109,0.00011454729016876304,0.004464234665948955,0.0015511675727552243,0.0004504855607213075,0.007764884934218608,True
nominal_8192,nominal,8192,0,2,4096,official,True,0.04923368840154091,0.00022254386976173766,0.004520154329017781,0.002629771016272986,0.0009021331668478546,0.006436754389513287,True
nominal_8192,nominal,8192,0,0,4096,bf16_checkpoint,True,0.06280174338185654,0.00010418088965560095,0.0016588853118637925,0.0009617667598669222,0.0004279646702811779,0.002056545567928728,True
nominal_8192,nominal,8192,0,1,4096,bf16_checkpoint,True,0.02565888640274109,4.2774439868102785e-05,0.0016670419439377257,0.0004806032202240573,0.0001798238050608049,0.0020616828585497196,True
nominal_8192,nominal,8192,0,2,4096,bf16_checkpoint,True,0.04923368840154091,8.20213862924616e-05,0.001665960624837007,0.0009737563934905658,0.00035163181953670454,0.00200444377418398,True
nominal_8192,nominal,8192,0,0,4096,fp32_checkpoint,True,0.06280174338185654,1.5686984173048187e-09,2.4978580734082242e-08,1.4881730403537574e-08,6.378563137121597e-09,3.127816344768857e-08,True
nominal_8192,nominal,8192,0,1,4096,fp32_checkpoint,True,0.02565888640274109,6.537247610250302e-10,2.5477518812164588e-08,7.381207478562857e-09,2.714248409363407e-09,3.149368977106862e-08,True
nominal_8192,nominal,8192,0,2,4096,fp32_checkpoint,True,0.04923368840154091,1.2492112857910226e-09,2.5373099728029414e-08,1.4088782751553452e-08,5.251194064581637e-09,3.069358457015267e-08,True
nominal_8192,nominal,8192,0,0,8192,official,True,0.06484128110375863,0.00034434613973089573,0.005310600498159114,0.0052073280393784005,0.001491689683811209,0.009692397075794874,True
nominal_8192,nominal,8192,0,1,8192,official,True,0.04687019672028947,0.0002694983774521296,0.005749887909804045,0.0035565289516722443,0.0011701867118600095,0.009830596449446869,True
nominal_8192,nominal,8192,0,2,8192,official,True,0.08537791827030633,0.0004334632121222047,0.005076994390398007,0.00645962929953825,0.0017885874685258374,0.007845815214752631,True
nominal_8192,nominal,8192,0,0,8192,bf16_checkpoint,True,0.06484128110375863,0.000106985809278376,0.001649964458709228,0.001381289798770502,0.0004319285223740099,0.002157439434168925,True
nominal_8192,nominal,8192,0,1,8192,bf16_checkpoint,True,0.04687019672028947,7.828570550952428e-05,0.0016702662029928171,0.0009725353994803343,0.0003317305619904374,0.002156970539598697,True
nominal_8192,nominal,8192,0,2,8192,bf16_checkpoint,True,0.08537791827030633,0.00014216033339901912,0.0016650714409426073,0.000973369880480357,0.0005448578570015685,0.002047382039918853,True
nominal_8192,nominal,8192,0,0,8192,fp32_checkpoint,True,0.06484128110375863,1.6201192984233338e-09,2.4985923640694707e-08,1.9145163232536788e-08,6.651367604193492e-09,3.591537094521664e-08,True
nominal_8192,nominal,8192,0,1,8192,fp32_checkpoint,True,0.04687019672028947,1.1878147805412876e-09,2.534264551160074e-08,1.4440884432698198e-08,4.9175666874679e-09,3.3124596310627626e-08,True
nominal_8192,nominal,8192,0,2,8192,fp32_checkpoint,True,0.08537791827030633,2.171436051202708e-09,2.5433227878992615e-08,1.4899327938078244e-08,8.362845083098593e-09,2.9483809434883186e-08,True
nominal_65536,nominal,65536,0,0,16,official,True,0.016166453194397374,8.711556509672131e-05,0.005388662809905142,0.0013571713158110343,0.000364688674204036,0.009519126376492886,True
nominal_65536,nominal,65536,0,1,16,official,True,0.040469178537035626,0.00020457974836547076,0.005055198938081935,0.003263583433702366,0.000868554438365002,0.0076482925004317335,True
nominal_65536,nominal,65536,0,2,16,official,True,0.05427143645098451,0.0003067337439114361,0.005651844947727964,0.005272852040313247,0.001304910358644874,0.008635551203150947,True
nominal_65536,nominal,65536,0,0,16,bf16_checkpoint,True,0.016166453194397374,2.6597899877540772e-05,0.0016452526449498835,0.00024264825113499977,0.00010916567780021988,0.0020203089863943,True
nominal_65536,nominal,65536,0,1,16,bf16_checkpoint,True,0.040469178537035626,6.646571318757383e-05,0.0016423786098536026,0.0008960996286634382,0.00023836572791513134,0.002384908877662006,True
nominal_65536,nominal,65536,0,2,16,bf16_checkpoint,True,0.05427143645098451,9.103189399782994e-05,0.0016773444734606536,0.0013666020403132473,0.0003956010314945774,0.0021006271567470328,True
nominal_65536,nominal,65536,0,0,16,fp32_checkpoint,True,0.016166453194397374,4.1250779384268887e-10,2.5516282939887338e-08,3.5835263090255864e-09,1.677518541368106e-09,3.2178246657791266e-08,True
nominal_65536,nominal,65536,0,1,16,fp32_checkpoint,True,0.040469178537035626,1.0150265095772883e-09,2.5081470547972215e-08,9.286329372137914e-09,3.6567136180165606e-09,3.326983349936473e-08,True
nominal_65536,nominal,65536,0,2,16,fp32_checkpoint,True,0.05427143645098451,1.3654224174234886e-09,2.5159135388956875e-08,1.4891527788662984e-08,6.076640617636022e-09,3.27987137647446e-08,True
nominal_65536,nominal,65536,0,0,64,official,True,0.047939799764464296,0.00024988391139310037,0.005212452129980078,0.00253271698421198,0.0009596277880431993,0.007939295422319647,True
nominal_65536,nominal,65536,0,1,64,official,True,0.03670079105373104,0.00017907088883028043,0.0048792106025212206,0.0026147083092058487,0.0006842439460461648,0.0087677251022519,True
nominal_65536,nominal,65536,0,2,64,official,True,0.06321822270984478,0.0002700403960133244,0.00427155944026993,0.0032948990416459267,0.001087802980281947,0.006595087333333787,True
nominal_65536,nominal,65536,0,0,64,bf16_checkpoint,True,0.047939799764464296,7.984577554097724e-05,0.0016655425332035589,0.0009745737134782551,0.0003010124193920291,0.0019846089188497434,True
nominal_65536,nominal,65536,0,1,64,bf16_checkpoint,True,0.03670079105373104,6.078325425961106e-05,0.0016561837637402035,0.000893676212124106,0.00022873003380387668,0.002095401116753528,True
nominal_65536,nominal,65536,0,2,64,bf16_checkpoint,True,0.06321822270984478,0.00010549608669923478,0.0016687607176720928,0.0009709435493665541,0.0004350244920201222,0.001995159263468843,True
nominal_65536,nominal,65536,0,0,64,fp32_checkpoint,True,0.047939799764464296,1.229091115804107e-09,2.563821963885588e-08,1.0047103982113725e-08,4.9529301751616305e-09,3.116117278187067e-08,True
nominal_65536,nominal,65536,0,1,64,fp32_checkpoint,True,0.03670079105373104,9.197017836695959e-10,2.5059453958993023e-08,1.007188649149171e-08,3.5119967682628597e-09,3.008368345175291e-08,True
nominal_65536,nominal,65536,0,2,64,fp32_checkpoint,True,0.06321822270984478,1.6250307769239143e-09,2.5705100638187557e-08,1.4879365739517425e-08,6.740279609451783e-09,3.2016743848510486e-08,True
nominal_65536,nominal,65536,0,0,256,official,True,0.03453006874147223,0.00016152469504823982,0.004677798247596336,0.0021234659301334335,0.000676744958395016,0.0069256928387357725,True
nominal_65536,nominal,65536,0,1,256,official,True,0.028001945708482773,0.00014839506317566213,0.005299455427867216,0.002137322963989857,0.0006067342329147555,0.009095501414919322,True
nominal_65536,nominal,65536,0,2,256,official,True,0.013474419445096723,6.030649646062435e-05,0.004475628557234026,0.0006303622542174689,0.0002503443106720238,0.007713895564188755,True
nominal_65536,nominal,65536,0,0,256,bf16_checkpoint,True,0.03453006874147223,5.654234383550665e-05,0.0016374813574464929,0.0004822358313101849,0.00022353212805443156,0.0020139293372804594,True
nominal_65536,nominal,65536,0,1,256,bf16_checkpoint,True,0.028001945708482773,4.541166882492216e-05,0.00162173262164298,0.0007934276095030168,0.00020035251567816659,0.0020039241009475518,True
nominal_65536,nominal,65536,0,2,256,bf16_checkpoint,True,0.013474419445096723,2.2161627622086155e-05,0.001644718550761062,0.00023152980361026976,9.690461790854111e-05,0.0019479735744052863,True
nominal_65536,nominal,65536,0,0,256,fp32_checkpoint,True,0.03453006874147223,8.926259820460327e-10,2.5850686505409333e-08,7.247359712359014e-09,3.51770532397433e-09,3.080965128682238e-08,True
nominal_65536,nominal,65536,0,1,256,fp32_checkpoint,True,0.028001945708482773,7.078533719154186e-10,2.527872096048615e-08,7.34443525440831e-09,3.0150676144646837e-09,3.148357244130174e-08,True
nominal_65536,nominal,65536,0,2,256,fp32_checkpoint,True,0.013474419445096723,3.3897361943920744e-10,2.5156825555297547e-08,3.67794340816463e-09,1.5163167506326848e-09,2.9715712627310235e-08,True
nominal_65536,nominal,65536,0,0,1024,official,True,0.06637053408726289,0.0003559022265803076,0.005362352909686898,0.0039115431266547596,0.0014619974602753203,0.009905750196329095,True
nominal_65536,nominal,65536,0,1,1024,official,True,0.021257314999770197,0.00010686967829081118,0.005027430712296756,0.001157371465361337,0.0004490308506664581,0.008885681500219381,True
nominal_65536,nominal,65536,0,2,1024,official,True,0.03688765440758085,0.00017572077082390628,0.004763674287400437,0.002736872895099607,0.0007388107922593645,0.008303756020816313,True
nominal_65536,nominal,65536,0,0,1024,bf16_checkpoint,True,0.06637053408726289,0.00010665219767045042,0.001606920889475228,0.0009578072394857973,0.0004314945734809215,0.002132442726083656,True
nominal_65536,nominal,65536,0,1,1024,bf16_checkpoint,True,0.021257314999770197,3.571296110380929e-05,0.0016800316081403209,0.00048173388783842586,0.00013480835680454586,0.0020812533679246247,True
nominal_65536,nominal,65536,0,2,1024,bf16_checkpoint,True,0.03688765440758085,6.31172583687879e-05,0.001711067276639215,0.0009351222013029847,0.00023486487170541612,0.0021223641155882723,True
nominal_65536,nominal,65536,0,0,1024,fp32_checkpoint,True,0.06637053408726289,1.6674206986900373e-09,2.5122906145334614e-08,1.4868239528453842e-08,6.6354715647087835e-09,3.0748061063485114e-08,True
nominal_65536,nominal,65536,0,1,1024,fp32_checkpoint,True,0.021257314999770197,5.355463589167254e-10,2.519350910133829e-08,7.165154386479244e-09,1.929811054429687e-09,3.1949941859606955e-08,True
nominal_65536,nominal,65536,0,2,1024,fp32_checkpoint,True,0.03688765440758085,9.214087189913028e-10,2.4978783112919817e-08,1.4731744268914326e-08,3.5696026957909855e-09,3.169596993929357e-08,True
nominal_65536,nominal,65536,0,0,4096,official,True,0.034664092230659534,0.00015379980313460378,0.004436862275555903,0.0016271539175477245,0.0006006529900979472,0.006615764893058244,True
nominal_65536,nominal,65536,0,1,4096,official,True,0.04737207075007767,0.0002613305476118519,0.005516553181526764,0.003592669672037252,0.00114997539806034,0.00895710490463369,True
nominal_65536,nominal,65536,0,2,4096,official,True,0.03630728898862642,0.0001955264948050392,0.005385323450238591,0.0026389986451134384,0.0008197936112109436,0.007833451161627026,True
nominal_65536,nominal,65536,0,0,4096,bf16_checkpoint,True,0.034664092230659534,5.805862332337822e-05,0.0016748923623053024,0.0007414091587022442,0.00022361341163699842,0.002140903538528074,True
nominal_65536,nominal,65536,0,1,4096,bf16_checkpoint,True,0.04737207075007767,7.951582397685075e-05,0.0016785380651049623,0.0009526812764663051,0.0003389076666109589,0.0021367553104017964,True
nominal_65536,nominal,65536,0,2,4096,bf16_checkpoint,True,0.03630728898862642,5.9883553589585443e-05,0.001649353484044058,0.0004862232916408582,0.00023076585539500192,0.00201993613600795,True
nominal_65536,nominal,65536,0,0,4096,fp32_checkpoint,True,0.034664092230659534,8.761192320776407e-10,2.5274547109089874e-08,1.3017658839764579e-08,3.4062902544429454e-09,3.505756867720665e-08,True
nominal_65536,nominal,65536,0,1,4096,fp32_checkpoint,True,0.04737207075007767,1.2051074587186383e-09,2.543919739283642e-08,1.4368532086361796e-08,5.034149133109624e-09,3.054276388539426e-08,True
nominal_65536,nominal,65536,0,2,4096,fp32_checkpoint,True,0.03630728898862642,9.042469032783677e-10,2.4905382044956075e-08,1.2001997895527694e-08,3.5109931291466e-09,3.453150582330061e-08,True
nominal_65536,nominal,65536,0,0,8192,official,True,0.06983439051452568,0.00034151218967967396,0.004890315318333577,0.003653484927930273,0.0014264543952941435,0.008314500363913914,True
nominal_65536,nominal,65536,0,1,8192,official,True,0.026922813485253643,0.00010350138730977603,0.0038443748595022044,0.0009126551439637143,0.0004209006405361199,0.0064206217302152585,True
nominal_65536,nominal,65536,0,2,8192,official,True,0.020536733803660286,9.930928352247444e-05,0.0048356902549311145,0.0011408743773593522,0.000407518671975539,0.007007276258047515,True
nominal_65536,nominal,65536,0,0,8192,bf16_checkpoint,True,0.06983439051452568,0.00011446308168652937,0.0016390646620266678,0.0009692067874913501,0.0004519164952082278,0.0021135854717934314,True
nominal_65536,nominal,65536,0,1,8192,bf16_checkpoint,True,0.026922813485253643,4.437149661939327e-05,0.0016481002865356828,0.0004736576857241881,0.00019753493690132797,0.0024860613327275832,True
nominal_65536,nominal,65536,0,2,8192,bf16_checkpoint,True,0.020536733803660286,3.325044113492179e-05,0.0016190715355620731,0.0002440133475630213,0.00011986789598455103,0.002005173628430735,True
nominal_65536,nominal,65536,0,0,8192,fp32_checkpoint,True,0.06983439051452568,1.7507517934350355e-09,2.5070051883260525e-08,1.4832637840189733e-08,6.859294116312586e-09,3.281172362136043e-08,True
nominal_65536,nominal,65536,0,1,8192,fp32_checkpoint,True,0.026922813485253643,6.79553915935482e-10,2.5240820997690012e-08,7.448246269747827e-09,2.9247674568355646e-09,4.0436956361804094e-08,True
nominal_65536,nominal,65536,0,2,8192,fp32_checkpoint,True,0.020536733803660286,5.186353179019765e-10,2.5254031281719177e-08,6.839840221983806e-09,1.8451892548621007e-09,3.2511001905399595e-08,True
nominal_65536,nominal,65536,0,0,16384,official,True,0.03953020136943755,0.00017777630018659356,0.004497227285162272,0.003329013970519268,0.0007395572412957103,0.006871887185996845,True
nominal_65536,nominal,65536,0,1,16384,official,True,0.06972434071161958,0.0003592206501306034,0.005152012144745016,0.004905652411905159,0.0015473756930169176,0.008319009732156525,True
nominal_65536,nominal,65536,0,2,16384,official,True,0.025147169289269706,0.00016439656838608337,0.00653737868047961,0.002016976159168987,0.0006829514653443416,0.008678623474258396,True
nominal_65536,nominal,65536,0,0,16384,bf16_checkpoint,True,0.03953020136943755,6.51988511812773e-05,0.0016493427537074288,0.0007712018643944996,0.00024049094325215487,0.001956282442041488,True
nominal_65536,nominal,65536,0,1,16384,bf16_checkpoint,True,0.06972434071161958,0.00011809724359701329,0.0016937735429505805,0.0009544894307661478,0.000456041311328316,0.002023151615905914,True
nominal_65536,nominal,65536,0,2,16384,bf16_checkpoint,True,0.025147169289269706,4.212712869576644e-05,0.0016752234898160915,0.00044419478022622583,0.00018103812879014913,0.0023255134237732023,True
nominal_65536,nominal,65536,0,0,16384,fp32_checkpoint,True,0.03953020136943755,9.87723927414504e-10,2.4986564530332868e-08,1.1446986858398844e-08,3.637069652395742e-09,3.39869600500508e-08,True
nominal_65536,nominal,65536,0,1,16384,fp32_checkpoint,True,0.06972434071161958,1.7830768026354628e-09,2.5573232883051307e-08,1.4892872601812712e-08,6.968285524711071e-09,3.002593310526659e-08,True
nominal_65536,nominal,65536,0,2,16384,fp32_checkpoint,True,0.025147169289269706,6.325390945060571e-10,2.5153490924959156e-08,7.220227249415956e-09,2.7511635970756127e-09,3.5518248331502405e-08,True
nominal_65536,nominal,65536,0,0,32768,official,True,0.026608934472304283,0.00013995162991637262,0.005259572872489135,0.0022100941757005055,0.0005816511464877398,0.00914671153858067,True
nominal_65536,nominal,65536,0,1,32768,official,True,0.03437068601096796,0.0001413438737821012,0.004112337872365923,0.001712194795694344,0.0005762528373126701,0.007594049464366768,True
nominal_65536,nominal,65536,0,2,32768,official,True,0.05415066389224977,0.000222813030047443,0.00411468694992921,0.0026643060555751608,0.0009173609654361593,0.006493092538280497,True
nominal_65536,nominal,65536,0,0,32768,bf16_checkpoint,True,0.026608934472304283,4.443893911620625e-05,0.0016700758597628252,0.00047283643175671797,0.00018767240836787148,0.002037420593177942,True
nominal_65536,nominal,65536,0,1,32768,bf16_checkpoint,True,0.03437068601096796,5.7140545329174794e-05,0.0016624790471432775,0.0004819328914270893,0.00022643289358290078,0.0019846133229342654,True
nominal_65536,nominal,65536,0,2,32768,bf16_checkpoint,True,0.05415066389224977,9.032272937057596e-05,0.001667989326045978,0.0009580269206760361,0.00040170770840010454,0.002665189754459831,True
nominal_65536,nominal,65536,0,0,32768,fp32_checkpoint,True,0.026608934472304283,6.758578464375596e-10,2.5399658417026106e-08,7.21524645586058e-09,2.8290036965805677e-09,3.390508223537654e-08,True
nominal_65536,nominal,65536,0,1,32768,fp32_checkpoint,True,0.03437068601096796,8.588076242005802e-10,2.4986630290897536e-08,7.415062758253654e-09,3.448191034371995e-09,3.271602046975112e-08,True
nominal_65536,nominal,65536,0,2,32768,fp32_checkpoint,True,0.05415066389224977,1.39456590893106e-09,2.57534406541349e-08,1.4559028982397137e-08,6.1041207902179375e-09,3.936241100993838e-08,True
nominal_65536,nominal,65536,0,0,65536,official,True,0.0451874085098021,0.00023857179221672633,0.00527960775101708,0.0035128722264529677,0.0009948254976610688,0.008835358799572644,True
nominal_65536,nominal,65536,0,1,65536,official,True,0.04904265911029794,0.00025558323721063745,0.005211447377594791,0.00473422912904653,0.0010465205924383505,0.008649726966316345,True
nominal_65536,nominal,65536,0,2,65536,official,True,0.07579435950323055,0.0004013641300422373,0.005295435342060384,0.00601074851884964,0.0016869241165162227,0.007130312739647189,True
nominal_65536,nominal,65536,0,0,65536,bf16_checkpoint,True,0.0451874085098021,7.46219229165978e-05,0.0016513875297896477,0.0009578961230325977,0.0003083002275419189,0.0023074162907360377,True
nominal_65536,nominal,65536,0,1,65536,bf16_checkpoint,True,0.04904265911029794,8.204557349476613e-05,0.0016729430047878104,0.0009611036463723077,0.0003461119757736129,0.0021596149905825407,True
nominal_65536,nominal,65536,0,2,65536,bf16_checkpoint,True,0.07579435950323055,0.00012476073275813278,0.0016460424440002711,0.0018017514811503599,0.00046582302669749754,0.0020014937794291866,True
nominal_65536,nominal,65536,0,0,65536,fp32_checkpoint,True,0.0451874085098021,1.1479969145830927e-09,2.540523903542882e-08,1.4594434605275097e-08,4.308178876422099e-09,3.502729949585914e-08,True
nominal_65536,nominal,65536,0,1,65536,fp32_checkpoint,True,0.04904265911029794,1.2368882967996396e-09,2.52206613433797e-08,1.4627061173388967e-08,5.406088530168774e-09,3.1395708894460305e-08,True
nominal_65536,nominal,65536,0,2,65536,fp32_checkpoint,True,0.07579435950323055,1.957783599091322e-09,2.5830201771252865e-08,2.227887985206678e-08,7.195342326682397e-09,3.1801572736873836e-08,True
weak_256,weak,256,0,0,16,official,True,0.2348591601626153,0.0011888196599776678,0.005061840718303409,0.006135106246963451,0.003580595145243511,0.00817584705527919,True
