case,pattern,length,sequence,seed,method,finite,ref_rms,rmse,relative_l2,max_abs,p99_abs,worst_channel_relative,within_2pct
nonzero_8192,nonzero,8192,0,2,fp32_checkpoint,True,0.004326427964014012,5.441652894886732e-12,1.2577703685693697e-09,2.5089573257516817e-10,2.3619373058954285e-11,1.6151607474706205e-09,True
nonzero_8192,nonzero,8192,0,0,output_rounding_floor,True,0.004275886263879125,7.119501933279553e-06,0.0016650353853941554,0.0001219865271131354,2.8685382895647996e-05,0.0018009933640010867,True
nonzero_8192,nonzero,8192,0,1,output_rounding_floor,True,0.004306285247142481,7.129390627445014e-06,0.0016555778863408686,0.00012257693894637822,2.8681138296416005e-05,0.0017529801815249157,True
nonzero_8192,nonzero,8192,0,2,output_rounding_floor,True,0.004326427964014012,7.184785215108483e-06,0.001660673718566325,0.0001220527631630372,2.8742800341282834e-05,0.001731437003079232,True
correlated_8192,correlated,8192,0,0,official,True,0.08670854518340118,2.840081175341333,32.75434006341761,394.04653867918813,1.6166620566169214,91.28375853347,False
correlated_8192,correlated,8192,0,1,official,True,0.08685716139157315,14.640338807419466,168.55649635402276,2080.1460645392067,4.847801227322202,500.2380860755045,False
correlated_8192,correlated,8192,0,2,official,True,0.08677652889648776,4.112249432402325,47.38895971867764,485.8564133716039,2.5020144198374856,143.67974590104225,False
correlated_8192,correlated,8192,0,0,bf16_checkpoint,True,0.08670854518340118,8.476298781797414e-07,9.775621034661358e-06,5.206663151513524e-06,2.26610720470595e-06,1.1037326438504135e-05,True
correlated_8192,correlated,8192,0,1,bf16_checkpoint,True,0.08685716139157315,7.719247337664522e-07,8.887289446248746e-06,5.576419244507358e-06,2.074201493845393e-06,9.557547567295119e-06,True
correlated_8192,correlated,8192,0,2,bf16_checkpoint,True,0.08677652889648776,7.84669815834057e-07,9.042419947104108e-06,5.365464468332082e-06,2.113873098815236e-06,9.91940290169633e-06,True
correlated_8192,correlated,8192,0,0,fp32_checkpoint,True,0.08670854518340118,1.2917516451746699e-11,1.4897627937851192e-10,7.082792338741761e-11,3.452761514199931e-11,1.620683610296433e-10,True
correlated_8192,correlated,8192,0,1,fp32_checkpoint,True,0.08685716139157315,1.1785670166663628e-11,1.356902525691689e-10,7.469036500395987e-11,3.161557127207004e-11,1.4713116556297365e-10,True
correlated_8192,correlated,8192,0,2,fp32_checkpoint,True,0.08677652889648776,1.1879402848125503e-11,1.3689649723482218e-10,7.279912783708653e-11,3.1827547541940504e-11,1.558182521127729e-10,True
correlated_8192,correlated,8192,0,0,output_rounding_floor,True,0.08670854518340118,0.00014358835599949526,0.0016559885268030389,0.0009764260934677638,0.00046140408259870425,0.0017030734765551018,True
correlated_8192,correlated,8192,0,1,output_rounding_floor,True,0.08685716139157315,0.00014380910482557065,0.001655696577248758,0.0009763508353638484,0.00046192395630061805,0.0017222397663185763,True
correlated_8192,correlated,8192,0,2,output_rounding_floor,True,0.08677652889648776,0.00014373934250067015,0.001656431114825197,0.0009765004402077504,0.0004618935141188149,0.0017078798236913166,True
dynamic_8192,dynamic,8192,0,0,official,True,1.883405726213791,0.014082764832886932,0.00747728683038333,0.2697350644385388,0.06864880985995692,0.00788099424673622,True
dynamic_8192,dynamic,8192,0,1,official,True,1.8868951066592303,0.014046013822839471,0.007443982324861769,0.32659114168187386,0.06856286575295778,0.007937485414254564,True
dynamic_8192,dynamic,8192,0,2,official,True,1.8908919565133844,0.014252447801638538,0.007537420502818483,0.2927699473850893,0.06956681418488037,0.007902029914465977,True
dynamic_8192,dynamic,8192,0,0,bf16_checkpoint,True,1.883405726213791,0.008647800408339035,0.004591575935007748,0.1774150170294524,0.042012254319342635,0.00494442879477822,True
dynamic_8192,dynamic,8192,0,1,bf16_checkpoint,True,1.8868951066592303,0.008650801222033915,0.004584675211411332,0.22972968481664502,0.04226469514536396,0.0049630416879428525,True
dynamic_8192,dynamic,8192,0,2,bf16_checkpoint,True,1.8908919565133844,0.008757222227773519,0.004631265259555581,0.1858982882756255,0.042945937089855724,0.004933354721744448,True
dynamic_8192,dynamic,8192,0,0,fp32_checkpoint,True,1.883405726213791,1.3473441442535124e-07,7.153764722602161e-08,2.9235967282659203e-06,6.557054779143812e-07,7.614159423535095e-08,True
dynamic_8192,dynamic,8192,0,1,fp32_checkpoint,True,1.8868951066592303,1.3230955217901415e-07,7.012024765556245e-08,2.691143020427944e-06,6.459507331246783e-07,7.564662699034918e-08,True
dynamic_8192,dynamic,8192,0,2,fp32_checkpoint,True,1.8908919565133844,1.3462060161902714e-07,7.119423251831589e-08,2.5704013886240773e-06,6.556657377587705e-07,7.684501789477959e-08,True
dynamic_8192,dynamic,8192,0,0,output_rounding_floor,True,1.883405726213791,0.003124518344760611,0.0016589725205103988,0.11721353762231956,0.014544059073916538,0.0016953107122700802,True
dynamic_8192,dynamic,8192,0,1,output_rounding_floor,True,1.8868951066592303,0.003139423088436327,0.0016638037150855259,0.06240708339464618,0.01461938872522417,0.0016968251779907201,True
dynamic_8192,dynamic,8192,0,2,output_rounding_floor,True,1.8908919565133844,0.003145038609425784,0.001663256643824812,0.09776338083273117,0.014611390338979735,0.0017048452770562542,True
retention_256,retention,256,0,0,official,True,0.08831218210399563,7.980887080213318e-05,0.0009037130427617672,0.00014223150181483235,0.00014104791127307614,0.0009037130427617673,True
retention_256,retention,256,0,0,bf16_checkpoint,True,0.08831218210399563,8.34429703350375e-05,0.0009448636456154578,0.00014215858366417589,0.00014215667680061994,0.0009448636456154581,True
retention_256,retention,256,0,0,fp32_checkpoint,True,0.08831218210399563,2.135719224685652e-09,2.4183744233277444e-08,4.14585299424175e-09,4.145797385946004e-09,2.4183744233277447e-08,True
retention_256,retention,256,0,0,output_rounding_floor,True,0.08831218210399563,7.980887080213318e-05,0.0009037130427617672,0.00014223150181483235,0.00014104791127307614,0.0009037130427617673,True
retention_8192,retention,8192,0,0,official,True,0.08601455399999165,0.0027389804237635063,0.031843220668955306,0.004715889572071516,0.004670426795581023,0.0318432206689553,False
retention_8192,retention,8192,0,0,bf16_checkpoint,True,0.08601455399999165,0.0027427595832815272,0.031887156948832096,0.004716276800547675,0.0046713395959136345,0.03188715694883209,False
retention_8192,retention,8192,0,0,fp32_checkpoint,True,0.08601455399999165,3.7195113724631625e-09,4.3242814145888884e-08,8.913555615830404e-09,8.255767874887354e-09,4.324281414588888e-08,True
retention_8192,retention,8192,0,0,output_rounding_floor,True,0.08601455399999165,0.00014218380334272016,0.0016530202940159867,0.0002440365065010941,0.00024173239320762763,0.0016530202940159863,True
retention_65536,retention,65536,0,0,official,True,0.07209344071831607,0.019137735952968044,0.2654573808974262,0.03142748395508039,0.0311767462797543,0.26545738089742604,False
retention_65536,retention,65536,0,0,bf16_checkpoint,True,0.07209344071831607,0.01914157505491161,0.26551063264828334,0.03143055858385267,0.031182413477166757,0.2655106326482832,False
retention_65536,retention,65536,0,0,fp32_checkpoint,True,0.07209344071831607,2.3817170648327977e-08,3.3036529275092545e-07,4.754961270558855e-08,4.259772902470704e-08,3.3036529275092524e-07,True
retention_65536,retention,65536,0,0,output_rounding_floor,True,0.07209344071831607,0.00012930944644611893,0.0017936367741325815,0.00024413551185803462,0.00024104412763058247,0.0017936367741325804,True
varlen,weak,15,0,0,official,True,0.015316488933355155,8.354314278214747e-05,0.005454457816387226,0.0004357666376128208,0.0002524819039260544,0.011472195392070679,True
varlen,weak,15,0,1,official,True,0.014160035045323389,7.6244860844614e-05,0.005384510744540513,0.0004294732165314244,0.00021105043794426395,0.009571114071772231,True
varlen,weak,15,0,2,official,True,0.014448984827261719,7.440178063226003e-05,0.005149273912439992,0.00046557620046025483,0.00021707788649320876,0.008639822945217776,True
varlen,weak,15,0,0,bf16_checkpoint,True,0.015316488933355155,0.0,0.0,0.0,0.0,0.0,True
varlen,weak,15,0,1,bf16_checkpoint,True,0.014160035045323389,0.0,0.0,0.0,0.0,0.0,True
varlen,weak,15,0,2,bf16_checkpoint,True,0.014448984827261719,0.0,0.0,0.0,0.0,0.0,True
varlen,weak,15,0,0,fp32_checkpoint,True,0.015316488933355155,0.0,0.0,0.0,0.0,0.0,True
varlen,weak,15,0,1,fp32_checkpoint,True,0.014160035045323389,0.0,0.0,0.0,0.0,0.0,True
varlen,weak,15,0,2,fp32_checkpoint,True,0.014448984827261719,0.0,0.0,0.0,0.0,0.0,True
varlen,weak,15,0,0,output_rounding_floor,True,0.015316488933355155,2.5223020258769223e-05,0.0016467886581917825,0.00012160226913826566,9.947503333265722e-05,0.002614380771331739,True
varlen,weak,15,0,1,output_rounding_floor,True,0.014160035045323389,2.3615242822240376e-05,0.0016677390095895096,0.00011985725009473758,7.921781952136609e-05,0.002404373964921801,True
varlen,weak,15,0,2,output_rounding_floor,True,0.014448984827261719,2.3732784580865095e-05,0.0016425226314922211,0.00012202332004952049,8.742676363960514e-05,0.00247728195018638,True
