chunk,gate_case,seed,numeric_path,quantity,zero_count,lost_nonzero_count,inf_count,nan_count,first_bad_flat_index,first_bad_token_1based,finite_min,finite_max,max_abs_error,relative_l2_error,count
64,constant_-3,0,fp64,factorized,0,0,0,0,,,8.285961676100548e-83,1.0000000000000002,2.220446049250313e-16,6.943973650524525e-17,2080
64,constant_-3,0,fp32,prefix,0,0,0,0,,,-192.0,-3.0,0.0,0.0,64
64,constant_-3,0,fp32,decay,30,30,0,0,34,35,0.0,0.049787066876888275,1.490975669315997e-09,2.9989146755330935e-08,64
64,constant_-3,0,fp32,inverse,0,0,35,0,29,30,20.08553695678711,6.076030347399616e+37,,,64
64,constant_-3,0,fp32,direct,435,435,0,0,630,,0.0,1.0,1.490975669315997e-09,1.4813278336502942e-09,2080
64,constant_-3,0,fp32,factorized,870,870,15,615,464,,0.0,1.0000001192092896,,,2080
64,constant_-3,0,fp32_bf16,prefix,0,0,0,0,,,-192.0,-3.0,0.0,0.0,64
64,constant_-3,0,fp32_bf16,decay,34,34,0,0,30,31,0.0,0.0498046875,1.7619132136055538e-05,0.00037914535893604154,64
64,constant_-3,0,fp32_bf16,inverse,0,0,35,0,29,30,20.125,6.08121808071599e+37,,,64
64,constant_-3,0,fp32_bf16,direct,561,561,0,0,496,,0.0,1.0,1.7619132136055538e-05,1.8709309720406596e-05,2080
64,constant_-3,0,fp32_bf16,factorized,986,986,1,629,464,,0.0,1.0045166015625,,,2080
64,constant_-3,0,ftz_model_bf16,prefix,0,0,0,0,,,-191.9999237060547,-3.0,9.1552734375e-05,3.6590817453091424e-07,64
64,constant_-3,0,ftz_model_bf16,decay,35,35,0,0,29,30,0.0,0.0498046875,1.7619132136055538e-05,0.00037914535893604154,64
64,constant_-3,0,ftz_model_bf16,inverse,0,0,35,0,29,30,20.125,6.08121808071599e+37,,,64
64,constant_-3,0,ftz_model_bf16,direct,595,595,0,0,465,,0.0,1.0,1.7619132136055538e-05,1.8709309720406596e-05,2080
64,constant_-3,0,ftz_model_bf16,factorized,1015,1015,0,630,435,,0.0,1.00457763671875,,,2080
16,constant_-5,0,fp64,prefix,0,0,0,0,,,-80.0,-5.0,0.0,0.0,16
16,constant_-5,0,fp64,decay,0,0,0,0,,,1.8048513878454153e-35,0.006737946999085467,0.0,0.0,16
16,constant_-5,0,fp64,inverse,0,0,0,0,,,148.4131591025766,5.54062238439351e+34,0.0,0.0,16
16,constant_-5,0,fp64,direct,0,0,0,0,,,2.6786369618080778e-33,1.0,0.0,0.0,136
16,constant_-5,0,fp64,factorized,0,0,0,0,,,2.678636961808078e-33,1.0000000000000002,2.220446049250313e-16,9.205414807461514e-17,136
16,constant_-5,0,fp32,prefix,0,0,0,0,,,-80.0,-5.0,0.0,0.0,16
16,constant_-5,0,fp32,decay,0,0,0,0,,,1.8048513285848406e-35,0.0067379469983279705,1.2059301379208943e-12,2.1135097090781697e-10,16
16,constant_-5,0,fp32,inverse,0,0,0,0,,,148.4131622314453,5.540622484676759e+34,1.0028324952600449e+27,1.8101173755951395e-08,16
16,constant_-5,0,fp32,direct,0,0,0,0,,,2.678636997114156e-33,1.0,1.2059301379208943e-12,1.3454918691086662e-12,136
16,constant_-5,0,fp32,factorized,0,0,0,0,,,2.678636997114156e-33,1.0000001192092896,1.1920928955078125e-07,3.650057862437244e-08,136
16,constant_-5,0,fp32_bf16,prefix,0,0,0,0,,,-80.0,-5.0,0.0,0.0,16
16,constant_-5,0,fp32_bf16,decay,0,0,0,0,,,1.8055593228630336e-35,0.006744384765625,6.437766539532999e-06,0.0009555437641525005,16
16,constant_-5,0,fp32_bf16,inverse,0,0,0,0,,,148.0,5.549267267559097e+34,8.644883165587194e+31,0.0015602795996931447,16
16,constant_-5,0,fp32_bf16,direct,0,0,0,0,,,2.68426485998971e-33,1.0,6.437766539532999e-06,6.233915444169895e-06,136
16,constant_-5,0,fp32_bf16,factorized,0,0,0,0,,,2.6722277978372897e-33,1.0045166015625,0.0045166015625,0.0020976203408346007,136
16,constant_-5,0,ftz_model_bf16,prefix,0,0,0,0,,,-80.00001525878906,-5.0,1.52587890625e-05,1.0993664519492633e-07,16
16,constant_-5,0,ftz_model_bf16,decay,0,0,0,0,,,1.8055593228630336e-35,0.006744384765625,6.437766539532999e-06,0.0009555437641525005,16
16,constant_-5,0,ftz_model_bf16,inverse,0,0,0,0,,,148.0,5.549267267559097e+34,8.644883165587194e+31,0.0015602795996931447,16
16,constant_-5,0,ftz_model_bf16,direct,0,0,0,0,,,2.68426485998971e-33,1.0,6.437766539532999e-06,6.233915444169895e-06,136
16,constant_-5,0,ftz_model_bf16,factorized,0,0,0,0,,,2.6722277978372897e-33,1.0045166015625,0.0045166015625,0.0020976203408346007,136
32,constant_-5,0,fp64,prefix,0,0,0,0,,,-160.0,-5.0,0.0,0.0,32
32,constant_-5,0,fp64,decay,0,0,0,0,,,3.257488532207521e-70,0.006737946999085467,0.0,0.0,32
32,constant_-5,0,fp64,inverse,0,0,0,0,,,148.4131591025766,3.0698496406442424e+69,0.0,0.0,32
32,constant_-5,0,fp64,direct,0,0,0,0,,,4.834541638053336e-68,1.0,0.0,0.0,528
32,constant_-5,0,fp64,factorized,0,0,0,0,,,4.834541638053336e-68,1.0000000000000002,2.220446049250313e-16,7.076304981218954e-17,528
32,constant_-5,0,fp32,prefix,0,0,0,0,,,-160.0,-5.0,0.0,0.0,32
32,constant_-5,0,fp32,decay,12,12,0,0,20,21,0.0,0.0067379469983279705,1.2059301379208943e-12,2.1135097090781697e-10,32
32,constant_-5,0,fp32,inverse,0,0,15,0,17,18,148.4131622314453,8.223013026843582e+36,,,32
32,constant_-5,0,fp32,direct,66,66,0,0,231,,0.0,1.0,1.2059301379208943e-12,1.3853390767222746e-12,528
32,constant_-5,0,fp32,factorized,204,204,6,114,170,,0.0,1.0000001192092896,,,528
32,constant_-5,0,fp32_bf16,prefix,0,0,0,0,,,-160.0,-5.0,0.0,0.0,32
32,constant_-5,0,fp32_bf16,decay,14,14,0,0,18,19,0.0,0.006744384765625,6.437766539532999e-06,0.0009555437641525005,32
32,constant_-5,0,fp32_bf16,inverse,0,0,15,0,17,18,148.0,8.224598223919167e+36,,,32
32,constant_-5,0,fp32_bf16,direct,91,91,0,0,190,,0.0,1.0,6.437766539532999e-06,6.33698436556817e-06,528
32,constant_-5,0,fp32_bf16,factorized,238,238,1,119,170,,0.0,1.0045166015625,,,528
32,constant_-5,0,ftz_model_bf16,prefix,0,0,0,0,,,-159.99996948242188,-5.0,3.0517578125e-05,1.2335536458529133e-07,32
32,constant_-5,0,ftz_model_bf16,decay,15,15,0,0,17,18,0.0,0.006744384765625,6.437766539532999e-06,0.0009555437641525005,32
32,constant_-5,0,ftz_model_bf16,inverse,0,0,15,0,17,18,148.0,8.224598223919167e+36,,,32
32,constant_-5,0,ftz_model_bf16,direct,105,105,0,0,171,,0.0,1.0,6.437766539532999e-06,6.33698436556817e-06,528
32,constant_-5,0,ftz_model_bf16,factorized,255,255,0,120,153,,0.0,1.0045166015625,,,528
64,constant_-5,0,fp64,prefix,0,0,0,0,,,-320.0,-5.0,0.0,0.0,64
64,constant_-5,0,fp64,decay,0,0,0,0,,,1.0611231537463512e-139,0.006737946999085467,0.0,0.0,64
64,constant_-5,0,fp64,inverse,0,0,0,0,,,148.4131591025766,9.423976816163585e+138,0.0,0.0,64
64,constant_-5,0,fp64,direct,0,0,0,0,,,1.5748463944438505e-137,1.0,0.0,0.0,2080
64,constant_-5,0,fp64,factorized,0,0,0,0,,,1.5748463944438508e-137,1.0000000000000002,2.220446049250313e-16,6.509312666485735e-17,2080
64,constant_-5,0,fp32,prefix,0,0,0,0,,,-320.0,-5.0,0.0,0.0,64
64,constant_-5,0,fp32,decay,44,44,0,0,20,21,0.0,0.0067379469983279705,1.2059301379208943e-12,2.1135097090781697e-10,64
64,constant_-5,0,fp32,inverse,0,0,47,0,17,18,148.4131622314453,8.223013026843582e+36,,,64
64,constant_-5,0,fp32,direct,946,946,0,0,231,,0.0,1.0,1.2059301379208943e-12,1.404838864613891e-12,2080
64,constant_-5,0,fp32,factorized,748,748,6,1122,170,,0.0,1.0000001192092896,,,2080
64,constant_-5,0,fp32_bf16,prefix,0,0,0,0,,,-320.0,-5.0,0.0,0.0,64
64,constant_-5,0,fp32_bf16,decay,46,46,0,0,18,19,0.0,0.006744384765625,6.437766539532999e-06,0.0009555437641525005,64
64,constant_-5,0,fp32_bf16,inverse,0,0,47,0,17,18,148.0,8.224598223919167e+36,,,64
64,constant_-5,0,fp32_bf16,direct,1035,1035,0,0,190,,0.0,1.0,6.437766539532999e-06,6.3878951159923444e-06,2080
64,constant_-5,0,fp32_bf16,factorized,782,782,1,1127,170,,0.0,1.0045166015625,,,2080
64,constant_-5,0,ftz_model_bf16,prefix,0,0,0,0,,,-319.9998779296875,-5.0,0.0001220703125,3.012767043551334e-07,64
64,constant_-5,0,ftz_model_bf16,decay,47,47,0,0,17,18,0.0,0.006744384765625,6.437766539532999e-06,0.0009555437641525005,64
64,constant_-5,0,ftz_model_bf16,inverse,0,0,47,0,17,18,148.0,8.224598223919167e+36,,,64
64,constant_-5,0,ftz_model_bf16,direct,1081,1081,0,0,171,,0.0,1.0,6.437766539532999e-06,6.3878951159923444e-06,2080
64,constant_-5,0,ftz_model_bf16,factorized,799,799,0,1128,153,,0.0,1.0045166015625,,,2080
16,uniform,0,fp64,prefix,0,0,0,0,,,-42.11477699613478,-4.850265009032765,0.0,0.0,16
16,uniform,0,fp64,decay,0,0,0,0,,,5.126072496557785e-19,0.007826303233331696,0.0,0.0,16
16,uniform,0,fp64,inverse,0,0,0,0,,,127.77424668917347,1.9508112705614505e+18,0.0,0.0,16
16,uniform,0,fp64,direct,0,0,0,0,,,6.549800517217634e-17,1.0,0.0,0.0,136
16,uniform,0,fp64,factorized,0,0,0,0,,,6.549800517217618e-17,1.0,1.1102230246251565e-16,5.576241389930265e-17,136
16,uniform,0,fp32,prefix,0,0,0,0,,,-42.114776611328125,-4.850265026092529,1.1813623821410602e-06,2.2156282926179246e-08,16
16,uniform,0,fp32,decay,0,0,0,0,,,5.126074445142912e-19,0.007826303131878376,1.0145331970357052e-10,1.3298036089328504e-08,16
16,uniform,0,fp32,inverse,0,0,0,0,,,127.77424621582031,1.95081056716587e+18,703395580416.0,3.5987553015353526e-07,16
16,uniform,0,fp32,direct,0,0,0,0,,,6.549806010863515e-17,1.0,5.012254156167018e-07,1.5765313342442274e-07,136
16,uniform,0,fp32,factorized,0,0,0,0,,,6.549802702141065e-17,1.0,5.310277380043971e-07,1.6680582350396913e-07,136
16,uniform,0,fp32_bf16,prefix,0,0,0,0,,,-42.114776611328125,-4.850265026092529,1.1813623821410602e-06,2.2156282926179246e-08,16
16,uniform,0,fp32_bf16,decay,0,0,0,0,,,5.116079001415974e-19,0.0078125,1.380323333169571e-05,0.0017633603508087094,16
16,uniform,0,fp32_bf16,inverse,0,0,0,0,,,128.0,1.9545622382787953e+18,3750967717344768.0,0.0019155075531297942,16
16,uniform,0,fp32_bf16,direct,0,0,0,0,,,6.548581121812447e-17,1.0,0.000934427430208773,0.00031772268394574026,136
16,uniform,0,fp32_bf16,factorized,0,0,0,0,,,6.548581121812447e-17,1.00311279296875,0.00494384765625,0.0021042290423055536,136
16,uniform,0,ftz_model_bf16,prefix,0,0,0,0,,,-42.11477279663086,-4.850265026092529,4.199503919721792e-06,7.916303417268324e-08,16
16,uniform,0,ftz_model_bf16,decay,0,0,0,0,,,5.116079001415974e-19,0.0078125,1.380323333169571e-05,0.0017633603508087094,16
16,uniform,0,ftz_model_bf16,inverse,0,0,0,0,,,128.0,1.9545622382787953e+18,3750967717344768.0,0.0019155075531297942,16
16,uniform,0,ftz_model_bf16,direct,0,0,0,0,,,6.548581121812447e-17,1.0,0.000934427430208773,0.00031772268394574026,136
16,uniform,0,ftz_model_bf16,factorized,0,0,0,0,,,6.548581121812447e-17,1.00311279296875,0.00494384765625,0.0021042290423055536,136
32,uniform,0,fp64,prefix,0,0,0,0,,,-82.3671643078565,-4.850265009032765,0.0,0.0,32
32,uniform,0,fp64,decay,0,0,0,0,,,1.6919793217630913e-36,0.007826303233331696,0.0,0.0,32
32,uniform,0,fp64,inverse,0,0,0,0,,,127.77424668917347,5.9102377147137416e+35,0.0,0.0,32
32,uniform,0,fp64,direct,0,0,0,0,,,2.161913832519382e-34,1.0,0.0,0.0,528
32,uniform,0,fp64,factorized,0,0,0,0,,,2.1619138325193765e-34,1.0,1.1102230246251565e-16,5.154637874054938e-17,528
32,uniform,0,fp32,prefix,0,0,0,0,,,-82.36715698242188,-4.850265026092529,9.892605433492463e-06,8.658421864268653e-08,32
32,uniform,0,fp32,decay,0,0,0,0,,,1.6919917098773082e-36,0.007826303131878376,1.0145331970357052e-10,1.3298036089328504e-08,32
32,uniform,0,fp32,inverse,0,0,0,0,,,127.77424621582031,5.910194331019329e+35,4.338369441279539e+30,7.3458078547880735e-06,32
32,uniform,0,fp32,direct,0,0,0,0,,,2.161930639123965e-34,1.0,9.84971928852385e-07,2.7510443759606214e-07,528
32,uniform,0,fp32,factorized,0,0,0,0,,,2.1619297207690032e-34,1.0,9.84971928852385e-07,2.782043418733467e-07,528
32,uniform,0,fp32_bf16,prefix,0,0,0,0,,,-82.36715698242188,-4.850265026092529,9.892605433492463e-06,8.658421864268653e-08,32
32,uniform,0,fp32_bf16,decay,0,0,0,0,,,1.692711865184094e-36,0.0078125,1.380323333169571e-05,0.0017633603508087094,32
32,uniform,0,fp32_bf16,inverse,0,0,0,0,,,128.0,5.9192184187297035e+35,8.980704015961913e+32,0.0015215689130027453,32
32,uniform,0,fp32_bf16,direct,0,0,0,0,,,2.1666711874356403e-34,1.0,0.000934427430208773,0.00030105603119867576,528
32,uniform,0,fp32_bf16,factorized,0,0,0,0,,,2.1666711874356403e-34,1.0045166015625,0.00494384765625,0.0022742625221938294,528
32,uniform,0,ftz_model_bf16,prefix,0,0,0,0,,,-82.3671646118164,-4.850265026092529,6.4187779429403236e-06,6.40710107022642e-08,32
32,uniform,0,ftz_model_bf16,decay,0,0,0,0,,,1.692711865184094e-36,0.0078125,1.380323333169571e-05,0.0017633603508087094,32
32,uniform,0,ftz_model_bf16,inverse,0,0,0,0,,,128.0,5.9192184187297035e+35,8.980704015961913e+32,0.0015215689130027453,32
32,uniform,0,ftz_model_bf16,direct,0,0,0,0,,,2.1666711874356403e-34,1.0,0.000934427430208773,0.00030105603119867576,528
32,uniform,0,ftz_model_bf16,factorized,0,0,0,0,,,2.1666711874356403e-34,1.0045166015625,0.00494384765625,0.0022742625221938294,528
64,uniform,0,fp64,prefix,0,0,0,0,,,-163.20315844357415,-4.850265009032765,0.0,0.0,64
64,uniform,0,fp64,decay,0,0,0,0,,,1.3236368785745842e-71,0.007826303233331696,0.0,0.0,64
64,uniform,0,fp64,inverse,0,0,0,0,,,127.77424668917347,7.554942115823287e+70,0.0,0.0,64
64,uniform,0,fp64,direct,0,0,0,0,,,1.691267050498769e-69,1.0,0.0,0.0,2080
64,uniform,0,fp64,factorized,0,0,0,0,,,1.6912670504987647e-69,1.0,1.1102230246251565e-16,5.299987705701337e-17,2080
64,uniform,0,fp32,prefix,0,0,0,0,,,-163.20315551757812,-4.850265026092529,1.855473504974725e-05,8.039638071663963e-08,64
64,uniform,0,fp32,decay,22,22,0,0,42,43,0.0,0.007826303131878376,1.0145331970357052e-10,1.3298036089328504e-08,64
64,uniform,0,fp32,inverse,0,0,29,0,35,36,127.77424621582031,3.7513388994361558e+37,,,64
64,uniform,0,fp32,direct,246,246,0,0,946,,0.0,1.0,6.246752366600994e-06,9.874582430147605e-07,2080
64,uniform,0,fp32,factorized,770,770,28,407,665,,0.0,1.0,,,2080
64,uniform,0,fp32_bf16,prefix,0,0,0,0,,,-163.20315551757812,-4.850265026092529,1.855473504974725e-05,8.039638071663963e-08,64
64,uniform,0,fp32_bf16,decay,28,28,0,0,36,37,0.0,0.0078125,1.380323333169571e-05,0.0017633603508087094,64
64,uniform,0,fp32_bf16,inverse,0,0,29,0,35,36,128.0,3.7550690880923873e+37,,,64
64,uniform,0,fp32_bf16,direct,362,362,0,0,741,,0.0,1.0,0.0019055033295836132,0.00042645518708190185,2080
64,uniform,0,fp32_bf16,factorized,980,980,1,434,665,,0.0,1.0045166015625,,,2080
64,uniform,0,ftz_model_bf16,prefix,0,0,0,0,,,-163.2031707763672,-4.850265026092529,1.607667888947617e-05,7.055259831648258e-08,64
64,uniform,0,ftz_model_bf16,decay,29,29,0,0,35,36,0.0,0.0078125,1.380323333169571e-05,0.0017633603508087094,64
64,uniform,0,ftz_model_bf16,inverse,0,0,29,0,35,36,128.0,3.7550690880923873e+37,,,64
64,uniform,0,ftz_model_bf16,direct,421,421,0,0,666,,0.0,1.0,0.0019055033295836132,0.0004264551870819019,2080
64,uniform,0,ftz_model_bf16,factorized,1015,1015,0,435,630,,0.0,1.0045166015625,,,2080
16,mixed,0,fp64,prefix,0,0,0,0,,,-5.149999996647239,-0.009999999776482582,0.0,0.0,16
16,mixed,0,fp64,decay,0,0,0,0,,,0.005799404746286162,0.9900498339704614,0.0,0.0,16
16,mixed,0,fp64,inverse,0,0,0,0,,,1.0100501668584043,172.43148973873267,0.0,0.0,16
16,mixed,0,fp64,direct,0,0,0,0,,,0.00585768973166576,1.0,0.0,0.0,136
16,mixed,0,fp64,factorized,0,0,0,0,,,0.00585768973166576,1.0,2.220446049250313e-16,7.757928206222387e-17,136
16,mixed,0,fp32,prefix,0,0,0,0,,,-5.150003433227539,-0.009999999776482582,3.4365803003311157e-06,4.100350439126606e-07,16
16,mixed,0,fp32,decay,0,0,0,0,,,0.005799384787678719,0.9900498390197754,1.9958607443831822e-08,4.9040988783009345e-08,16
16,mixed,0,fp32,inverse,0,0,0,0,,,1.0100501775741577,172.4320831298828,0.0005933911501472267,2.1552548165455726e-06,16
16,mixed,0,fp32,direct,0,0,0,0,,,0.005857671145349741,1.0,2.7979794692267745e-06,1.3000607802919217e-06,136
16,mixed,0,fp32,factorized,0,0,0,0,,,0.005857669748365879,1.0,2.7979794692267745e-06,1.2867689263927938e-06,136
16,mixed,0,fp32_bf16,prefix,0,0,0,0,,,-5.150003433227539,-0.009999999776482582,3.4365803003311157e-06,4.100350439126606e-07,16
16,mixed,0,fp32_bf16,decay,0,0,0,0,,,0.00579833984375,0.98828125,0.0017685839704614237,0.0017860078966992687,16
16,mixed,0,fp32_bf16,inverse,0,0,0,0,,,1.0078125,172.0,0.4700148877838899,0.001823559952216889,16
16,mixed,0,fp32_bf16,direct,0,0,0,0,,,0.005859375,1.0,0.0018955744362042504,0.0012035245741071506,136
16,mixed,0,fp32_bf16,factorized,0,0,0,0,,,0.005843639373779297,1.0030517578125,0.004638671875,0.001993018845278213,136
16,mixed,0,ftz_model_bf16,prefix,0,0,0,0,,,-5.150002479553223,-0.009999999776482582,2.4829059839248657e-06,3.067362403983595e-07,16
16,mixed,0,ftz_model_bf16,decay,0,0,0,0,,,0.00579833984375,0.98828125,0.0017685839704614237,0.0017860078966992687,16
16,mixed,0,ftz_model_bf16,inverse,0,0,0,0,,,1.0078125,172.0,0.4700148877838899,0.001823559952216889,16
16,mixed,0,ftz_model_bf16,direct,0,0,0,0,,,0.005859375,1.0,0.0018955744362042504,0.0012035245741071506,136
16,mixed,0,ftz_model_bf16,factorized,0,0,0,0,,,0.005843639373779297,1.0030517578125,0.004638671875,0.001993018845278213,136
32,mixed,0,fp64,prefix,0,0,0,0,,,-25.26999999396503,-0.009999999776482582,0.0,0.0,32
32,mixed,0,fp64,decay,0,0,0,0,,,1.0601771628996213e-11,0.9900498339704614,0.0,0.0,32
32,mixed,0,fp64,inverse,0,0,0,0,,,1.0100501668584043,94323857841.35977,0.0,0.0,32
32,mixed,0,fp64,direct,0,0,0,0,,,1.0708321202862321e-11,1.0,0.0,0.0,528
32,mixed,0,fp64,factorized,0,0,0,0,,,1.0708321202862322e-11,1.0000000000000002,2.220446049250313e-16,7.84227099512949e-17,528
32,mixed,0,fp32,prefix,0,0,0,0,,,-25.27000617980957,-0.009999999776482582,6.185844540596008e-06,2.710420106670216e-07,32
32,mixed,0,fp32,decay,0,0,0,0,,,1.0601706144919287e-11,0.9900498390197754,1.9958607443831822e-08,4.904243654139663e-08,32
32,mixed,0,fp32,inverse,0,0,0,0,,,1.0100501775741577,94324441088.0,583246.6402282715,5.741268458309026e-06,32
32,mixed,0,fp32,direct,0,0,0,0,,,1.0708257197622473e-11,1.0,2.7979794692267745e-06,1.119491498325863e-06,528
32,mixed,0,fp32,factorized,0,0,0,0,,,1.0708255462898997e-11,1.0,2.7979794692267745e-06,1.1068459371845789e-06,528
32,mixed,0,fp32_bf16,prefix,0,0,0,0,,,-25.27000617980957,-0.009999999776482582,6.185844540596008e-06,2.710420106670216e-07,32
32,mixed,0,fp32_bf16,decay,0,0,0,0,,,1.0629719326971099e-11,0.98828125,0.0017685839704614237,0.001786007895839098,32
32,mixed,0,fp32_bf16,inverse,0,0,0,0,,,1.0078125,94489280512.0,268759341.4082031,0.001708294617953067,32
32,mixed,0,fp32_bf16,direct,0,0,0,0,,,1.0686562745831907e-11,1.0,0.0018955744362042504,0.0011843793071825068,528
32,mixed,0,fp32_bf16,factorized,0,0,0,0,,,1.071276400921306e-11,1.00439453125,0.005415061503882379,0.002058661985267202,528
32,mixed,0,ftz_model_bf16,prefix,0,0,0,0,,,-25.270004272460938,-0.009999999776482582,4.582107067108154e-06,1.9247354709045206e-07,32
32,mixed,0,ftz_model_bf16,decay,0,0,0,0,,,1.0629719326971099e-11,0.98828125,0.0017685839704614237,0.001786007895839098,32
32,mixed,0,ftz_model_bf16,inverse,0,0,0,0,,,1.0078125,94489280512.0,268111570.59179688,0.001705912453983508,32
32,mixed,0,ftz_model_bf16,direct,0,0,0,0,,,1.0686562745831907e-11,1.0,0.0018955744362042504,0.0011843793071825068,528
32,mixed,0,ftz_model_bf16,factorized,0,0,0,0,,,1.071276400921306e-11,1.00439453125,0.004856876869938298,0.0020920073500671527,528
64,mixed,0,fp64,prefix,0,0,0,0,,,-55.52999998815358,-0.009999999776482582,0.0,0.0,64
64,mixed,0,fp64,decay,0,0,0,0,,,7.64940094322899e-25,0.9900498339704614,0.0,0.0,64
64,mixed,0,fp64,inverse,0,0,0,0,,,1.0100501668584043,1.30729191399644e+24,0.0,0.0,64
64,mixed,0,fp64,direct,0,0,0,0,,,7.726278699075276e-25,1.0,0.0,0.0,2080
64,mixed,0,fp64,factorized,0,0,0,0,,,7.726278699075277e-25,1.0000000000000002,2.220446049250313e-16,7.912606235440016e-17,2080
64,mixed,0,fp32,prefix,0,0,0,0,,,-55.52996826171875,-0.009999999776482582,3.172643482685089e-05,3.4950234130247925e-07,64
64,mixed,0,fp32,decay,0,0,0,0,,,7.649643855534109e-25,0.9900498390197754,1.9958607443831822e-08,4.904243654139663e-08,64
64,mixed,0,fp32,inverse,0,0,0,0,,,1.0100501775741577,1.307250424292015e+24,4.148970442513292e+19,2.927996711536426e-05,64
64,mixed,0,fp32,direct,0,0,0,0,,,7.72651095517691e-25,1.0,1.2376060909091713e-05,2.8189453774185164e-06,2080
64,mixed,0,fp32,factorized,0,0,0,0,,,7.726524267204686e-25,1.0000001192092896,1.2435665553867103e-05,2.8316608389205672e-06,2080
64,mixed,0,fp32_bf16,prefix,0,0,0,0,,,-55.52996826171875,-0.009999999776482582,3.172643482685089e-05,3.4950234130247925e-07,64
64,mixed,0,fp32_bf16,decay,0,0,0,0,,,7.6578830146510765e-25,0.98828125,0.0017685839704614237,0.001786007895839098,64
64,mixed,0,fp32_bf16,inverse,0,0,0,0,,,1.0078125,1.303373149272022e+24,3.9187647244179593e+21,0.0022744259363747664,64
64,mixed,0,fp32_bf16,direct,0,0,0,0,,,7.722506500006782e-25,1.0,0.0018955744362042504,0.001180274539330479,2080
64,mixed,0,fp32_bf16,factorized,0,0,0,0,,,7.717710225703038e-25,1.00439453125,0.005415061503882379,0.0021634605082747195,2080
64,mixed,0,ftz_model_bf16,prefix,0,0,0,0,,,-55.53001022338867,-0.009999999776482582,1.1913478374481201e-05,1.504057164217092e-07,64
64,mixed,0,ftz_model_bf16,decay,0,0,0,0,,,7.6578830146510765e-25,0.98828125,0.0017685839704614237,0.001786007895839098,64
64,mixed,0,ftz_model_bf16,inverse,0,0,0,0,,,1.0078125,1.303373149272022e+24,3.9187647244179593e+21,0.0022744259363747664,64
64,mixed,0,ftz_model_bf16,direct,0,0,0,0,,,7.722506500006782e-25,1.0,0.0018955744362042504,0.001180274539330479,2080
64,mixed,0,ftz_model_bf16,factorized,0,0,0,0,,,7.717710225703038e-25,1.00439453125,0.004856876869938298,0.0021552859192995395,2080
16,uniform,1,fp64,prefix,0,0,0,0,,,-28.790379734781563,-0.30526637359811815,0.0,0.0,16
16,uniform,1,fp64,decay,0,0,0,0,,,3.1368730950202116e-13,0.7369270503350676,0.0,0.0,16
16,uniform,1,fp64,inverse,0,0,0,0,,,1.3569864202234372,3187887969033.56,0.0,0.0,16
16,uniform,1,fp64,direct,0,0,0,0,,,4.256694191906695e-13,1.0,0.0,0.0,136
16,uniform,1,fp64,factorized,0,0,0,0,,,4.2566941919066907e-13,1.0,1.1102230246251565e-16,6.655001959247499e-17,136
16,uniform,1,fp32,prefix,0,0,0,0,,,-28.790380477905273,-0.3052663803100586,7.431237101229726e-07,1.8751743325075723e-08,16
16,uniform,1,fp32,decay,0,0,0,0,,,3.136870646049117e-13,0.7369270324707031,1.7864364432185198e-08,2.616850587647198e-08,16
16,uniform,1,fp32,inverse,0,0,0,0,,,1.356986403465271,3187890454528.0,2485494.4399414062,6.519182562861504e-07,16
16,uniform,1,fp32,direct,0,0,0,0,,,4.2566869625469683e-13,1.0,3.5887870952766576e-07,1.1776241620120143e-07,136
16,uniform,1,fp32,factorized,0,0,0,0,,,4.256690757254572e-13,1.0000001192092896,4.184833543030564e-07,1.341804220810606e-07,136
16,uniform,1,fp32_bf16,prefix,0,0,0,0,,,-28.790380477905273,-0.3052663803100586,7.431237101229726e-07,1.8751743325075723e-08,16
16,uniform,1,fp32_bf16,decay,0,0,0,0,,,3.1441516057384433e-13,0.73828125,0.0013541996649324428,0.0018391816871234942,16
16,uniform,1,fp32_bf16,inverse,0,0,0,0,,,1.359375,3195455668224.0,7567699190.439941,0.002211088362488579,16
16,uniform,1,fp32_bf16,direct,0,0,0,0,,,4.263256414560601e-13,1.0,0.001557567576187413,0.000572206287120124,136
16,uniform,1,fp32_bf16,factorized,0,0,0,0,,,4.2740810890506964e-13,1.00469970703125,0.00469970703125,0.002966171089924965,136
16,uniform,1,ftz_model_bf16,prefix,0,0,0,0,,,-28.79038429260254,-0.3052663803100586,4.557820975747973e-06,1.0735504716757134e-07,16
16,uniform,1,ftz_model_bf16,decay,0,0,0,0,,,3.1441516057384433e-13,0.73828125,0.0013541996649324428,0.0018391816871234942,16
16,uniform,1,ftz_model_bf16,inverse,0,0,0,0,,,1.359375,3195455668224.0,7567699190.439941,0.002211088362488579,16
16,uniform,1,ftz_model_bf16,direct,0,0,0,0,,,4.263256414560601e-13,1.0,0.001557567576187413,0.000572206287120124,136
16,uniform,1,ftz_model_bf16,factorized,0,0,0,0,,,4.2740810890506964e-13,1.00469970703125,0.00469970703125,0.002966171089924965,136
32,uniform,1,fp64,prefix,0,0,0,0,,,-78.79413369828333,-0.30526637359811815,0.0,0.0,32
32,uniform,1,fp64,decay,0,0,0,0,,,6.027573689260372e-35,0.7369270503350676,0.0,0.0,32
32,uniform,1,fp64,inverse,0,0,0,0,,,1.3569864202234372,1.6590423469757819e+34,0.0,0.0,32
32,uniform,1,fp64,direct,0,0,0,0,,,8.179335643222388e-35,1.0,0.0,0.0,528
