gate_case,seed,numeric_path,token,gate,prefix,decay,inverse
constant_-3,0,fp64,3,-3.0,-9.0,0.00012340980408667956,8103.083927575384
constant_-3,0,fp64,4,-3.0,-12.0,6.14421235332821e-06,162754.79141900392
constant_-3,0,fp64,5,-3.0,-15.0,3.059023205018258e-07,3269017.3724721107
constant_-3,0,fp64,6,-3.0,-18.0,1.522997974471263e-08,65659969.13733051
constant_-3,0,fp64,7,-3.0,-21.0,7.582560427911907e-10,1318815734.4832146
constant_-3,0,fp64,8,-3.0,-24.0,3.775134544279098e-11,26489122129.84347
constant_-3,0,fp64,9,-3.0,-27.0,1.8795288165390832e-12,532048240601.79865
constant_-3,0,fp64,10,-3.0,-30.0,9.357622968840175e-14,10686474581524.463
constant_-3,0,fp64,11,-3.0,-33.0,4.658886145103398e-15,214643579785916.06
constant_-3,0,fp64,12,-3.0,-36.0,2.3195228302435696e-16,4311231547115195.0
constant_-3,0,fp64,13,-3.0,-39.0,1.1548224173015786e-17,8.659340042399374e+16
constant_-3,0,fp64,14,-3.0,-42.0,5.74952226429356e-19,1.739274941520501e+18
constant_-3,0,fp64,15,-3.0,-45.0,2.8625185805493937e-20,3.4934271057485095e+19
constant_-3,0,fp64,16,-3.0,-48.0,1.4251640827409352e-21,7.016735912097631e+20
constant_-3,0,fp64,17,-3.0,-51.0,7.095474162284704e-23,1.4093490824269389e+22
constant_-3,0,fp64,18,-3.0,-54.0,3.532628572200807e-24,2.830753303274694e+23
constant_-3,0,fp64,19,-3.0,-57.0,1.7587922024243116e-25,5.685719999335932e+24
constant_-3,0,fp64,20,-3.0,-60.0,8.75651076269652e-27,1.1420073898156842e+26
constant_-3,0,fp64,21,-3.0,-63.0,4.359610000063081e-28,2.29378315946961e+27
constant_-3,0,fp64,22,-3.0,-66.0,2.1705220113036395e-29,4.607186634331292e+28
constant_-3,0,fp64,23,-3.0,-69.0,1.0806392777072785e-30,9.253781725587787e+29
constant_-3,0,fp64,24,-3.0,-72.0,5.380186160021138e-32,1.8586717452841279e+31
constant_-3,0,fp64,25,-3.0,-75.0,2.6786369618080778e-33,3.7332419967990015e+32
constant_-3,0,fp64,26,-3.0,-78.0,1.3336148155022614e-34,7.498416996990121e+33
constant_-3,0,fp64,27,-3.0,-81.0,6.639677199580735e-36,1.5060973145850306e+35
constant_-3,0,fp64,28,-3.0,-84.0,3.3057006267607343e-37,3.0250773222011426e+36
constant_-3,0,fp64,29,-3.0,-87.0,1.6458114310822737e-38,6.076030225056872e+37
constant_-3,0,fp64,30,-3.0,-90.0,8.194012623990515e-40,1.2204032943178408e+39
constant_-3,0,fp64,31,-3.0,-93.0,4.0795586671775603e-41,2.451245542920086e+40
constant_-3,0,fp64,32,-3.0,-96.0,2.031092662734811e-42,4.923458286012058e+41
constant_-3,0,fp64,33,-3.0,-99.0,1.0112214926104486e-43,9.889030319346946e+42
constant_-3,0,fp64,34,-3.0,-102.0,5.0345753587649823e-45,1.9862648361376543e+44
constant_-3,0,fp64,35,-3.0,-105.0,2.506567475899953e-46,3.989519570547216e+45
constant_-3,0,fp64,36,-3.0,-108.0,1.2479464629129513e-47,8.013164264000591e+46
constant_-3,0,fp64,37,-3.0,-111.0,6.213159586848109e-49,1.609487066961518e+48
constant_-3,0,fp64,38,-3.0,-114.0,3.093350011308561e-50,3.2327411910848595e+49
constant_-3,0,fp64,39,-3.0,-117.0,1.5400882849875202e-51,6.493134255664462e+50
constant_-3,0,fp64,40,-3.0,-120.0,7.667648073722e-53,1.3041808783936323e+52
constant_-3,0,fp64,41,-3.0,-123.0,3.817497188671175e-54,2.6195173187490626e+53
constant_-3,0,fp64,42,-3.0,-126.0,1.9006199352650016e-55,5.261441182666386e+54
constant_-3,0,fp64,43,-3.0,-129.0,9.462629465836378e-57,1.0567887114362587e+56
constant_-3,0,fp64,44,-3.0,-132.0,4.7111658015535965e-58,2.1226168683560893e+57
constant_-3,0,fp64,45,-3.0,-135.0,2.3455513385429143e-59,4.263389948314721e+58
constant_-3,0,fp64,46,-3.0,-138.0,1.1677812485237086e-60,8.56324762248225e+59
constant_-3,0,fp64,47,-3.0,-141.0,5.814040485895939e-62,1.7199742630376623e+61
constant_-3,0,fp64,48,-3.0,-144.0,2.8946403116483003e-63,3.454660656717546e+62
constant_-3,0,fp64,49,-3.0,-147.0,1.4411565509640892e-64,6.938871417758404e+63
constant_-3,0,fp64,50,-3.0,-150.0,7.175095973164411e-66,1.3937095806663797e+65
constant_-3,0,fp64,51,-3.0,-153.0,3.5722699376192174e-67,2.799340524267497e+66
constant_-3,0,fp64,52,-3.0,-156.0,1.7785284761271306e-68,5.622625746075033e+67
constant_-3,0,fp64,53,-3.0,-159.0,8.854771883513433e-70,1.129334570280557e+69
constant_-3,0,fp64,54,-3.0,-162.0,4.408531331463226e-71,2.2683291210002403e+70
constant_-3,0,fp64,55,-3.0,-165.0,2.194878508014299e-72,4.556060831379215e+71
constant_-3,0,fp64,56,-3.0,-168.0,1.0927656633766312e-73,9.151092805295634e+72
constant_-3,0,fp64,57,-3.0,-171.0,5.440559879258653e-75,1.8380461242828246e+74
constant_-3,0,fp64,58,-3.0,-174.0,2.7086952666810816e-76,3.691814329580466e+75
constant_-3,0,fp64,59,-3.0,-177.0,1.3485799642996046e-77,7.415207303034179e+76
constant_-3,0,fp64,60,-3.0,-180.0,6.714184288211594e-79,1.4893842007818383e+78
constant_-3,0,fp64,61,-3.0,-183.0,3.3427955219162848e-80,2.991508135761597e+79
constant_-3,0,fp64,62,-3.0,-186.0,1.664279891894355e-81,6.008604711685586e+80
constant_-3,0,fp64,63,-3.0,-189.0,8.285961676100547e-83,1.2068605179340022e+82
constant_-3,0,fp64,64,-3.0,-192.0,4.125337404615185e-84,2.4240441494100796e+83
constant_-3,0,fp32,1,-3.0,-3.0,0.049787066876888275,20.08553695678711
constant_-3,0,fp32,2,-3.0,-6.0,0.0024787522852420807,403.4288024902344
constant_-3,0,fp32,3,-3.0,-9.0,0.00012340980174485594,8103.083984375
constant_-3,0,fp32,4,-3.0,-12.0,6.1442124206223525e-06,162754.796875
constant_-3,0,fp32,5,-3.0,-15.0,3.0590231858695915e-07,3269017.25
constant_-3,0,fp32,6,-3.0,-18.0,1.5229979055675358e-08,65659968.0
constant_-3,0,fp32,7,-3.0,-21.0,7.582560690444495e-10,1318815744.0
constant_-3,0,fp32,8,-3.0,-24.0,3.775134371775124e-11,26489122816.0
constant_-3,0,fp32,9,-3.0,-27.0,1.8795288676126676e-12,532048248832.0
constant_-3,0,fp32,10,-3.0,-30.0,9.357622912219837e-14,10686474223616.0
constant_-3,0,fp32,11,-3.0,-33.0,4.6588861918718874e-15,214643574308864.0
constant_-3,0,fp32,12,-3.0,-36.0,2.3195226989972605e-16,4311231531843584.0
constant_-3,0,fp32,13,-3.0,-39.0,1.1548223864099742e-17,8.6593404045099e+16
constant_-3,0,fp32,14,-3.0,-42.0,5.749522023787777e-19,1.7392749753422316e+18
constant_-3,0,fp32,15,-3.0,-45.0,2.862518609581133e-20,3.4934270576908304e+19
constant_-3,0,fp32,16,-3.0,-48.0,1.4251640378466556e-21,7.016735586870194e+20
constant_-3,0,fp32,17,-3.0,-51.0,7.095474414148981e-23,1.4093490364499379e+22
constant_-3,0,fp32,18,-3.0,-54.0,3.532628390815064e-24,2.8307532183104285e+23
constant_-3,0,fp32,19,-3.0,-57.0,1.75879225876483e-25,5.685720022003016e+24
constant_-3,0,fp32,20,-3.0,-60.0,8.75651089272076e-27,1.1420073962419164e+26
constant_-3,0,fp32,21,-3.0,-63.0,4.359610133382778e-28,2.293783118234113e+27
constant_-3,0,fp32,22,-3.0,-66.0,2.1705219940814765e-29,4.60718654764251e+28
constant_-3,0,fp32,23,-3.0,-69.0,1.080639291795678e-30,9.253781621373885e+29
constant_-3,0,fp32,24,-3.0,-72.0,5.380185921962174e-32,1.8586717056324128e+31
constant_-3,0,fp32,25,-3.0,-75.0,2.678636997114156e-33,3.733241849647479e+32
constant_-3,0,fp32,26,-3.0,-78.0,1.3336148713971936e-34,7.498416981578345e+33
constant_-3,0,fp32,27,-3.0,-81.0,6.639676956165401e-36,1.5060973617296128e+35
constant_-3,0,fp32,28,-3.0,-84.0,3.3057005200372102e-37,3.025077341526289e+36
constant_-3,0,fp32,29,-3.0,-87.0,1.6458114537543937e-38,6.076030347399616e+37
constant_-3,0,fp32,30,-3.0,-90.0,8.194008692231508e-40,inf
constant_-3,0,fp32,31,-3.0,-93.0,4.07960021918884e-41,inf
constant_-3,0,fp32,32,-3.0,-96.0,2.03048147480666e-42,inf
constant_-3,0,fp32,33,-3.0,-99.0,1.0089348943138683e-43,inf
constant_-3,0,fp32,34,-3.0,-102.0,5.605193857299268e-45,inf
constant_-3,0,fp32,35,-3.0,-105.0,0.0,inf
constant_-3,0,fp32,36,-3.0,-108.0,0.0,inf
constant_-3,0,fp32,37,-3.0,-111.0,0.0,inf
constant_-3,0,fp32,38,-3.0,-114.0,0.0,inf
constant_-3,0,fp32,39,-3.0,-117.0,0.0,inf
constant_-3,0,fp32,40,-3.0,-120.0,0.0,inf
constant_-3,0,fp32,41,-3.0,-123.0,0.0,inf
constant_-3,0,fp32,42,-3.0,-126.0,0.0,inf
constant_-3,0,fp32,43,-3.0,-129.0,0.0,inf
constant_-3,0,fp32,44,-3.0,-132.0,0.0,inf
constant_-3,0,fp32,45,-3.0,-135.0,0.0,inf
constant_-3,0,fp32,46,-3.0,-138.0,0.0,inf
constant_-3,0,fp32,47,-3.0,-141.0,0.0,inf
constant_-3,0,fp32,48,-3.0,-144.0,0.0,inf
constant_-3,0,fp32,49,-3.0,-147.0,0.0,inf
constant_-3,0,fp32,50,-3.0,-150.0,0.0,inf
constant_-3,0,fp32,51,-3.0,-153.0,0.0,inf
constant_-3,0,fp32,52,-3.0,-156.0,0.0,inf
constant_-3,0,fp32,53,-3.0,-159.0,0.0,inf
constant_-3,0,fp32,54,-3.0,-162.0,0.0,inf
constant_-3,0,fp32,55,-3.0,-165.0,0.0,inf
constant_-3,0,fp32,56,-3.0,-168.0,0.0,inf
constant_-3,0,fp32,57,-3.0,-171.0,0.0,inf
constant_-3,0,fp32,58,-3.0,-174.0,0.0,inf
constant_-3,0,fp32,59,-3.0,-177.0,0.0,inf
constant_-3,0,fp32,60,-3.0,-180.0,0.0,inf
constant_-3,0,fp32,61,-3.0,-183.0,0.0,inf
constant_-3,0,fp32,62,-3.0,-186.0,0.0,inf
constant_-3,0,fp32,63,-3.0,-189.0,0.0,inf
constant_-3,0,fp32,64,-3.0,-192.0,0.0,inf
constant_-3,0,fp32_bf16,1,-3.0,-3.0,0.0498046875,20.125
constant_-3,0,fp32_bf16,2,-3.0,-6.0,0.002471923828125,404.0
constant_-3,0,fp32_bf16,3,-3.0,-9.0,0.00012302398681640625,8096.0
constant_-3,0,fp32_bf16,4,-3.0,-12.0,6.139278411865234e-06,162816.0
constant_-3,0,fp32_bf16,5,-3.0,-15.0,3.0547380447387695e-07,3276800.0
constant_-3,0,fp32_bf16,6,-3.0,-18.0,1.525040715932846e-08,65536000.0
constant_-3,0,fp32_bf16,7,-3.0,-21.0,7.566995918750763e-10,1317011456.0
constant_-3,0,fp32_bf16,8,-3.0,-24.0,3.774403012357652e-11,26440892416.0
constant_-3,0,fp32_bf16,9,-3.0,-27.0,1.8758328224066645e-12,532575944704.0
constant_-3,0,fp32_bf16,10,-3.0,-30.0,9.370282327836321e-14,10720238370816.0
constant_-3,0,fp32_bf16,11,-3.0,-33.0,4.6629367034256575e-15,214404767416320.0
constant_-3,0,fp32_bf16,12,-3.0,-36.0,2.3245294578089215e-16,4310085580881920.0
constant_-3,0,fp32_bf16,13,-3.0,-39.0,1.1546753136970622e-17,8.669429282688205e+16
constant_-3,0,fp32_bf16,14,-3.0,-42.0,5.759824041329242e-19,1.7383894561650115e+18
constant_-3,0,fp32_bf16,15,-3.0,-45.0,2.8587361969832636e-20,3.487587551435712e+19
constant_-3,0,fp32_bf16,16,-3.0,-48.0,1.4227506535912076e-21,7.00976274800963e+20
constant_-3,0,fp32_bf16,17,-3.0,-51.0,7.113753267956038e-23,1.4093312472314097e+22
constant_-3,0,fp32_bf16,18,-3.0,-54.0,3.54136699749265e-24,2.833419889721787e+23
constant_-3,0,fp32_bf16,19,-3.0,-57.0,1.760989975942969e-25,5.666839779443574e+24
constant_-3,0,fp32_bf16,20,-3.0,-60.0,8.734267942607043e-27,1.1424348995358246e+26
constant_-3,0,fp32_bf16,21,-3.0,-63.0,4.354512196819985e-28,2.292123353989337e+27
constant_-3,0,fp32_bf16,22,-3.0,-66.0,2.1693674893577825e-29,4.6113266463380415e+28
constant_-3,0,fp32_bf16,23,-3.0,-69.0,1.078520768856852e-30,9.259791493854644e+29
constant_-3,0,fp32_bf16,24,-3.0,-72.0,5.39260384428426e-32,1.861861819085212e+31
constant_-3,0,fp32_bf16,25,-3.0,-75.0,2.68426485998971e-33,3.7268927646709944e+32
constant_-3,0,fp32_bf16,26,-3.0,-78.0,1.3316000006114873e-34,7.504491553351118e+33
constant_-3,0,fp32_bf16,27,-3.0,-81.0,6.629788138637702e-36,1.5057660889751e+35
constant_-3,0,fp32_bf16,28,-3.0,-84.0,3.3060778616876836e-37,3.0323013653843393e+36
constant_-3,0,fp32_bf16,29,-3.0,-87.0,1.6438553812280427e-38,6.08121808071599e+37
constant_-3,0,fp32_bf16,30,-3.0,-90.0,8.265194654219209e-40,inf
constant_-3,0,fp32_bf16,31,-3.0,-93.0,0.0,inf
constant_-3,0,fp32_bf16,32,-3.0,-96.0,0.0,inf
constant_-3,0,fp32_bf16,33,-3.0,-99.0,0.0,inf
constant_-3,0,fp32_bf16,34,-3.0,-102.0,0.0,inf
constant_-3,0,fp32_bf16,35,-3.0,-105.0,0.0,inf
constant_-3,0,fp32_bf16,36,-3.0,-108.0,0.0,inf
constant_-3,0,fp32_bf16,37,-3.0,-111.0,0.0,inf
constant_-3,0,fp32_bf16,38,-3.0,-114.0,0.0,inf
constant_-3,0,fp32_bf16,39,-3.0,-117.0,0.0,inf
constant_-3,0,fp32_bf16,40,-3.0,-120.0,0.0,inf
constant_-3,0,fp32_bf16,41,-3.0,-123.0,0.0,inf
constant_-3,0,fp32_bf16,42,-3.0,-126.0,0.0,inf
constant_-3,0,fp32_bf16,43,-3.0,-129.0,0.0,inf
constant_-3,0,fp32_bf16,44,-3.0,-132.0,0.0,inf
constant_-3,0,fp32_bf16,45,-3.0,-135.0,0.0,inf
constant_-3,0,fp32_bf16,46,-3.0,-138.0,0.0,inf
constant_-3,0,fp32_bf16,47,-3.0,-141.0,0.0,inf
constant_-3,0,fp32_bf16,48,-3.0,-144.0,0.0,inf
constant_-3,0,fp32_bf16,49,-3.0,-147.0,0.0,inf
constant_-3,0,fp32_bf16,50,-3.0,-150.0,0.0,inf
constant_-3,0,fp32_bf16,51,-3.0,-153.0,0.0,inf
constant_-3,0,fp32_bf16,52,-3.0,-156.0,0.0,inf
constant_-3,0,fp32_bf16,53,-3.0,-159.0,0.0,inf
constant_-3,0,fp32_bf16,54,-3.0,-162.0,0.0,inf
constant_-3,0,fp32_bf16,55,-3.0,-165.0,0.0,inf
constant_-3,0,fp32_bf16,56,-3.0,-168.0,0.0,inf
constant_-3,0,fp32_bf16,57,-3.0,-171.0,0.0,inf
constant_-3,0,fp32_bf16,58,-3.0,-174.0,0.0,inf
constant_-3,0,fp32_bf16,59,-3.0,-177.0,0.0,inf
constant_-3,0,fp32_bf16,60,-3.0,-180.0,0.0,inf
constant_-3,0,fp32_bf16,61,-3.0,-183.0,0.0,inf
constant_-3,0,fp32_bf16,62,-3.0,-186.0,0.0,inf
constant_-3,0,fp32_bf16,63,-3.0,-189.0,0.0,inf
constant_-3,0,fp32_bf16,64,-3.0,-192.0,0.0,inf
constant_-3,0,ftz_model_bf16,1,-3.0,-3.0,0.0498046875,20.125
constant_-3,0,ftz_model_bf16,2,-3.0,-6.0,0.002471923828125,404.0
constant_-3,0,ftz_model_bf16,3,-3.0,-9.0,0.00012302398681640625,8096.0
constant_-3,0,ftz_model_bf16,4,-3.0,-12.0,6.139278411865234e-06,162816.0
constant_-3,0,ftz_model_bf16,5,-3.0,-15.0,3.0547380447387695e-07,3276800.0
constant_-3,0,ftz_model_bf16,6,-3.0,-18.0,1.525040715932846e-08,65536000.0
constant_-3,0,ftz_model_bf16,7,-3.0,-21.0,7.566995918750763e-10,1317011456.0
constant_-3,0,ftz_model_bf16,8,-3.0,-24.0,3.774403012357652e-11,26440892416.0
constant_-3,0,ftz_model_bf16,9,-3.0,-27.0,1.8758328224066645e-12,532575944704.0
constant_-3,0,ftz_model_bf16,10,-3.0,-30.000001907348633,9.370282327836321e-14,10720238370816.0
constant_-3,0,ftz_model_bf16,11,-3.0,-33.000003814697266,4.6629367034256575e-15,214404767416320.0
constant_-3,0,ftz_model_bf16,12,-3.0,-36.000003814697266,2.3245294578089215e-16,4310085580881920.0
constant_-3,0,ftz_model_bf16,13,-3.0,-39.000003814697266,1.1546753136970622e-17,8.669429282688205e+16
constant_-3,0,ftz_model_bf16,14,-3.0,-42.00000762939453,5.759824041329242e-19,1.7383894561650115e+18
constant_-3,0,ftz_model_bf16,15,-3.0,-45.00000762939453,2.8587361969832636e-20,3.487587551435712e+19
constant_-3,0,ftz_model_bf16,16,-3.0,-48.00000762939453,1.4227506535912076e-21,7.00976274800963e+20
constant_-3,0,ftz_model_bf16,17,-3.0,-51.0000114440918,7.113753267956038e-23,1.4093312472314097e+22
constant_-3,0,ftz_model_bf16,18,-3.0,-54.0000114440918,3.54136699749265e-24,2.833419889721787e+23
constant_-3,0,ftz_model_bf16,19,-3.0,-57.0000114440918,1.760989975942969e-25,5.704618711306531e+24
constant_-3,0,ftz_model_bf16,20,-3.0,-60.00001525878906,8.734267942607043e-27,1.1424348995358246e+26
constant_-3,0,ftz_model_bf16,21,-3.0,-63.00001525878906,4.354512196819985e-28,2.292123353989337e+27
constant_-3,0,ftz_model_bf16,22,-3.0,-66.00001525878906,2.1693674893577825e-29,4.6113266463380415e+28
constant_-3,0,ftz_model_bf16,23,-3.0,-69.00001525878906,1.078520768856852e-30,9.259791493854644e+29
constant_-3,0,ftz_model_bf16,24,-3.0,-72.0000228881836,5.39260384428426e-32,1.861861819085212e+31
constant_-3,0,ftz_model_bf16,25,-3.0,-75.0000228881836,2.68426485998971e-33,3.7268927646709944e+32
constant_-3,0,ftz_model_bf16,26,-3.0,-78.0000228881836,1.3316000006114873e-34,7.504491553351118e+33
constant_-3,0,ftz_model_bf16,27,-3.0,-81.0000228881836,6.629788138637702e-36,1.5057660889751e+35
constant_-3,0,ftz_model_bf16,28,-3.0,-84.0000228881836,3.3060778616876836e-37,3.0323013653843393e+36
constant_-3,0,ftz_model_bf16,29,-3.0,-87.0000228881836,1.6438553812280427e-38,6.08121808071599e+37
constant_-3,0,ftz_model_bf16,30,-3.0,-90.0000228881836,0.0,inf
constant_-3,0,ftz_model_bf16,31,-3.0,-93.0000228881836,0.0,inf
constant_-3,0,ftz_model_bf16,32,-3.0,-96.00001525878906,0.0,inf
constant_-3,0,ftz_model_bf16,33,-3.0,-99.00001525878906,0.0,inf
constant_-3,0,ftz_model_bf16,34,-3.0,-102.00000762939453,0.0,inf
constant_-3,0,ftz_model_bf16,35,-3.0,-105.00000762939453,0.0,inf
constant_-3,0,ftz_model_bf16,36,-3.0,-108.0,0.0,inf
constant_-3,0,ftz_model_bf16,37,-3.0,-111.0,0.0,inf
constant_-3,0,ftz_model_bf16,38,-3.0,-113.99999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,39,-3.0,-116.99999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,40,-3.0,-119.99998474121094,0.0,inf
constant_-3,0,ftz_model_bf16,41,-3.0,-122.99998474121094,0.0,inf
constant_-3,0,ftz_model_bf16,42,-3.0,-125.9999771118164,0.0,inf
constant_-3,0,ftz_model_bf16,43,-3.0,-128.99996948242188,0.0,inf
constant_-3,0,ftz_model_bf16,44,-3.0,-131.99996948242188,0.0,inf
constant_-3,0,ftz_model_bf16,45,-3.0,-134.99996948242188,0.0,inf
constant_-3,0,ftz_model_bf16,46,-3.0,-137.9999542236328,0.0,inf
constant_-3,0,ftz_model_bf16,47,-3.0,-140.9999542236328,0.0,inf
constant_-3,0,ftz_model_bf16,48,-3.0,-143.9999542236328,0.0,inf
constant_-3,0,ftz_model_bf16,49,-3.0,-146.9999542236328,0.0,inf
constant_-3,0,ftz_model_bf16,50,-3.0,-149.99993896484375,0.0,inf
constant_-3,0,ftz_model_bf16,51,-3.0,-152.99993896484375,0.0,inf
constant_-3,0,ftz_model_bf16,52,-3.0,-155.99993896484375,0.0,inf
constant_-3,0,ftz_model_bf16,53,-3.0,-158.99993896484375,0.0,inf
constant_-3,0,ftz_model_bf16,54,-3.0,-161.9999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,55,-3.0,-164.9999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,56,-3.0,-167.9999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,57,-3.0,-170.9999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,58,-3.0,-173.99990844726562,0.0,inf
constant_-3,0,ftz_model_bf16,59,-3.0,-176.99990844726562,0.0,inf
constant_-3,0,ftz_model_bf16,60,-3.0,-179.99990844726562,0.0,inf
constant_-3,0,ftz_model_bf16,61,-3.0,-182.99990844726562,0.0,inf
constant_-3,0,ftz_model_bf16,62,-3.0,-185.9999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,63,-3.0,-188.9999237060547,0.0,inf
constant_-3,0,ftz_model_bf16,64,-3.0,-191.9999237060547,0.0,inf
constant_-5,0,fp64,1,-5.0,-5.0,0.006737946999085467,148.4131591025766
constant_-5,0,fp64,2,-5.0,-10.0,4.5399929762484854e-05,22026.465794806718
constant_-5,0,fp64,3,-5.0,-15.0,3.059023205018258e-07,3269017.3724721107
constant_-5,0,fp64,4,-5.0,-20.0,2.061153622438558e-09,485165195.4097903
constant_-5,0,fp64,5,-5.0,-25.0,1.3887943864964021e-11,72004899337.38588
constant_-5,0,fp64,6,-5.0,-30.0,9.357622968840175e-14,10686474581524.463
constant_-5,0,fp64,7,-5.0,-35.0,6.305116760146989e-16,1586013452313430.8
constant_-5,0,fp64,8,-5.0,-40.0,4.248354255291589e-18,2.3538526683702e+17
constant_-5,0,fp64,9,-5.0,-45.0,2.8625185805493937e-20,3.4934271057485095e+19
constant_-5,0,fp64,10,-5.0,-50.0,1.9287498479639178e-22,5.184705528587072e+21
constant_-5,0,fp64,11,-5.0,-55.0,1.2995814250075031e-24,7.694785265142018e+23
constant_-5,0,fp64,12,-5.0,-60.0,8.75651076269652e-27,1.1420073898156842e+26
constant_-5,0,fp64,13,-5.0,-65.0,5.900090541597061e-29,1.6948892444103338e+28
constant_-5,0,fp64,14,-5.0,-70.0,3.975449735908647e-31,2.515438670919167e+30
constant_-5,0,fp64,15,-5.0,-75.0,2.6786369618080778e-33,3.7332419967990015e+32
constant_-5,0,fp64,16,-5.0,-80.0,1.8048513878454153e-35,5.54062238439351e+34
constant_-5,0,fp64,17,-5.0,-85.0,1.2160992992528256e-37,8.223012714622913e+36
constant_-5,0,fp64,18,-5.0,-90.0,8.194012623990515e-40,1.2204032943178408e+39
constant_-5,0,fp64,19,-5.0,-95.0,5.5210822770285325e-42,1.8112390828890233e+41
constant_-5,0,fp64,20,-5.0,-100.0,3.720075976020836e-44,2.6881171418161356e+43
constant_-5,0,fp64,21,-5.0,-105.0,2.506567475899953e-46,3.989519570547216e+45
constant_-5,0,fp64,22,-5.0,-110.0,1.6889118802245324e-48,5.92097202766467e+47
constant_-5,0,fp64,23,-5.0,-115.0,1.1379798735078682e-50,8.787501635837023e+49
constant_-5,0,fp64,24,-5.0,-120.0,7.667648073722e-53,1.3041808783936323e+52
constant_-5,0,fp64,25,-5.0,-125.0,5.166420632837861e-55,1.9355760420357226e+54
constant_-5,0,fp64,26,-5.0,-130.0,3.4811068399043105e-57,2.872649550817832e+56
constant_-5,0,fp64,27,-5.0,-135.0,2.3455513385429143e-59,4.263389948314721e+58
constant_-5,0,fp64,28,-5.0,-140.0,1.580420060273613e-61,6.327431707155585e+60
constant_-5,0,fp64,29,-5.0,-145.0,1.0648786602415064e-63,9.390741286647697e+62
constant_-5,0,fp64,30,-5.0,-150.0,7.175095973164411e-66,1.3937095806663797e+65
constant_-5,0,fp64,31,-5.0,-155.0,4.834541638053336e-68,2.0684484173822473e+67
constant_-5,0,fp64,32,-5.0,-160.0,3.257488532207521e-70,3.0698496406442424e+69
constant_-5,0,fp64,33,-5.0,-165.0,2.194878508014299e-72,4.556060831379215e+71
constant_-5,0,fp64,34,-5.0,-170.0,1.4788975056432133e-74,6.761793810485009e+73
constant_-5,0,fp64,35,-5.0,-175.0,9.964733010103672e-77,1.0035391806143295e+76
constant_-5,0,fp64,36,-5.0,-180.0,6.714184288211594e-79,1.4893842007818383e+78
constant_-5,0,fp64,37,-5.0,-185.0,4.52398178760621e-81,2.2104421435549888e+80
constant_-5,0,fp64,38,-5.0,-190.0,3.0482349509718567e-83,3.2805870153846705e+82
constant_-5,0,fp64,39,-5.0,-195.0,2.0538845540408258e-85,4.8688228266413195e+84
constant_-5,0,fp64,40,-5.0,-200.0,1.3838965267367376e-87,7.225973768125749e+86
constant_-5,0,fp64,41,-5.0,-205.0,9.324621449370601e-90,1.0724295945198918e+89
constant_-5,0,fp64,42,-5.0,-210.0,6.282880511239462e-92,1.5916266403779241e+91
constant_-5,0,fp64,43,-5.0,-215.0,4.23337158863185e-94,2.3621833781030834e+93
constant_-5,0,fp64,44,-5.0,-220.0,2.852423339163565e-96,3.505790975238748e+95
constant_-5,0,fp64,45,-5.0,-225.0,1.921947727823849e-98,5.2030551378848545e+97
constant_-5,0,fp64,46,-5.0,-230.0,1.2949981925089835e-100,7.722018499983836e+99
constant_-5,0,fp64,47,-5.0,-235.0,8.72562918503701e-103,1.146049160231141e+102
constant_-5,0,fp64,48,-5.0,-240.0,5.8792826982452694e-105,1.700887763567586e+104
constant_-5,0,fp64,49,-5.0,-245.0,3.961429521341682e-107,2.5243412626998188e+106
constant_-5,0,fp64,50,-5.0,-250.0,2.6691902155412764e-109,3.7464546145026734e+108
constant_-5,0,fp64,51,-5.0,-255.0,1.7984862202794635e-111,5.5602316477276757e+110
constant_-5,0,fp64,52,-5.0,-260.0,1.2118104830828576e-113,8.25211544181389e+112
constant_-5,0,fp64,53,-5.0,-265.0,8.16511480794845e-116,1.2247225219987542e+115
constant_-5,0,fp64,54,-5.0,-270.0,5.501611081740457e-118,1.8176493851391e+117
constant_-5,0,fp64,55,-5.0,-275.0,3.706956387834846e-120,2.6976308738934977e+119
constant_-5,0,fp64,56,-5.0,-280.0,2.4977275669152505e-122,4.0036392008717847e+121
constant_-5,0,fp64,57,-5.0,-285.0,1.6829555964029658e-124,5.941927417082968e+123
constant_-5,0,fp64,58,-5.0,-290.0,1.1339665610377455e-126,8.818602191274965e+125
constant_-5,0,fp64,59,-5.0,-295.0,7.640606587007545e-129,1.3087966100760222e+128
constant_-5,0,fp64,60,-5.0,-300.0,5.148200222412013e-131,1.9424263952412558e+130
constant_-5,0,fp64,61,-5.0,-305.0,3.4688300239292162e-133,2.882816376419849e+132
constant_-5,0,fp64,62,-5.0,-310.0,2.337279285007143e-135,4.278478855371123e+134
constant_-5,0,fp64,63,-5.0,-315.0,1.5748463944438505e-137,6.349825630792043e+136
constant_-5,0,fp64,64,-5.0,-320.0,1.0611231537463512e-139,9.423976816163585e+138
constant_-5,0,fp32,1,-5.0,-5.0,0.0067379469983279705,148.4131622314453
constant_-5,0,fp32,2,-5.0,-10.0,4.539993096841499e-05,22026.46484375
