timestamp, uuid, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu
2026/09/10 15:03:27.480, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.17 W, 40
2026/09/10 15:03:27.680, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:03:27.880, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.28 W, 40
2026/09/10 15:03:28.080, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.43 W, 40
2026/09/10 15:03:28.280, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.47 W, 40
2026/09/10 15:03:28.481, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.46 W, 40
2026/09/10 15:03:28.681, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.51 W, 40
2026/09/10 15:03:28.881, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 257.32 W, 40
2026/09/10 15:03:29.081, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 265.62 W, 40
2026/09/10 15:03:29.281, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 274.27 W, 41
2026/09/10 15:03:29.481, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.98 W, 40
2026/09/10 15:03:29.681, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.54 W, 40
2026/09/10 15:03:29.881, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.50 W, 40
2026/09/10 15:03:30.081, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.49 W, 40
2026/09/10 15:03:30.281, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 256.73 W, 40
2026/09/10 15:03:30.481, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.54 W, 40
2026/09/10 15:03:30.681, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.27 W, 40
2026/09/10 15:03:30.882, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.19 W, 40
2026/09/10 15:03:31.082, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.18 W, 40
2026/09/10 15:03:31.282, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.18 W, 40
2026/09/10 15:03:31.482, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.25 W, 40
2026/09/10 15:03:31.682, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.29 W, 39
2026/09/10 15:03:31.882, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.30 W, 39
2026/09/10 15:03:32.082, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.82 W, 40
2026/09/10 15:03:32.282, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 259.04 W, 40
2026/09/10 15:03:32.482, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 268.39 W, 40
2026/09/10 15:03:32.682, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 277.51 W, 41
2026/09/10 15:03:32.882, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.80 W, 40
2026/09/10 15:03:33.082, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 280.95 W, 40
2026/09/10 15:03:33.285, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.16 W, 40
2026/09/10 15:03:33.486, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 263.58 W, 40
2026/09/10 15:03:33.686, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.78 W, 40
2026/09/10 15:03:33.886, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.43 W, 40
2026/09/10 15:03:34.086, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.20 W, 40
2026/09/10 15:03:34.286, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.20 W, 40
2026/09/10 15:03:34.486, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.20 W, 39
2026/09/10 15:03:34.686, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.24 W, 39
2026/09/10 15:03:34.886, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.32 W, 39
2026/09/10 15:03:35.086, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.32 W, 39
2026/09/10 15:03:35.286, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.35 W, 39
2026/09/10 15:03:35.486, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.35 W, 39
2026/09/10 15:03:35.687, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.30 W, 39
2026/09/10 15:03:35.887, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.90 W, 40
2026/09/10 15:03:36.087, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 257.75 W, 40
2026/09/10 15:03:36.287, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.75 W, 40
2026/09/10 15:03:36.487, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.56 W, 41
2026/09/10 15:03:36.687, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.28 W, 40
2026/09/10 15:03:36.887, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 280.30 W, 40
2026/09/10 15:03:37.087, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.31 W, 40
2026/09/10 15:03:37.287, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 263.67 W, 40
2026/09/10 15:03:37.487, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.45 W, 40
2026/09/10 15:03:37.687, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.41 W, 40
2026/09/10 15:03:37.887, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.17 W, 40
2026/09/10 15:03:38.088, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.17 W, 39
2026/09/10 15:03:38.288, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.18 W, 39
2026/09/10 15:03:38.488, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.17 W, 39
2026/09/10 15:03:38.688, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.32 W, 39
2026/09/10 15:03:38.888, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.32 W, 39
2026/09/10 15:03:39.088, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.33 W, 39
2026/09/10 15:03:39.288, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.88 W, 39
2026/09/10 15:03:39.488, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 261.01 W, 40
2026/09/10 15:03:39.688, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 269.74 W, 40
2026/09/10 15:03:39.888, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.20 W, 41
2026/09/10 15:03:40.088, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 280.93 W, 40
2026/09/10 15:03:40.288, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.31 W, 40
2026/09/10 15:03:40.488, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.66 W, 40
2026/09/10 15:03:40.688, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 261.50 W, 40
2026/09/10 15:03:40.889, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 252.60 W, 40
2026/09/10 15:03:41.089, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.41 W, 40
2026/09/10 15:03:41.289, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.17 W, 39
2026/09/10 15:03:41.489, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.41 W, 39
2026/09/10 15:03:41.689, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.42 W, 39
2026/09/10 15:03:41.889, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.42 W, 39
2026/09/10 15:03:42.089, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.32 W, 39
2026/09/10 15:03:42.289, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.73 W, 40
2026/09/10 15:03:42.489, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.88 W, 40
2026/09/10 15:03:42.689, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 276.41 W, 40
2026/09/10 15:03:42.889, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 282.04 W, 40
2026/09/10 15:03:43.089, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.96 W, 40
2026/09/10 15:03:43.291, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.84 W, 40
2026/09/10 15:03:43.491, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 264.87 W, 40
2026/09/10 15:03:43.691, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.14 W, 40
2026/09/10 15:03:43.891, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.40 W, 40
2026/09/10 15:03:44.092, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.19 W, 39
2026/09/10 15:03:44.292, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.19 W, 39
2026/09/10 15:03:44.492, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.19 W, 39
2026/09/10 15:03:44.692, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.19 W, 39
2026/09/10 15:03:44.892, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.19 W, 39
2026/09/10 15:03:45.092, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.20 W, 39
2026/09/10 15:03:45.292, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.28 W, 39
2026/09/10 15:03:45.492, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.31 W, 39
2026/09/10 15:03:45.692, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.27 W, 39
2026/09/10 15:03:45.892, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.10 W, 39
2026/09/10 15:03:46.092, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.88 W, 40
2026/09/10 15:03:46.292, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 268.14 W, 40
2026/09/10 15:03:46.493, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 276.52 W, 40
2026/09/10 15:03:46.693, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 284.55 W, 41
2026/09/10 15:03:46.893, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 284.55 W, 40
2026/09/10 15:03:47.093, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.91 W, 40
2026/09/10 15:03:47.293, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.17 W, 40
2026/09/10 15:03:47.493, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 304.40 W, 41
2026/09/10 15:03:47.693, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 296.69 W, 40
2026/09/10 15:03:47.893, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 295.72 W, 40
2026/09/10 15:03:48.093, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 295.68 W, 40
2026/09/10 15:03:48.293, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 296.61 W, 40
2026/09/10 15:03:48.493, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.84 W, 40
2026/09/10 15:03:48.694, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.45 W, 40
2026/09/10 15:03:48.894, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.41 W, 40
2026/09/10 15:03:49.094, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:03:49.294, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.40 W, 39
2026/09/10 15:03:49.494, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.48 W, 39
2026/09/10 15:03:49.694, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.48 W, 39
2026/09/10 15:03:49.894, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.43 W, 40
2026/09/10 15:03:50.094, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.84 W, 40
2026/09/10 15:03:50.294, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 261.12 W, 40
2026/09/10 15:03:50.494, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 264.80 W, 40
2026/09/10 15:03:50.694, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 274.65 W, 40
2026/09/10 15:03:50.895, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.04 W, 40
2026/09/10 15:03:51.095, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.81 W, 40
2026/09/10 15:03:51.295, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.26 W, 41
2026/09/10 15:03:51.495, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 288.20 W, 40
2026/09/10 15:03:51.695, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.33 W, 40
2026/09/10 15:03:51.895, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 273.60 W, 40
2026/09/10 15:03:52.095, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.43 W, 40
2026/09/10 15:03:52.295, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.89 W, 40
2026/09/10 15:03:52.495, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.53 W, 40
2026/09/10 15:03:52.696, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.49 W, 40
2026/09/10 15:03:52.896, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.45 W, 40
2026/09/10 15:03:53.096, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:03:53.296, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:03:53.496, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:03:53.696, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.26 W, 40
2026/09/10 15:03:53.896, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.34 W, 40
2026/09/10 15:03:54.096, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.34 W, 39
2026/09/10 15:03:54.297, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.49 W, 39
2026/09/10 15:03:54.497, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.40 W, 40
2026/09/10 15:03:54.697, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 264.29 W, 40
2026/09/10 15:03:54.897, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 262.43 W, 40
2026/09/10 15:03:55.097, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.71 W, 39
2026/09/10 15:03:55.297, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.73 W, 39
2026/09/10 15:03:55.497, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.84 W, 39
2026/09/10 15:03:55.697, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.62 W, 39
2026/09/10 15:03:55.918, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.29 W, 39
2026/09/10 15:03:56.153, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.16 W, 39
2026/09/10 15:03:56.353, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.06 W, 39
2026/09/10 15:03:56.554, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 243.80 W, 39
2026/09/10 15:03:56.754, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 243.80 W, 39
2026/09/10 15:03:56.954, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 243.83 W, 39
2026/09/10 15:03:57.154, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.07 W, 39
2026/09/10 15:03:57.354, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.29 W, 39
2026/09/10 15:03:57.554, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.32 W, 39
2026/09/10 15:03:57.754, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 244.28 W, 39
2026/09/10 15:03:57.954, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 246.42 W, 39
2026/09/10 15:03:58.154, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 256.87 W, 40
2026/09/10 15:03:58.354, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.82 W, 40
2026/09/10 15:03:58.555, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 278.39 W, 40
2026/09/10 15:03:58.755, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 289.23 W, 41
2026/09/10 15:03:58.955, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 291.14 W, 40
2026/09/10 15:03:59.155, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 283.87 W, 40
2026/09/10 15:03:59.355, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 274.84 W, 40
2026/09/10 15:03:59.556, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 265.62 W, 40
2026/09/10 15:03:59.756, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.79 W, 40
2026/09/10 15:03:59.956, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.53 W, 40
2026/09/10 15:04:00.156, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.31 W, 39
2026/09/10 15:04:00.356, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.30 W, 39
2026/09/10 15:04:00.556, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.30 W, 39
2026/09/10 15:04:00.756, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.34 W, 39
2026/09/10 15:04:00.956, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.50 W, 39
2026/09/10 15:04:01.156, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.46 W, 39
2026/09/10 15:04:01.356, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.49 W, 39
2026/09/10 15:04:01.557, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.80 W, 40
2026/09/10 15:04:01.757, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.47 W, 40
2026/09/10 15:04:01.957, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.63 W, 40
2026/09/10 15:04:02.157, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 284.12 W, 40
2026/09/10 15:04:02.357, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 292.69 W, 40
2026/09/10 15:04:02.557, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.38 W, 40
2026/09/10 15:04:02.757, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 278.01 W, 40
2026/09/10 15:04:02.957, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 268.84 W, 40
2026/09/10 15:04:03.160, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 259.82 W, 39
2026/09/10 15:04:03.360, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.69 W, 39
2026/09/10 15:04:03.560, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.04 W, 39
2026/09/10 15:04:03.760, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.78 W, 39
2026/09/10 15:04:03.961, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.51 W, 39
2026/09/10 15:04:04.161, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.28 W, 39
2026/09/10 15:04:04.361, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.30 W, 39
2026/09/10 15:04:04.561, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.43 W, 39
