input,chunk,token,prefix_log2,exp_fp32,inverse_fp32,decay,inverse
3,64,23,-99.5459824,1.08062086e-30,9.25393954e+29,1.07852077e-30,9.25979149e+29
3,64,24,-103.874069,5.38008836e-32,1.85870568e+31,5.39260384e-32,1.86186182e+31
3,64,25,-108.202156,2.67858483e-33,3.73331458e+32,2.68426486e-33,3.72689276e+32
3,64,26,-112.530243,1.33358732e-34,7.49857172e+33,1.3316e-34,7.50449155e+33
3,64,27,-116.85833,6.63953203e-36,1.50613014e+35,6.62978814e-36,1.50576609e+35
3,64,28,-121.186417,3.30562451e-37,3.02514706e+36,3.30607786e-37,3.03230137e+36
3,64,29,-125.514503,1.64577152e-38,6.07617739e+37,1.64385538e-38,6.08121808e+37
3,64,30,-129.84259,0,inf,0,inf
3,64,31,-134.17067,0,inf,0,inf
3,64,32,-138.498749,0,inf,0,inf
3,64,33,-142.826828,0,inf,0,inf
3,64,34,-147.154907,0,inf,0,inf
3,64,35,-151.482986,0,inf,0,inf
3,64,36,-155.811066,0,inf,0,inf
3,64,37,-160.139145,0,inf,0,inf
3,64,38,-164.467224,0,inf,0,inf
3,64,39,-168.795303,0,inf,0,inf
3,64,40,-173.123383,0,inf,0,inf
3,64,41,-177.451462,0,inf,0,inf
3,64,42,-181.779541,0,inf,0,inf
3,64,43,-186.10762,0,inf,0,inf
3,64,44,-190.435699,0,inf,0,inf
3,64,45,-194.763779,0,inf,0,inf
3,64,46,-199.091858,0,inf,0,inf
3,64,47,-203.419937,0,inf,0,inf
3,64,48,-207.748016,0,inf,0,inf
3,64,49,-212.076096,0,inf,0,inf
3,64,50,-216.404175,0,inf,0,inf
3,64,51,-220.732254,0,inf,0,inf
3,64,52,-225.060333,0,inf,0,inf
3,64,53,-229.388412,0,inf,0,inf
3,64,54,-233.716492,0,inf,0,inf
3,64,55,-238.044571,0,inf,0,inf
3,64,56,-242.37265,0,inf,0,inf
3,64,57,-246.700729,0,inf,0,inf
3,64,58,-251.028809,0,inf,0,inf
3,64,59,-255.356888,0,inf,0,inf
3,64,60,-259.684967,0,inf,0,inf
3,64,61,-264.013062,0,inf,0,inf
3,64,62,-268.341156,0,inf,0,inf
3,64,63,-272.66925,0,inf,0,inf
3,64,64,-276.997345,0,inf,0,inf
4,16,1,-7.21347523,0.00673794653,148.413162,0.00674438477,148
4,16,2,-14.4269505,4.53999273e-05,22026.4688,4.529953e-05,22016
4,16,3,-21.6404266,3.05902091e-07,3269019.75,3.05473804e-07,3276800
4,16,4,-28.8539009,2.06115347e-09,485165248,2.06637196e-09,484442112
4,16,5,-36.0673752,1.38879516e-11,7.2004862e+10,1.38697942e-11,7.19407022e+10
4,16,6,-43.2808495,9.35763375e-14,1.06864616e+13,9.37028233e-14,1.07202384e+13
4,16,7,-50.4943237,6.30512797e-16,1.58601063e+15,6.31439345e-16,1.58329674e+15
4,16,8,-57.707798,4.24836488e-18,2.35384669e+17,4.25549353e-18,2.35313081e+17
4,16,9,-64.9212723,2.86252766e-20,3.49341606e+19,2.8587362e-20,3.48758755e+19
4,16,10,-72.1347504,1.92875204e-22,5.18469983e+21,1.92733083e-22,5.20198183e+21
4,16,11,-79.3482285,1.2995803e-24,7.69479196e+23,1.29893206e-24,7.69745737e+23
4,16,12,-86.5617065,8.75648547e-27,1.14201062e+26,8.73426794e-27,1.1424349e+26
4,16,13,-93.7751846,5.90006171e-29,1.69489747e+28,5.91645679e-29,1.69443043e+28
4,16,14,-100.988663,3.97542268e-31,2.51545593e+30,3.97511941e-31,2.51549416e+30
4,16,15,-108.202141,2.67861312e-33,3.73327512e+32,2.68426486e-33,3.72689276e+32
4,16,16,-115.415619,1.80483167e-35,5.5406824e+34,1.80555932e-35,5.54926727e+34
4,32,1,-7.21347523,0.00673794653,148.413162,0.00674438477,148
4,32,2,-14.4269505,4.53999273e-05,22026.4688,4.529953e-05,22016
4,32,3,-21.6404266,3.05902091e-07,3269019.75,3.05473804e-07,3276800
4,32,4,-28.8539009,2.06115347e-09,485165248,2.06637196e-09,484442112
4,32,5,-36.0673752,1.38879516e-11,7.2004862e+10,1.38697942e-11,7.19407022e+10
4,32,6,-43.2808495,9.35763375e-14,1.06864616e+13,9.37028233e-14,1.07202384e+13
4,32,7,-50.4943237,6.30512797e-16,1.58601063e+15,6.31439345e-16,1.58329674e+15
4,32,8,-57.707798,4.24836488e-18,2.35384669e+17,4.25549353e-18,2.35313081e+17
4,32,9,-64.9212723,2.86252766e-20,3.49341606e+19,2.8587362e-20,3.48758755e+19
4,32,10,-72.1347504,1.92875204e-22,5.18469983e+21,1.92733083e-22,5.20198183e+21
4,32,11,-79.3482285,1.2995803e-24,7.69479196e+23,1.29893206e-24,7.69745737e+23
4,32,12,-86.5617065,8.75648547e-27,1.14201062e+26,8.73426794e-27,1.1424349e+26
4,32,13,-93.7751846,5.90006171e-29,1.69489747e+28,5.91645679e-29,1.69443043e+28
4,32,14,-100.988663,3.97542268e-31,2.51545593e+30,3.97511941e-31,2.51549416e+30
4,32,15,-108.202141,2.67861312e-33,3.73327512e+32,2.68426486e-33,3.72689276e+32
4,32,16,-115.415619,1.80483167e-35,5.5406824e+34,1.80555932e-35,5.54926727e+34
4,32,17,-122.629097,1.21608369e-37,8.22311824e+36,1.21957539e-37,8.22459822e+36
4,32,18,-129.842575,0,inf,0,inf
4,32,19,-137.056046,0,inf,0,inf
4,32,20,-144.269516,0,inf,0,inf
4,32,21,-151.482986,0,inf,0,inf
4,32,22,-158.696457,0,inf,0,inf
4,32,23,-165.909927,0,inf,0,inf
4,32,24,-173.123398,0,inf,0,inf
4,32,25,-180.336868,0,inf,0,inf
4,32,26,-187.550339,0,inf,0,inf
4,32,27,-194.763809,0,inf,0,inf
4,32,28,-201.97728,0,inf,0,inf
4,32,29,-209.19075,0,inf,0,inf
4,32,30,-216.404221,0,inf,0,inf
4,32,31,-223.617691,0,inf,0,inf
4,32,32,-230.831161,0,inf,0,inf
4,64,1,-7.21347523,0.00673794653,148.413162,0.00674438477,148
4,64,2,-14.4269505,4.53999273e-05,22026.4688,4.529953e-05,22016
4,64,3,-21.6404266,3.05902091e-07,3269019.75,3.05473804e-07,3276800
4,64,4,-28.8539009,2.06115347e-09,485165248,2.06637196e-09,484442112
4,64,5,-36.0673752,1.38879516e-11,7.2004862e+10,1.38697942e-11,7.19407022e+10
4,64,6,-43.2808495,9.35763375e-14,1.06864616e+13,9.37028233e-14,1.07202384e+13
4,64,7,-50.4943237,6.30512797e-16,1.58601063e+15,6.31439345e-16,1.58329674e+15
4,64,8,-57.707798,4.24836488e-18,2.35384669e+17,4.25549353e-18,2.35313081e+17
4,64,9,-64.9212723,2.86252766e-20,3.49341606e+19,2.8587362e-20,3.48758755e+19
4,64,10,-72.1347504,1.92875204e-22,5.18469983e+21,1.92733083e-22,5.20198183e+21
4,64,11,-79.3482285,1.2995803e-24,7.69479196e+23,1.29893206e-24,7.69745737e+23
4,64,12,-86.5617065,8.75648547e-27,1.14201062e+26,8.73426794e-27,1.1424349e+26
4,64,13,-93.7751846,5.90006171e-29,1.69489747e+28,5.91645679e-29,1.69443043e+28
4,64,14,-100.988663,3.97542268e-31,2.51545593e+30,3.97511941e-31,2.51549416e+30
4,64,15,-108.202141,2.67861312e-33,3.73327512e+32,2.68426486e-33,3.72689276e+32
4,64,16,-115.415619,1.80483167e-35,5.5406824e+34,1.80555932e-35,5.54926727e+34
4,64,17,-122.629097,1.21608369e-37,8.22311824e+36,1.21957539e-37,8.22459822e+36
4,64,18,-129.842575,0,inf,0,inf
4,64,19,-137.056046,0,inf,0,inf
4,64,20,-144.269516,0,inf,0,inf
4,64,21,-151.482986,0,inf,0,inf
4,64,22,-158.696457,0,inf,0,inf
4,64,23,-165.909927,0,inf,0,inf
4,64,24,-173.123398,0,inf,0,inf
4,64,25,-180.336868,0,inf,0,inf
4,64,26,-187.550339,0,inf,0,inf
4,64,27,-194.763809,0,inf,0,inf
4,64,28,-201.97728,0,inf,0,inf
4,64,29,-209.19075,0,inf,0,inf
4,64,30,-216.404221,0,inf,0,inf
4,64,31,-223.617691,0,inf,0,inf
4,64,32,-230.831161,0,inf,0,inf
4,64,33,-238.044632,0,inf,0,inf
4,64,34,-245.258102,0,inf,0,inf
4,64,35,-252.471573,0,inf,0,inf
4,64,36,-259.685059,0,inf,0,inf
4,64,37,-266.898529,0,inf,0,inf
4,64,38,-274.112,0,inf,0,inf
4,64,39,-281.32547,0,inf,0,inf
4,64,40,-288.53894,0,inf,0,inf
4,64,41,-295.752411,0,inf,0,inf
4,64,42,-302.965881,0,inf,0,inf
4,64,43,-310.179352,0,inf,0,inf
4,64,44,-317.392822,0,inf,0,inf
4,64,45,-324.606293,0,inf,0,inf
4,64,46,-331.819763,0,inf,0,inf
4,64,47,-339.033234,0,inf,0,inf
4,64,48,-346.246704,0,inf,0,inf
4,64,49,-353.460175,0,inf,0,inf
4,64,50,-360.673645,0,inf,0,inf
4,64,51,-367.887115,0,inf,0,inf
4,64,52,-375.100586,0,inf,0,inf
4,64,53,-382.314056,0,inf,0,inf
4,64,54,-389.527527,0,inf,0,inf
4,64,55,-396.740997,0,inf,0,inf
4,64,56,-403.954468,0,inf,0,inf
4,64,57,-411.167938,0,inf,0,inf
4,64,58,-418.381409,0,inf,0,inf
4,64,59,-425.594879,0,inf,0,inf
4,64,60,-432.80835,0,inf,0,inf
4,64,61,-440.02182,0,inf,0,inf
4,64,62,-447.235291,0,inf,0,inf
4,64,63,-454.448761,0,inf,0,inf
4,64,64,-461.662231,0,inf,0,inf
5,16,1,-6.99745321,0.00782630313,127.774246,0.0078125,128
5,16,2,-12.1032944,0.000227271681,4400.02002,0.000226974487,4416
5,16,3,-15.4170418,2.28564058e-05,43751.4102,2.28881836e-05,43776
5,16,4,-22.0588322,2.28891579e-07,4368880.5,2.29105353e-07,4358144
5,16,5,-26.7116966,9.09867293e-09,109906136,9.0803951e-09,110100480
5,16,6,-32.4186211,1.7418976e-10,5.74086554e+09,1.74622983e-10,5.73780787e+09
5,16,7,-33.7069931,7.13155091e-11,1.40221942e+10,7.13953341e-11,1.40257526e+10
5,16,8,-36.2397003,1.23243256e-11,8.11403428e+10,1.23350219e-11,8.10675077e+10
5,16,9,-40.4331894,6.73592367e-13,1.48457744e+12,6.75015599e-13,1.48605868e+12
5,16,10,-42.5123711,1.59404689e-13,6.27334133e+12,1.58983937e-13,6.28783212e+12
5,16,11,-45.779129,1.6561854e-14,6.03797114e+13,1.65423231e-14,6.04731395e+13
5,16,12,-47.0544662,6.84217545e-15,1.46152352e+14,6.85562718e-15,1.46235046e+14
5,16,13,-49.6171722,1.1580914e-15,8.63489686e+14,1.15879528e-15,8.62017116e+14
5,16,14,-54.1032715,5.16764147e-17,1.93511878e+16,5.16080234e-17,1.92810359e+16
5,16,15,-57.579071,4.64485819e-18,2.15291816e+17,4.63496429e-18,2.15046882e+17
5,16,16,-60.7587738,5.12609409e-19,1.95080301e+18,5.116079e-19,1.95456224e+18
5,32,1,-6.99745321,0.00782630313,127.774246,0.0078125,128
5,32,2,-12.1032944,0.000227271681,4400.02002,0.000226974487,4416
5,32,3,-15.4170418,2.28564058e-05,43751.4102,2.28881836e-05,43776
5,32,4,-22.0588322,2.28891579e-07,4368880.5,2.29105353e-07,4358144
5,32,5,-26.7116966,9.09867293e-09,109906136,9.0803951e-09,110100480
5,32,6,-32.4186211,1.7418976e-10,5.74086554e+09,1.74622983e-10,5.73780787e+09
5,32,7,-33.7069931,7.13155091e-11,1.40221942e+10,7.13953341e-11,1.40257526e+10
5,32,8,-36.2397003,1.23243256e-11,8.11403428e+10,1.23350219e-11,8.10675077e+10
5,32,9,-40.4331894,6.73592367e-13,1.48457744e+12,6.75015599e-13,1.48605868e+12
5,32,10,-42.5123711,1.59404689e-13,6.27334133e+12,1.58983937e-13,6.28783212e+12
5,32,11,-45.779129,1.6561854e-14,6.03797114e+13,1.65423231e-14,6.04731395e+13
5,32,12,-47.0544662,6.84217545e-15,1.46152352e+14,6.85562718e-15,1.46235046e+14
5,32,13,-49.6171722,1.1580914e-15,8.63489686e+14,1.15879528e-15,8.62017116e+14
5,32,14,-54.1032715,5.16764147e-17,1.93511878e+16,5.16080234e-17,1.92810359e+16
5,32,15,-57.579071,4.64485819e-18,2.15291816e+17,4.63496429e-18,2.15046882e+17
5,32,16,-60.7587738,5.12609409e-19,1.95080301e+18,5.116079e-19,1.95456224e+18
5,32,17,-63.6966896,6.68937859e-20,1.49490711e+19,6.69156028e-20,1.4915922e+19
5,32,18,-65.1786194,2.39486187e-20,4.17560607e+19,2.39286808e-20,4.17934045e+19
5,32,19,-69.975853,8.61329379e-22,1.16099597e+21,8.60267837e-22,1.16214488e+21
5,32,20,-75.6375198,1.70152249e-23,5.87708943e+22,1.70606001e-23,5.87344331e+22
5,32,21,-77.1549911,5.94337746e-24,1.682545e+23,5.94536065e-24,1.68824602e+23
5,32,22,-82.0366287,2.01610883e-25,4.96004932e+24,2.01948392e-25,4.94904007e+24
5,32,23,-82.8282013,1.16473439e-25,8.58564849e+24,1.16322274e-25,8.57581753e+24
5,32,24,-86.6062775,8.490097e-27,1.17784287e+26,8.48183245e-27,1.17870267e+26
5,32,25,-88.2366714,2.74230122e-27,3.64657229e+26,2.73892506e-27,3.65095598e+26
5,32,26,-92.2635422,1.682311e-28,5.94420443e+27,1.68027373e-28,5.95758644e+27
5,32,27,-96.5016708,8.91461137e-30,1.12175386e+29,8.92398899e-30,1.12033574e+29
5,32,28,-101.420868,2.94629713e-31,3.39409067e+30,2.94282096e-31,3.38700395e+30
5,32,29,-106.797623,7.09107563e-33,1.41022338e+32,7.07779255e-33,1.40709217e+32
5,32,30,-108.439812,2.27176773e-33,4.40185829e+32,2.27500475e-33,4.41142409e+32
5,32,31,-114.281952,3.96008492e-35,2.52519837e+34,3.96846893e-35,2.53124472e+34
5,32,32,-118.830696,1.69198328e-36,5.91022404e+35,1.69271187e-36,5.91921842e+35
5,64,1,-6.99745321,0.00782630313,127.774246,0.0078125,128
5,64,2,-12.1032944,0.000227271681,4400.02002,0.000226974487,4416
5,64,3,-15.4170418,2.28564058e-05,43751.4102,2.28881836e-05,43776
5,64,4,-22.0588322,2.28891579e-07,4368880.5,2.29105353e-07,4358144
5,64,5,-26.7116966,9.09867293e-09,109906136,9.0803951e-09,110100480
5,64,6,-32.4186211,1.7418976e-10,5.74086554e+09,1.74622983e-10,5.73780787e+09
5,64,7,-33.7069931,7.13155091e-11,1.40221942e+10,7.13953341e-11,1.40257526e+10
5,64,8,-36.2397003,1.23243256e-11,8.11403428e+10,1.23350219e-11,8.10675077e+10
5,64,9,-40.4331894,6.73592367e-13,1.48457744e+12,6.75015599e-13,1.48605868e+12
5,64,10,-42.5123711,1.59404689e-13,6.27334133e+12,1.58983937e-13,6.28783212e+12
5,64,11,-45.779129,1.6561854e-14,6.03797114e+13,1.65423231e-14,6.04731395e+13
5,64,12,-47.0544662,6.84217545e-15,1.46152352e+14,6.85562718e-15,1.46235046e+14
5,64,13,-49.6171722,1.1580914e-15,8.63489686e+14,1.15879528e-15,8.62017116e+14
5,64,14,-54.1032715,5.16764147e-17,1.93511878e+16,5.16080234e-17,1.92810359e+16
5,64,15,-57.579071,4.64485819e-18,2.15291816e+17,4.63496429e-18,2.15046882e+17
5,64,16,-60.7587738,5.12609409e-19,1.95080301e+18,5.116079e-19,1.95456224e+18
5,64,17,-63.6966896,6.68937859e-20,1.49490711e+19,6.69156028e-20,1.4915922e+19
5,64,18,-65.1786194,2.39486187e-20,4.17560607e+19,2.39286808e-20,4.17934045e+19
5,64,19,-69.975853,8.61329379e-22,1.16099597e+21,8.60267837e-22,1.16214488e+21
5,64,20,-75.6375198,1.70152249e-23,5.87708943e+22,1.70606001e-23,5.87344331e+22
5,64,21,-77.1549911,5.94337746e-24,1.682545e+23,5.94536065e-24,1.68824602e+23
5,64,22,-82.0366287,2.01610883e-25,4.96004932e+24,2.01948392e-25,4.94904007e+24
5,64,23,-82.8282013,1.16473439e-25,8.58564849e+24,1.16322274e-25,8.57581753e+24
5,64,24,-86.6062775,8.490097e-27,1.17784287e+26,8.48183245e-27,1.17870267e+26
5,64,25,-88.2366714,2.74230122e-27,3.64657229e+26,2.73892506e-27,3.65095598e+26
5,64,26,-92.2635422,1.682311e-28,5.94420443e+27,1.68027373e-28,5.95758644e+27
5,64,27,-96.5016708,8.91461137e-30,1.12175386e+29,8.92398899e-30,1.12033574e+29
5,64,28,-101.420868,2.94629713e-31,3.39409067e+30,2.94282096e-31,3.38700395e+30
5,64,29,-106.797623,7.09107563e-33,1.41022338e+32,7.07779255e-33,1.40709217e+32
5,64,30,-108.439812,2.27176773e-33,4.40185829e+32,2.27500475e-33,4.41142409e+32
5,64,31,-114.281952,3.96008492e-35,2.52519837e+34,3.96846893e-35,2.53124472e+34
5,64,32,-118.830696,1.69198328e-36,5.91022404e+35,1.69271187e-36,5.91921842e+35
5,64,33,-120.243729,6.35376077e-37,1.57387093e+36,6.34766949e-37,1.57845824e+36
5,64,34,-121.345413,2.96067528e-37,3.3776078e+36,2.95342956e-37,3.38537755e+36
5,64,35,-124.818748,2.66570857e-38,3.75134777e+37,2.66322939e-38,3.75506909e+37
5,64,36,-131.437149,0,inf,0,inf
5,64,37,-135.563538,0,inf,0,inf
5,64,38,-139.031982,0,inf,0,inf
5,64,39,-144.774338,0,inf,0,inf
5,64,40,-147.42868,0,inf,0,inf
5,64,41,-149.392075,0,inf,0,inf
5,64,42,-149.690994,0,inf,0,inf
5,64,43,-155.091644,0,inf,0,inf
5,64,44,-157.556885,0,inf,0,inf
5,64,45,-161.439362,0,inf,0,inf
5,64,46,-164.803482,0,inf,0,inf
5,64,47,-171.032227,0,inf,0,inf
5,64,48,-171.328415,0,inf,0,inf
5,64,49,-178.522125,0,inf,0,inf
5,64,50,-184.867554,0,inf,0,inf
5,64,51,-190.371414,0,inf,0,inf
5,64,52,-192.217346,0,inf,0,inf
5,64,53,-193.585083,0,inf,0,inf
5,64,54,-200.710297,0,inf,0,inf
5,64,55,-206.333939,0,inf,0,inf
5,64,56,-208.944351,0,inf,0,inf
5,64,57,-213.026047,0,inf,0,inf
5,64,58,-218.372665,0,inf,0,inf
5,64,59,-218.404861,0,inf,0,inf
5,64,60,-222.614685,0,inf,0,inf
5,64,61,-226.724304,0,inf,0,inf
5,64,62,-227.072617,0,inf,0,inf
5,64,63,-228.248444,0,inf,0,inf
5,64,64,-235.452408,0,inf,0,inf
6,16,1,-0.0144269494,0.990049779,1.01005018,0.98828125,1.0078125
6,16,2,-7.22790241,0.00667090155,149.90477,0.00668334961,150
6,16,3,-7.2423296,0.00660452386,151.411362,0.00659179688,151
6,16,4,-7.25675678,0.00653880695,152.93309,0.00653076172,153
6,16,5,-7.27118397,0.00647374382,154.470123,0.00646972656,154
6,16,6,-7.28561115,0.00640932797,156.022598,0.00640869141,156
6,16,7,-7.30003834,0.00634555286,157.590683,0.00634765625,158
6,16,8,-7.31446552,0.00628241245,159.174515,0.00628662109,159
6,16,9,-7.32889271,0.00621990021,160.774277,0.00622558594,161
6,16,10,-7.34331989,0.00615801057,162.390106,0.00616455078,162
6,16,11,-7.35774708,0.00609673606,164.022186,0.00610351562,164
6,16,12,-7.37217426,0.00603607157,165.67067,0.00604248047,166
6,16,13,-7.38660145,0.00597601105,167.335709,0.00598144531,167
6,16,14,-7.40102863,0.0059165475,169.017487,0.00592041016,169
6,16,15,-7.41545582,0.0058576758,170.716171,0.005859375,171
6,16,16,-7.429883,0.00579939038,172.431931,0.00579833984,172
6,32,1,-0.0144269494,0.990049779,1.01005018,0.98828125,1.0078125
6,32,2,-7.22790241,0.00667090155,149.90477,0.00668334961,150
6,32,3,-7.2423296,0.00660452386,151.411362,0.00659179688,151
6,32,4,-7.25675678,0.00653880695,152.93309,0.00653076172,153
6,32,5,-7.27118397,0.00647374382,154.470123,0.00646972656,154
6,32,6,-7.28561115,0.00640932797,156.022598,0.00640869141,156
6,32,7,-7.30003834,0.00634555286,157.590683,0.00634765625,158
6,32,8,-7.31446552,0.00628241245,159.174515,0.00628662109,159
6,32,9,-7.32889271,0.00621990021,160.774277,0.00622558594,161
6,32,10,-7.34331989,0.00615801057,162.390106,0.00616455078,162
6,32,11,-7.35774708,0.00609673606,164.022186,0.00610351562,164
6,32,12,-7.37217426,0.00603607157,165.67067,0.00604248047,166
6,32,13,-7.38660145,0.00597601105,167.335709,0.00598144531,167
6,32,14,-7.40102863,0.0059165475,169.017487,0.00592041016,169
6,32,15,-7.41545582,0.0058576758,170.716171,0.005859375,171
6,32,16,-7.429883,0.00579939038,172.431931,0.00579833984,172
6,32,17,-14.6433582,3.90759851e-05,25591.166,3.9100647e-05,25600
6,32,18,-14.6577854,3.86871652e-05,25848.3652,3.86238098e-05,25856
6,32,19,-14.6722126,3.83022161e-05,26108.1504,3.83853912e-05,26112
6,32,20,-14.6866398,3.79210942e-05,26370.5469,3.79085541e-05,26368
6,32,21,-14.701067,3.75437667e-05,26635.5801,3.74317169e-05,26624
6,32,22,-14.7154942,3.71701935e-05,26903.2754,3.71932983e-05,26880
6,32,23,-21.9289703,2.50450626e-07,3992802.75,2.4959445e-07,3997696
6,32,24,-29.1424446,1.68752412e-09,592584128,1.68802217e-09,591396864
6,32,25,-29.1568718,1.67073277e-09,598539776,1.67347025e-09,599785472
6,32,26,-29.171299,1.65410841e-09,604555264,1.65164238e-09,603979776
6,32,27,-29.1857262,1.63764946e-09,610631296,1.63709046e-09,612368384
6,32,28,-36.3992004,1.10344026e-11,9.06256548e+10,1.10276233e-11,9.07311841e+10
6,32,29,-36.4136276,1.09246067e-11,9.15364741e+10,1.09139364e-11,9.1268055e+10
6,32,30,-36.4280548,1.08159037e-11,9.24564521e+10,1.08002496e-11,9.23417969e+10
6,32,31,-36.442482,1.07082815e-11,9.33856625e+10,1.06865627e-11,9.34155387e+10
6,32,32,-36.4569092,1.06017304e-11,9.43242199e+10,1.06297193e-11,9.44892805e+10
6,64,1,-0.0144269494,0.990049779,1.01005018,0.98828125,1.0078125
6,64,2,-7.22790241,0.00667090155,149.90477,0.00668334961,150
6,64,3,-7.2423296,0.00660452386,151.411362,0.00659179688,151
6,64,4,-7.25675678,0.00653880695,152.93309,0.00653076172,153
6,64,5,-7.27118397,0.00647374382,154.470123,0.00646972656,154
6,64,6,-7.28561115,0.00640932797,156.022598,0.00640869141,156
6,64,7,-7.30003834,0.00634555286,157.590683,0.00634765625,158
6,64,8,-7.31446552,0.00628241245,159.174515,0.00628662109,159
6,64,9,-7.32889271,0.00621990021,160.774277,0.00622558594,161
6,64,10,-7.34331989,0.00615801057,162.390106,0.00616455078,162
6,64,11,-7.35774708,0.00609673606,164.022186,0.00610351562,164
6,64,12,-7.37217426,0.00603607157,165.67067,0.00604248047,166
6,64,13,-7.38660145,0.00597601105,167.335709,0.00598144531,167
6,64,14,-7.40102863,0.0059165475,169.017487,0.00592041016,169
6,64,15,-7.41545582,0.0058576758,170.716171,0.005859375,171
6,64,16,-7.429883,0.00579939038,172.431931,0.00579833984,172
6,64,17,-14.6433582,3.90759851e-05,25591.166,3.9100647e-05,25600
6,64,18,-14.6577854,3.86871652e-05,25848.3652,3.86238098e-05,25856
6,64,19,-14.6722126,3.83022161e-05,26108.1504,3.83853912e-05,26112
6,64,20,-14.6866398,3.79210942e-05,26370.5469,3.79085541e-05,26368
6,64,21,-14.701067,3.75437667e-05,26635.5801,3.74317169e-05,26624
6,64,22,-14.7154942,3.71701935e-05,26903.2754,3.71932983e-05,26880
6,64,23,-21.9289703,2.50450626e-07,3992802.75,2.4959445e-07,3997696
6,64,24,-29.1424446,1.68752412e-09,592584128,1.68802217e-09,591396864
6,64,25,-29.1568718,1.67073277e-09,598539776,1.67347025e-09,599785472
6,64,26,-29.171299,1.65410841e-09,604555264,1.65164238e-09,603979776
6,64,27,-29.1857262,1.63764946e-09,610631296,1.63709046e-09,612368384
6,64,28,-36.3992004,1.10344026e-11,9.06256548e+10,1.10276233e-11,9.07311841e+10
6,64,29,-36.4136276,1.09246067e-11,9.15364741e+10,1.09139364e-11,9.1268055e+10
6,64,30,-36.4280548,1.08159037e-11,9.24564521e+10,1.08002496e-11,9.23417969e+10
6,64,31,-36.442482,1.07082815e-11,9.33856625e+10,1.06865627e-11,9.34155387e+10
6,64,32,-36.4569092,1.06017304e-11,9.43242199e+10,1.06297193e-11,9.44892805e+10
6,64,33,-36.4713364,1.04962402e-11,9.52722063e+10,1.05160325e-11,9.50261514e+10
6,64,34,-36.4857635,1.03917994e-11,9.62297283e+10,1.04023457e-11,9.60998932e+10
6,64,35,-43.6992378,7.00194365e-14,1.42817488e+13,7.01660952e-14,1.42936512e+13
6,64,36,-50.9127121,4.71787558e-16,2.11959804e+15,4.71844785e-16,2.11985842e+15
6,64,37,-50.9271393,4.67093089e-16,2.14090067e+15,4.68375339e-16,2.1374506e+15
6,64,38,-50.9415665,4.62445367e-16,2.16241752e+15,4.61436445e-16,2.16383888e+15
6,64,39,-50.9559937,4.57843913e-16,2.18415045e+15,4.57966998e-16,2.18143107e+15
6,64,40,-50.9704208,4.53288199e-16,2.2061019e+15,4.54497551e-16,2.20781935e+15
6,64,41,-58.1838951,3.05423372e-18,3.27414359e+17,3.04931861e-18,3.26510973e+17
6,64,42,-58.1983223,3.02384331e-18,3.30704991e+17,3.02221356e-18,3.31014573e+17
6,64,43,-58.2127495,2.99375503e-18,3.34028678e+17,2.9951085e-18,3.33266372e+17
6,64,44,-58.2271767,2.96396598e-18,3.37385761e+17,2.96800345e-18,3.37769972e+17
6,64,45,-58.2416039,2.93447368e-18,3.40776587e+17,2.94089839e-18,3.40021772e+17
6,64,46,-58.256031,2.90527483e-18,3.44201531e+17,2.90024081e-18,3.44525371e+17
6,64,47,-65.4695053,1.95755992e-20,5.10840007e+19,1.95876369e-20,5.10167766e+19
6,64,48,-65.4839325,1.93808159e-20,5.15974111e+19,1.93758787e-20,5.15932373e+19
6,64,49,-65.4983597,1.91879697e-20,5.21159847e+19,1.91641204e-20,5.21696981e+19
6,64,50,-65.5127869,1.89970445e-20,5.26397701e+19,1.89523622e-20,5.27461588e+19
6,64,51,-65.5272141,1.88080176e-20,5.31688155e+19,1.88464831e-20,5.30343892e+19
6,64,52,-72.7406921,1.26727172e-22,7.89096745e+21,1.26558634e-22,7.89520646e+21
6,64,53,-72.7551193,1.25466194e-22,7.97027415e+21,1.25731453e-22,7.96899344e+21
6,64,54,-72.7695465,1.24217762e-22,8.05037799e+21,1.24077092e-22,8.04278042e+21
6,64,55,-72.7839737,1.22981762e-22,8.13128684e+21,1.23249911e-22,8.11656739e+21
6,64,56,-72.7984009,1.21758055e-22,8.21300916e+21,1.2159555e-22,8.22724786e+21
6,64,57,-72.8128281,1.20546517e-22,8.29555283e+21,1.20768369e-22,8.30103483e+21
6,64,58,-72.8272552,1.19347044e-22,8.37892571e+21,1.19114008e-22,8.37482181e+21
6,64,59,-72.8416824,1.18159499e-22,8.46313684e+21,1.18286828e-22,8.44860879e+21
6,64,60,-72.8561096,1.16983768e-22,8.54819407e+21,1.16632466e-22,8.55928925e+21
6,64,61,-80.0695877,7.8822888e-25,1.26866704e+24,7.88406521e-25,1.26559422e+24
6,64,62,-80.0840149,7.80385729e-25,1.28141763e+24,7.81944173e-25,1.28448368e+24
6,64,63,-80.0984421,7.72620626e-25,1.2942962e+24,7.7225065e-25,1.29392842e+24
6,64,64,-80.1128693,7.64932831e-25,1.30730432e+24,7.65788301e-25,1.30337315e+24
7,16,1,-0.440406293,0.736927092,1.3569864,0.73828125,1.359375
7,16,2,-2.06022477,0.239778653,4.17051315,0.240234375,4.15625
7,16,3,-3.74999952,0.0743254647,13.4543381,0.07421875,13.4375
