input,chunk,i,j,direct,factorized
7,32,25,15,2.58126853e-15,2.57964223e-15
7,32,25,16,4.6629367e-15,4.65838305e-15
7,32,25,17,1.14575016e-13,1.13804799e-13
7,32,25,18,3.05533376e-13,3.04548053e-13
7,32,25,19,3.95061761e-12,3.94950739e-12
7,32,25,20,1.39152689e-10,1.38694389e-10
7,32,25,21,1.42026693e-08,1.41812961e-08
7,32,25,22,2.10106373e-06,2.09757127e-06
7,32,25,23,0.000182151794,0.000182434916
7,32,25,24,0.0146484375,0.014649868
7,32,25,25,1,1.0010376
7,32,26,1,9.1507865e-28,9.17938271e-28
7,32,26,2,2.81465571e-27,2.80656989e-27
7,32,26,3,9.08767763e-27,9.07387256e-27
7,32,26,4,2.20123747e-26,2.19461104e-26
7,32,26,5,3.53813582e-25,3.53838826e-25
7,32,26,6,6.13923111e-25,6.13140561e-25
7,32,26,7,6.15215581e-24,6.13680773e-24
7,32,26,8,2.11758237e-22,2.12973158e-22
7,32,26,9,3.83811804e-21,3.85011216e-21
7,32,26,10,4.61632956e-20,4.60243293e-20
7,32,26,11,5.92923063e-19,5.91943681e-19
7,32,26,12,3.07642366e-18,3.08150586e-18
7,32,26,13,1.11889664e-16,1.11659271e-16
7,32,26,14,7.63278329e-16,7.65663574e-16
7,32,26,15,1.19348975e-15,1.19489921e-15
7,32,26,16,2.15105711e-15,2.15777916e-15
7,32,26,17,5.2846616e-14,5.2714777e-14
7,32,26,18,1.41220369e-13,1.41067713e-13
7,32,26,19,1.83320026e-12,1.8294255e-12
7,32,26,20,6.41193765e-11,6.42437215e-11
7,32,26,21,6.54836185e-09,6.56882548e-09
7,32,26,22,9.68575478e-07,9.71602276e-07
7,32,26,23,8.4400177e-05,8.45044851e-05
7,32,26,24,0.00674438477,0.0067858696
7,32,26,25,0.462890625,0.463684082
7,32,26,26,1,0.999206543
7,32,27,1,3.89697287e-28,3.90338237e-28
7,32,27,2,1.19906858e-27,1.19344794e-27
7,32,27,3,3.86226299e-27,3.8585159e-27
7,32,27,4,9.39060022e-27,9.33222451e-27
7,32,27,5,1.51057397e-25,1.50464174e-25
7,32,27,6,2.61725116e-25,2.60727996e-25
7,32,27,7,2.62371351e-24,2.60957712e-24
7,32,27,8,9.05762771e-23,9.05633524e-23
7,32,27,9,1.64112634e-21,1.63719723e-21
7,32,27,10,1.9693516e-20,1.95710933e-20
7,32,27,11,2.52415818e-19,2.51714369e-19
7,32,27,12,1.30781887e-18,1.31035997e-18
7,32,27,13,4.74880552e-17,4.74812789e-17
7,32,27,14,3.2439329e-16,3.25585912e-16
7,32,27,15,5.10008702e-16,5.08111348e-16
7,32,27,16,9.15933995e-16,9.17560299e-16
7,32,27,17,2.25375274e-14,2.24160968e-14
7,32,27,18,6.03961325e-14,5.99867378e-14
7,32,27,19,7.81597009e-13,7.77933273e-13
7,32,27,20,2.73985279e-11,2.73185918e-11
7,32,27,21,2.79396772e-09,2.7932856e-09
7,32,27,22,4.13507223e-07,4.13157977e-07
7,32,27,23,3.60012054e-05,3.59341502e-05
7,32,27,24,0.00288391113,0.00288558006
7,32,27,25,0.197265625,0.197174072
7,32,27,26,0.42578125,0.42489624
7,32,27,27,1,0.999755859
7,32,28,1,2.84729483e-30,2.84845039e-30
7,32,28,2,8.72677376e-30,8.70905521e-30
7,32,28,3,2.82017774e-29,2.81570958e-29
7,32,28,4,6.82364683e-29,6.81008828e-29
7,32,28,5,1.10440527e-27,1.09799577e-27
7,32,28,6,1.90588795e-27,1.9026339e-27
7,32,28,7,1.9084123e-26,1.90431023e-26
7,32,28,8,6.59159551e-25,6.60876112e-25
7,32,28,9,1.19424201e-23,1.19472669e-23
7,32,28,10,1.43102246e-22,1.42817903e-22
7,32,28,11,1.83964968e-21,1.83685795e-21
7,32,28,12,9.52912066e-21,9.56220788e-21
7,32,28,13,3.47283508e-19,3.46489415e-19
7,32,28,14,2.37169225e-18,2.37592742e-18
7,32,28,15,3.71339244e-18,3.70788673e-18
7,32,28,16,6.66784336e-18,6.69579545e-18
7,32,28,17,1.63931368e-16,1.63579003e-16
7,32,28,18,4.38885039e-16,4.37746627e-16
7,32,28,19,5.689893e-15,5.67688258e-15
7,32,28,20,1.99840144e-13,1.99354422e-13
7,32,28,21,2.0349944e-11,2.03836947e-11
7,32,28,22,3.02679837e-09,3.01497494e-09
7,32,28,23,2.62632966e-07,2.62225512e-07
7,32,28,24,2.0980835e-05,2.10572034e-05
7,32,28,25,0.00143432617,0.00143885612
7,32,28,26,0.00311279297,0.00310063362
7,32,28,27,0.00729370117,0.00729560852
7,32,28,28,1,1.00128174
7,32,29,1,4.89186206e-32,4.8957741e-32
7,32,29,2,1.50222536e-31,1.49686886e-31
7,32,29,3,4.83793602e-31,4.83950084e-31
7,32,29,4,1.17712838e-30,1.17048392e-30
7,32,29,5,1.89326617e-29,1.88718023e-29
7,32,29,6,3.27377276e-29,3.27015201e-29
7,32,29,7,3.28166137e-28,3.2730332e-28
7,32,29,8,1.13091099e-26,1.13588082e-26
7,32,29,9,2.0598736e-25,2.05343649e-25
7,32,29,10,2.46861714e-24,2.4546827e-24
7,32,29,11,3.16396584e-23,3.1570996e-23
7,32,29,12,1.64608942e-22,1.64350448e-22
7,32,29,13,5.95570041e-21,5.95528682e-21
7,32,29,14,4.06575815e-20,4.08362525e-20
7,32,29,15,6.39509875e-20,6.37293031e-20
7,32,29,16,1.15196481e-19,1.15083984e-19
7,32,29,17,2.81892565e-18,2.81151411e-18
7,32,29,18,7.5352051e-18,7.52377015e-18
7,32,29,19,9.80118764e-17,9.75714193e-17
7,32,29,20,3.44169138e-15,3.42640413e-15
7,32,29,21,3.49942297e-13,3.50344753e-13
7,32,29,22,5.1841198e-11,5.18198817e-11
7,32,29,23,4.51109372e-09,4.50700099e-09
7,32,29,24,3.61353159e-07,3.61920684e-07
7,32,29,25,2.46763229e-05,2.47303396e-05
7,32,29,26,5.34057617e-05,5.32921404e-05
7,32,29,27,0.000124931335,0.000125393271
7,32,29,28,0.0172119141,0.0172095299
7,32,29,29,1,0.998687744
7,32,30,1,5.53704859e-33,5.5306539e-33
7,32,30,2,1.69481835e-32,1.69098154e-32
7,32,30,3,5.46964104e-32,5.46708317e-32
7,32,30,4,1.33274352e-31,1.32227128e-31
7,32,30,5,2.14471559e-30,2.13190815e-30
7,32,30,6,3.69778549e-30,3.69422252e-30
7,32,30,7,3.70764625e-29,3.69747734e-29
7,32,30,8,1.28111011e-27,1.28318087e-27
7,32,30,9,2.3224065e-26,2.31972438e-26
7,32,30,10,2.79496574e-25,2.77300385e-25
7,32,30,11,3.56721639e-24,3.56650957e-24
7,32,30,12,1.86115638e-23,1.85663273e-23
7,32,30,13,6.7497938e-22,6.72756332e-22
7,32,30,14,4.60574165e-21,4.61318628e-21
7,32,30,15,7.19978005e-21,7.19936646e-21
7,32,30,16,1.2970192e-20,1.30007977e-20
7,32,30,17,3.18484388e-19,3.17610885e-19
7,32,30,18,8.53809211e-19,8.49944623e-19
7,32,30,19,1.10588622e-17,1.10224397e-17
7,32,30,20,3.88578059e-16,3.87073728e-16
7,32,30,21,3.95239397e-14,3.95777161e-14
7,32,30,22,5.88329385e-12,5.85398396e-12
7,32,30,23,5.09317033e-10,5.09146503e-10
7,32,30,24,4.07453626e-08,4.08854248e-08
7,32,30,25,2.78651714e-06,2.79373489e-06
7,32,30,26,6.04987144e-06,6.02030195e-06
7,32,30,27,1.41859055e-05,1.41654164e-05
7,32,30,28,0.00194549561,0.0019441247
7,32,30,29,0.11328125,0.112819672
7,32,30,30,1,1.00054932
7,32,31,1,6.95140339e-34,6.99513178e-34
7,32,31,2,2.14259706e-33,2.13874144e-33
7,32,31,3,6.88519955e-33,6.91472797e-33
7,32,31,4,1.67555905e-32,1.67239932e-32
7,32,31,5,2.69630192e-31,2.69642229e-31
7,32,31,6,4.65304675e-31,4.67242642e-31
7,32,31,7,4.68386162e-30,4.67654309e-30
7,32,31,8,1.61716486e-28,1.62295805e-28
7,32,31,9,2.92825168e-27,2.93397092e-27
7,32,31,10,3.51390202e-26,3.50727558e-26
7,32,31,11,4.49133223e-25,4.51089598e-25
7,32,31,12,2.33937017e-24,2.3482559e-24
7,32,31,13,8.47860128e-23,8.50897432e-23
7,32,31,14,5.79026429e-22,5.83472525e-22
7,32,31,15,9.06589951e-22,9.10570758e-22
7,32,31,16,1.63450889e-21,1.64433166e-21
7,32,31,17,4.0234065e-20,4.01711993e-20
7,32,31,18,1.07573184e-19,1.07500392e-19
7,32,31,19,1.3959103e-18,1.39411035e-18
7,32,31,20,4.90059382e-17,4.89568103e-17
7,32,31,21,4.99600361e-15,5.00576143e-15
7,32,31,22,7.38964445e-13,7.40407735e-13
7,32,31,23,6.41193765e-11,6.43964881e-11
7,32,31,24,5.15137799e-09,5.1711595e-09
7,32,31,25,3.52039933e-07,3.53349606e-07
7,32,31,26,7.59959221e-07,7.61443516e-07
7,32,31,27,1.78813934e-06,1.7916318e-06
7,32,31,28,0.000244140625,0.000245891511
7,32,31,29,0.0142822266,0.014269352
7,32,31,30,0.125976562,0.126548767
7,32,31,31,1,1.00195312
7,32,32,1,8.16263277e-35,8.18144068e-35
7,32,32,2,2.51273672e-34,2.50145198e-34
7,32,32,3,8.12501695e-34,8.08740113e-34
7,32,32,4,1.96204113e-33,1.9560226e-33
7,32,32,5,3.17778441e-32,3.15371028e-32
7,32,32,6,5.46964104e-32,5.46482622e-32
7,32,32,7,5.48504848e-31,5.46964104e-31
7,32,32,8,1.89326617e-29,1.89819655e-29
7,32,32,9,3.43943355e-28,3.43154494e-28
7,32,32,10,4.11469848e-27,4.10207671e-27
7,32,32,11,5.29104786e-26,5.27590173e-26
7,32,32,12,2.74649813e-25,2.74649813e-25
7,32,32,13,9.97786614e-24,9.95201674e-24
7,32,32,14,6.82424005e-23,6.82424005e-23
7,32,32,15,1.06706299e-22,1.06499504e-22
7,32,32,16,1.91905902e-22,1.92319492e-22
7,32,32,17,4.71162077e-21,4.69838588e-21
7,32,32,18,1.25996151e-20,1.25731453e-20
7,32,32,19,1.63477359e-19,1.63053842e-19
7,32,32,20,5.74627151e-18,5.72594272e-18
7,32,32,21,5.86336535e-16,5.85469173e-16
7,32,32,22,8.70414851e-14,8.65973959e-14
7,32,32,23,7.56017471e-12,7.531753e-12
7,32,32,24,6.03904482e-10,6.04813977e-10
7,32,32,25,4.12110239e-08,4.13274392e-08
7,32,32,26,8.94069672e-08,8.90577212e-08
7,32,32,27,2.09547579e-07,2.09547579e-07
7,32,32,28,2.87294388e-05,2.87592411e-05
7,32,32,29,0.0016708374,0.00166893005
7,32,32,30,0.0147705078,0.0148010254
7,32,32,31,0.1171875,0.1171875
7,32,32,32,1,0.99609375
7,64,1,1,1,1.00360107
7,64,2,1,0.326171875,0.326568604
7,64,2,2,1,0.998474121
7,64,3,1,0.101074219,0.100891113
7,64,3,2,0.310546875,0.30847168
7,64,3,3,1,0.997314453
7,64,4,1,0.0415039062,0.0416507721
7,64,4,2,0.127929688,0.127346039
7,64,4,3,0.412109375,0.411720276
7,64,4,4,1,0.995788574
7,64,5,1,0.00257873535,0.00258243084
7,64,5,2,0.00793457031,0.00789570808
7,64,5,3,0.0256347656,0.0255274773
7,64,5,4,0.0620117188,0.0617408752
7,64,5,5,1,0.995452881
7,64,6,1,0.00149536133,0.00149345398
7,64,6,2,0.00457763672,0.00456619263
7,64,6,3,0.014831543,0.0147628784
7,64,6,4,0.0358886719,0.0357055664
7,64,6,5,0.578125,0.575683594
7,64,6,6,1,0.997558594
7,64,7,1,0.000148773193,0.000149086118
7,64,7,2,0.000457763672,0.000455826521
7,64,7,3,0.00148010254,0.00147372484
7,64,7,4,0.00358581543,0.00356435776
7,64,7,5,0.0578613281,0.0574684143
7,64,7,6,0.099609375,0.0995826721
7,64,7,7,1,0.996704102
7,64,8,1,4.32133675e-06,4.31458466e-06
7,64,8,2,1.32322311e-05,1.31917186e-05
7,64,8,3,4.26769257e-05,4.26499173e-05
7,64,8,4,0.000103473663,0.000103153288
7,64,8,5,0.0016708374,0.0016631484
7,64,8,6,0.00288391113,0.00288194418
7,64,8,7,0.0289306641,0.0288448334
7,64,8,8,1,1.0010376
7,64,9,1,2.37487257e-07,2.38011125e-07
7,64,9,2,7.30156898e-07,7.27712177e-07
7,64,9,3,2.35438347e-06,2.35275365e-06
7,64,9,4,5.7220459e-06,5.69038093e-06
7,64,9,5,9.20295715e-05,9.17464495e-05
7,64,9,6,0.000159263611,0.000158980489
7,64,9,7,0.00159454346,0.0015912056
7,64,9,8,0.0551757812,0.0552215576
7,64,9,9,1,0.998291016
7,64,10,1,1.97906047e-08,1.98606358e-08
7,64,10,2,6.10016286e-08,6.07233233e-08
7,64,10,3,1.96509063e-07,1.96323526e-07
7,64,10,4,4.76837158e-07,4.74828994e-07
7,64,10,5,7.68899918e-06,7.65570439e-06
7,64,10,6,1.32918358e-05,1.32659916e-05
7,64,10,7,0.000133514404,0.000132776797
7,64,10,8,0.0046081543,0.00460791588
7,64,10,9,0.0834960938,0.0833015442
7,64,10,10,1,0.995788574
7,64,11,1,1.54250301e-09,1.55284852e-09
7,64,11,2,4.74392436e-09,4.74778972e-09
7,64,11,3,1.53668225e-08,1.53499968e-08
7,64,11,4,3.7252903e-08,3.71255737e-08
7,64,11,5,5.99771738e-07,5.98578481e-07
7,64,11,6,1.0356307e-06,1.03723141e-06
7,64,11,7,1.03712082e-05,1.03814527e-05
7,64,11,8,0.000358581543,0.000360280275
7,64,11,9,0.00650024414,0.00651311874
7,64,11,10,0.078125,0.0778579712
7,64,11,11,1,1.00137329
7,64,12,1,2.98314262e-10,2.97958991e-10
7,64,12,2,9.13132681e-10,9.11001052e-10
7,64,12,3,2.95403879e-09,2.94534175e-09
7,64,12,4,7.15954229e-09,7.12361725e-09
7,64,12,5,1.15483999e-07,1.14854629e-07
7,64,12,6,1.99303031e-07,1.99022907e-07
7,64,12,7,1.9967556e-06,1.99198257e-06
7,64,12,8,6.91413879e-05,6.91302121e-05
7,64,12,9,0.0012512207,0.00124973059
7,64,12,10,0.0150146484,0.0149393082
7,64,12,11,0.192382812,0.192142487
7,64,12,12,1,1.00024414
7,64,13,1,8.18545232e-12,8.22941715e-12
7,64,13,2,2.5238478e-11,2.51612065e-11
7,64,13,3,8.13997758e-11,8.13482615e-11
7,64,13,4,1.9736035e-10,1.96749284e-10
7,64,13,5,3.18686944e-09,3.17220383e-09
7,64,13,6,5.50062396e-09,5.49687229e-09
7,64,13,7,5.51808625e-08,5.50171535e-08
7,64,13,8,1.89989805e-06,1.90932769e-06
7,64,13,9,3.4570694e-05,3.45166773e-05
7,64,13,10,0.000413894653,0.000412613153
7,64,13,11,0.00531005859,0.00530683994
7,64,13,12,0.0275878906,0.0276260376
7,64,13,13,1,1.0010376
7,64,14,1,1.20081722e-12,1.20253807e-12
7,64,14,2,3.69482223e-12,3.67672559e-12
7,64,14,3,1.18802745e-11,1.18871579e-11
7,64,14,4,2.88764568e-11,2.87503354e-11
7,64,14,5,4.65661287e-10,4.6354387e-10
7,64,14,6,8.03993316e-10,8.03240141e-10
7,64,14,7,8.03265721e-09,8.03947842e-09
7,64,14,8,2.77534127e-07,2.79003871e-07
7,64,14,9,5.03659248e-06,5.04381023e-06
7,64,14,10,6.05583191e-05,6.02938235e-05
7,64,14,11,0.000774383545,0.00077547133
7,64,14,12,0.00402832031,0.00403690338
7,64,14,13,0.146484375,0.146278381
7,64,14,14,1,1.00305176
7,64,15,1,7.67386155e-13,7.67885755e-13
7,64,15,2,2.35900188e-12,2.34778863e-12
7,64,15,3,7.61701813e-12,7.59059482e-12
7,64,15,4,1.84172677e-11,1.83586479e-11
7,64,15,5,2.96495273e-10,2.95997893e-10
7,64,15,6,5.12955012e-10,5.12912379e-10
7,64,15,7,5.15137799e-09,5.13364284e-09
7,64,15,8,1.77882612e-07,1.78159098e-07
7,64,15,9,3.21865082e-06,3.22074629e-06
7,64,15,10,3.86238098e-05,3.85008752e-05
7,64,15,11,0.000495910645,0.000495180488
7,64,15,12,0.00257873535,0.00257778168
7,64,15,13,0.0932617188,0.0934066772
7,64,15,14,0.63671875,0.64050293
7,64,15,15,1,0.999572754
7,64,16,1,4.26325641e-13,4.27408109e-13
7,64,16,2,1.30739863e-12,1.30678801e-12
7,64,16,3,4.206413e-12,4.22495372e-12
7,64,16,4,1.02318154e-11,1.02184927e-11
7,64,16,5,1.64618541e-10,1.64753544e-10
7,64,16,6,2.85581336e-10,2.85488966e-10
7,64,16,7,2.85217538e-09,2.85740498e-09
7,64,16,8,9.87201929e-08,9.91640263e-08
7,64,16,9,1.78813934e-06,1.79267954e-06
7,64,16,10,2.14576721e-05,2.14297324e-05
7,64,16,11,0.000274658203,0.000275619328
7,64,16,12,0.00142669678,0.00143480301
7,64,16,13,0.0520019531,0.051990509
7,64,16,14,0.35546875,0.356506348
7,64,16,15,0.5546875,0.556365967
7,64,16,16,1,1.00469971
7,64,17,1,1.73194792e-14,1.73559084e-14
7,64,17,2,5.32907052e-14,5.30651911e-14
7,64,17,3,1.71418435e-13,1.71564152e-13
7,64,17,4,4.156675e-13,4.14945855e-13
7,64,17,5,6.70752343e-12,6.69020395e-12
7,64,17,6,1.15960574e-11,1.15929488e-11
7,64,17,7,1.16415322e-10,1.16031629e-10
7,64,17,8,4.0163286e-09,4.02678779e-09
7,64,17,9,7.31088221e-08,7.27959559e-08
7,64,17,10,8.7544322e-07,8.70204531e-07
7,64,17,11,1.12056732e-05,1.1192169e-05
7,64,17,12,5.81741333e-05,5.82635403e-05
7,64,17,13,0.00210571289,0.00211119652
7,64,17,14,0.014465332,0.0144767761
7,64,17,15,0.0225830078,0.0225925446
7,64,17,16,0.0407714844,0.0407981873
7,64,17,17,1,0.996704102
7,64,18,1,6.46704912e-15,6.48960052e-15
7,64,18,2,1.98729921e-14,1.98417671e-14
7,64,18,3,6.43929354e-14,6.41500741e-14
7,64,18,4,1.55431223e-13,1.55153668e-13
7,64,18,5,2.51532128e-12,2.50155452e-12
7,64,18,6,4.34852154e-12,4.33475478e-12
7,64,18,7,4.3428372e-11,4.33857394e-11
7,64,18,8,1.49884727e-09,1.50566848e-09
7,64,18,9,2.72411853e-08,2.72193574e-08
7,64,18,10,3.25962901e-07,3.25380825e-07
7,64,18,11,4.20212746e-06,4.18489799e-06
7,64,18,12,2.18153e-05,2.17854977e-05
7,64,18,13,0.000789642334,0.000789403915
7,64,18,14,0.00540161133,0.00541305542
7,64,18,15,0.00848388672,0.00844764709
7,64,18,16,0.0151977539,0.0152549744
7,64,18,17,0.373046875,0.372680664
7,64,18,18,1,0.997314453
7,64,19,1,4.99600361e-16,4.99925622e-16
7,64,19,2,1.53349555e-15,1.52850822e-15
7,64,19,3,4.96824804e-15,4.9417935e-15
7,64,19,4,1.19904087e-14,1.19522447e-14
7,64,19,5,1.93622895e-13,1.92706961e-13
7,64,19,6,3.33955086e-13,3.3392733e-13
7,64,19,7,3.35376171e-12,3.34221539e-12
7,64,19,8,1.15960574e-10,1.15988996e-10
7,64,19,9,2.09547579e-09,2.09684003e-09
7,64,19,10,2.51457095e-08,2.5065674e-08
7,64,19,11,3.24100256e-07,3.2238313e-07
7,64,19,12,1.67638063e-06,1.67824328e-06
7,64,19,13,6.07967377e-05,6.08116388e-05
7,64,19,14,0.000415802002,0.000416994095
7,64,19,15,0.000652313232,0.000650763512
7,64,19,16,0.00117492676,0.00117516518
7,64,19,17,0.0288085938,0.0287094116
7,64,19,18,0.0771484375,0.0768280029
7,64,19,19,1,0.996337891
7,64,20,1,1.42030485e-17,1.42225302e-17
7,64,20,2,4.38017678e-17,4.34849774e-17
7,64,20,3,1.41379963e-16,1.40590529e-16
7,64,20,4,3.41740525e-16,3.40032906e-16
7,64,20,5,5.52335955e-15,5.48237671e-15
7,64,20,6,9.54791801e-15,9.49999628e-15
7,64,20,7,9.54791801e-14,9.50836632e-14
7,64,20,8,3.29691829e-12,3.29980487e-12
7,64,20,9,6.00266503e-11,5.96536154e-11
7,64,20,10,7.16681825e-10,7.1310069e-10
7,64,20,11,9.19681042e-09,9.17157195e-09
7,64,20,12,4.77302819e-08,4.77448339e-08
7,64,20,13,1.73598528e-06,1.7300481e-06
7,64,20,14,1.18613243e-05,1.1863187e-05
7,64,20,15,1.85966492e-05,1.85137615e-05
7,64,20,16,3.33786011e-05,3.34326178e-05
7,64,20,17,0.000820159912,0.000816762447
7,64,20,18,0.00219726562,0.00218570232
7,64,20,19,0.0284423828,0.028345108
7,64,20,20,1,0.995391846
7,64,21,1,1.39760436e-19,1.39899403e-19
7,64,21,2,4.28598671e-19,4.27738403e-19
7,64,21,3,1.38235777e-18,1.38291364e-18
7,64,21,4,3.34747421e-18,3.34472135e-18
7,64,21,5,5.39932682e-17,5.39271996e-17
7,64,21,6,9.36750677e-17,9.34463688e-17
7,64,21,7,9.36750677e-16,9.35287004e-16
7,64,21,8,3.24185123e-14,3.2458411e-14
7,64,21,9,5.86197757e-13,5.86780624e-13
7,64,21,10,7.02016223e-12,7.01438907e-12
7,64,21,11,9.00399755e-11,9.02158348e-11
7,64,21,12,4.69299266e-10,4.69640327e-10
7,64,21,13,1.6996637e-08,1.70175554e-08
7,64,21,14,1.16415322e-07,1.16691808e-07
7,64,21,15,1.82539225e-07,1.82109943e-07
7,64,21,16,3.27825546e-07,3.28858732e-07
7,64,21,17,8.04662704e-06,8.03405419e-06
7,64,21,18,2.15768814e-05,2.14995816e-05
7,64,21,19,0.0002784729,0.000278815627
7,64,21,20,0.00982666016,0.00979113579
7,64,21,21,1,1.00112915
7,64,22,1,9.39677176e-22,9.44536862e-22
7,64,22,2,2.89844087e-21,2.88789431e-21
7,64,22,3,9.31736242e-21,9.33680116e-21
7,64,22,4,2.26581313e-20,2.25820307e-20
7,64,22,5,3.64224167e-19,3.64091818e-19
7,64,22,6,6.30192513e-19,6.30907197e-19
7,64,22,7,6.31547765e-18,6.31463062e-18
7,64,22,8,2.18575158e-16,2.19144364e-16
7,64,22,9,3.96904731e-15,3.96167474e-15
7,64,22,10,4.75175455e-14,4.73579509e-14
7,64,22,11,6.07514039e-13,6.09096107e-13
7,64,22,12,3.1690206e-12,3.17079696e-12
7,64,22,13,1.14596332e-10,1.1489476e-10
7,64,22,14,7.85803422e-10,7.87849785e-10
7,64,22,15,1.22963684e-09,1.22952315e-09
7,64,22,16,2.21189111e-09,2.22030394e-09
7,64,22,17,5.424954e-08,5.4242264e-08
7,64,22,18,1.45286322e-07,1.45155354e-07
7,64,22,19,1.88499689e-06,1.88243575e-06
7,64,22,20,6.6280365e-05,6.61052763e-05
7,64,22,21,0.00674438477,0.00675916672
7,64,22,22,1,0.999755859
7,64,23,1,1.08567455e-23,1.08930963e-23
7,64,23,2,3.32940197e-23,3.33053288e-23
7,64,23,3,1.0753348e-22,1.07678882e-22
7,64,23,4,2.61389074e-22,2.60432646e-22
7,64,23,5,4.20869496e-21,4.19897558e-21
7,64,23,6,7.25271961e-21,7.27608746e-21
7,64,23,7,7.28448335e-20,7.28249811e-20
7,64,23,8,2.52077005e-18,2.52733456e-18
7,64,23,9,4.55364912e-17,4.56889572e-17
7,64,23,10,5.48172618e-16,5.46166844e-16
7,64,23,11,7.02216063e-15,7.02454588e-15
7,64,23,12,3.64153152e-14,3.65679709e-14
7,64,23,13,1.32160949e-12,1.32505118e-12
7,64,23,14,9.0381036e-12,9.08606523e-12
7,64,23,15,1.41540113e-11,1.41797685e-11
7,64,23,16,2.54658516e-11,2.56061838e-11
7,64,23,17,6.25732355e-10,6.25561825e-10
7,64,23,18,1.67347025e-09,1.67403869e-09
7,64,23,19,2.16532499e-08,2.17096385e-08
7,64,23,20,7.63684511e-07,7.62374839e-07
7,64,23,21,7.77244568e-05,7.79516995e-05
7,64,23,22,0.0115356445,0.0115299225
7,64,23,23,1,1.00280762
7,64,24,1,1.35709319e-25,1.35614656e-25
7,64,24,2,4.16821481e-25,4.14637914e-25
7,64,24,3,1.3441685e-24,1.34055867e-24
7,64,24,4,3.25702366e-24,3.24228143e-24
7,64,24,5,5.25259689e-23,5.22755529e-23
7,64,24,6,9.05762771e-23,9.0584355e-23
7,64,24,7,9.06589951e-22,9.0664165e-22
7,64,24,8,3.1340219e-20,3.14642961e-20
7,64,24,9,5.69206141e-19,5.68809094e-19
7,64,24,10,6.83047369e-18,6.79955698e-18
7,64,24,11,8.76035355e-17,8.74527637e-17
7,64,24,12,4.54497551e-16,4.55256492e-16
7,64,24,13,1.65423231e-14,1.64963529e-14
7,64,24,14,1.12798659e-13,1.13117848e-13
7,64,24,15,1.76747506e-13,1.765324e-13
7,64,24,16,3.17967874e-13,3.18786664e-13
7,64,24,17,7.78754838e-12,7.78799247e-12
7,64,24,18,2.09183781e-11,2.08411066e-11
7,64,24,19,2.71029421e-10,2.70276246e-10
7,64,24,20,9.54605639e-09,9.49125933e-09
7,64,24,21,9.68575478e-07,9.70467227e-07
7,64,24,22,0.000144004822,0.000143542886
7,64,24,23,0.0124511719,0.0124845505
7,64,24,24,1,1.00253296
7,64,25,1,1.98161859e-27,1.9817172e-27
7,64,25,2,6.0836953e-27,6.0590434e-27
7,64,25,3,1.9588994e-26,1.95893884e-26
7,64,25,4,4.76598204e-26,4.7378986e-26
7,64,25,5,7.69019476e-25,7.63895035e-25
7,64,25,6,1.32478145e-24,1.32369598e-24
7,64,25,7,1.33382874e-23,1.32486223e-23
7,64,25,8,4.59912421e-22,4.59783174e-22
7,64,25,9,8.31151079e-21,8.31192439e-21
7,64,25,10,9.99498878e-20,9.93609352e-20
7,64,25,11,1.28071382e-18,1.27793449e-18
7,64,25,12,6.64073831e-18,6.65259677e-18
7,64,25,13,2.41126563e-16,2.41058801e-16
7,64,25,14,1.65145675e-15,1.65297463e-15
7,64,25,15,2.58126853e-15,2.57964223e-15
7,64,25,16,4.6629367e-15,4.65838305e-15
7,64,25,17,1.14575016e-13,1.13804799e-13
7,64,25,18,3.05533376e-13,3.04548053e-13
7,64,25,19,3.95061761e-12,3.94950739e-12
7,64,25,20,1.39152689e-10,1.38694389e-10
7,64,25,21,1.42026693e-08,1.41812961e-08
7,64,25,22,2.10106373e-06,2.09757127e-06
7,64,25,23,0.000182151794,0.000182434916
7,64,25,24,0.0146484375,0.014649868
7,64,25,25,1,1.0010376
7,64,26,1,9.1507865e-28,9.17938271e-28
7,64,26,2,2.81465571e-27,2.80656989e-27
7,64,26,3,9.08767763e-27,9.07387256e-27
7,64,26,4,2.20123747e-26,2.19461104e-26
7,64,26,5,3.53813582e-25,3.53838826e-25
7,64,26,6,6.13923111e-25,6.13140561e-25
7,64,26,7,6.15215581e-24,6.13680773e-24
7,64,26,8,2.11758237e-22,2.12973158e-22
7,64,26,9,3.83811804e-21,3.85011216e-21
7,64,26,10,4.61632956e-20,4.60243293e-20
7,64,26,11,5.92923063e-19,5.91943681e-19
7,64,26,12,3.07642366e-18,3.08150586e-18
7,64,26,13,1.11889664e-16,1.11659271e-16
7,64,26,14,7.63278329e-16,7.65663574e-16
7,64,26,15,1.19348975e-15,1.19489921e-15
7,64,26,16,2.15105711e-15,2.15777916e-15
7,64,26,17,5.2846616e-14,5.2714777e-14
7,64,26,18,1.41220369e-13,1.41067713e-13
7,64,26,19,1.83320026e-12,1.8294255e-12
7,64,26,20,6.41193765e-11,6.42437215e-11
7,64,26,21,6.54836185e-09,6.56882548e-09
7,64,26,22,9.68575478e-07,9.71602276e-07
7,64,26,23,8.4400177e-05,8.45044851e-05
7,64,26,24,0.00674438477,0.0067858696
7,64,26,25,0.462890625,0.463684082
7,64,26,26,1,0.999206543
7,64,27,1,3.89697287e-28,3.90338237e-28
7,64,27,2,1.19906858e-27,1.19344794e-27
7,64,27,3,3.86226299e-27,3.8585159e-27
