input,chunk,i,j,direct,factorized
3,16,11,10,0.0498046875,0.049987793
3,16,11,11,1,0.999755859
3,16,12,1,4.6629367e-15,4.67811553e-15
3,16,12,2,9.37028233e-14,9.39109901e-14
3,16,12,3,1.87583282e-12,1.88193905e-12
3,16,12,4,3.77440301e-11,3.78470588e-11
3,16,12,5,7.56699592e-10,7.61701813e-10
3,16,12,6,1.52504072e-08,1.52340363e-08
3,16,12,7,3.05473804e-07,3.06143193e-07
3,16,12,8,6.13927841e-06,6.14626333e-06
3,16,12,9,0.000123023987,0.000123798847
3,16,12,10,0.00247192383,0.00249195099
3,16,12,11,0.0498046875,0.0498390198
3,16,12,12,1,1.00189209
3,16,13,1,2.32452946e-16,2.32378407e-16
3,16,13,2,4.6629367e-15,4.66488827e-15
3,16,13,3,9.37028233e-14,9.34825134e-14
3,16,13,4,1.87583282e-12,1.87999616e-12
3,16,13,5,3.77440301e-11,3.78364007e-11
3,16,13,6,7.56699592e-10,7.56728014e-10
3,16,13,7,1.52504072e-08,1.52072062e-08
3,16,13,8,3.05473804e-07,3.05306457e-07
3,16,13,9,6.13927841e-06,6.14952296e-06
3,16,13,10,0.000123023987,0.000123783946
3,16,13,11,0.00247192383,0.00247567892
3,16,13,12,0.0498046875,0.0497674942
3,16,13,13,1,1.0010376
3,16,14,1,1.15467531e-17,1.15916459e-17
3,16,14,2,2.32452946e-16,2.32696891e-16
3,16,14,3,4.6629367e-15,4.66315354e-15
3,16,14,4,9.37028233e-14,9.37791511e-14
3,16,14,5,1.87583282e-12,1.88737914e-12
3,16,14,6,3.77440301e-11,3.77475828e-11
3,16,14,7,7.56699592e-10,7.58575425e-10
3,16,14,8,1.52504072e-08,1.52294888e-08
3,16,14,9,3.05473804e-07,3.06754373e-07
3,16,14,10,6.13927841e-06,6.17466867e-06
3,16,14,11,0.000123023987,0.000123493373
3,16,14,12,0.00247192383,0.00248253345
3,16,14,13,0.0498046875,0.0499343872
3,16,14,14,1,1.00128174
3,16,15,1,5.75982404e-19,5.7532066e-19
3,16,15,2,1.15467531e-17,1.15492942e-17
3,16,15,3,2.32452946e-16,2.31443283e-16
3,16,15,4,4.6629367e-15,4.65447993e-15
3,16,15,5,9.37028233e-14,9.36750677e-14
3,16,15,6,1.87583282e-12,1.87350135e-12
3,16,15,7,3.77440301e-11,3.76498832e-11
3,16,15,8,7.56699592e-10,7.55875362e-10
3,16,15,9,1.52504072e-08,1.52249413e-08
3,16,15,10,3.05473804e-07,3.06463335e-07
3,16,15,11,6.13927841e-06,6.12926669e-06
3,16,15,12,0.000123023987,0.000123213977
3,16,15,13,0.00247192383,0.00247836113
3,16,15,14,0.0498046875,0.0496959686
3,16,15,15,1,0.997009277
3,16,16,1,2.8587362e-20,2.86328569e-20
3,16,16,2,5.75982404e-19,5.74791264e-19
3,16,16,3,1.15467531e-17,1.15185893e-17
3,16,16,4,2.32452946e-16,2.3164657e-16
3,16,16,5,4.6629367e-15,4.66206934e-15
3,16,16,6,9.37028233e-14,9.32413868e-14
3,16,16,7,1.87583282e-12,1.87377891e-12
3,16,16,8,3.77440301e-11,3.7618797e-11
3,16,16,9,7.56699592e-10,7.57722773e-10
3,16,16,10,1.52504072e-08,1.52522261e-08
3,16,16,11,3.05473804e-07,3.05044523e-07
3,16,16,12,6.13927841e-06,6.13217708e-06
3,16,16,13,0.000123023987,0.000123344362
3,16,16,14,0.00247192383,0.00247329473
3,16,16,15,0.0498046875,0.0496196747
3,16,16,16,1,0.997314453
3,32,1,1,1,1.00231934
3,32,2,1,0.0498046875,0.049747467
3,32,2,2,1,0.998657227
3,32,3,1,0.00247192383,0.00247585773
3,32,3,2,0.0498046875,0.0497016907
3,32,3,3,1,0.996002197
3,32,4,1,0.000123023987,0.000123552978
3,32,4,2,0.00247192383,0.00248026848
3,32,4,3,0.0498046875,0.049703598
3,32,4,4,1,0.999572754
3,32,5,1,6.13927841e-06,6.14766032e-06
3,32,5,2,0.000123023987,0.000123411417
3,32,5,3,0.00247192383,0.00247311592
3,32,5,4,0.0498046875,0.0497360229
3,32,5,5,1,1.00097656
3,32,6,1,3.05473804e-07,3.06914444e-07
3,32,6,2,6.13927841e-06,6.16116449e-06
3,32,6,3,0.000123023987,0.000123467296
3,32,6,4,0.00247192383,0.00248301029
3,32,6,5,0.0498046875,0.0499725342
3,32,6,6,1,0.999450684
3,32,7,1,1.52504072e-08,1.52285793e-08
3,32,7,2,3.05473804e-07,3.05706635e-07
3,32,7,3,6.13927841e-06,6.1262399e-06
3,32,7,4,0.000123023987,0.000123202801
3,32,7,5,0.00247192383,0.00247955322
3,32,7,6,0.0498046875,0.0495910645
3,32,7,7,1,0.996582031
3,32,8,1,7.56699592e-10,7.59598606e-10
3,32,8,2,1.52504072e-08,1.52485882e-08
3,32,8,3,3.05473804e-07,3.05575668e-07
3,32,8,4,6.13927841e-06,6.14533201e-06
3,32,8,5,0.000123023987,0.000123679638
3,32,8,6,0.00247192383,0.00247359276
3,32,8,7,0.0498046875,0.0497093201
3,32,8,8,1,0.99798584
3,32,9,1,3.77440301e-11,3.77511356e-11
3,32,9,2,7.56699592e-10,7.5783646e-10
3,32,9,3,1.52504072e-08,1.51867425e-08
3,32,9,4,3.05473804e-07,3.05415597e-07
3,32,9,5,6.13927841e-06,6.14672899e-06
3,32,9,6,0.000123023987,0.00012293458
3,32,9,7,0.00247192383,0.00247049332
3,32,9,8,0.0498046875,0.0495986938
3,32,9,9,1,0.999023438
3,32,10,1,1.87583282e-12,1.88576932e-12
3,32,10,2,3.77440301e-11,3.78559406e-11
3,32,10,3,7.56699592e-10,7.58618057e-10
3,32,10,4,1.52504072e-08,1.52563189e-08
3,32,10,5,3.05473804e-07,3.07045411e-07
3,32,10,6,6.13927841e-06,6.14090823e-06
3,32,10,7,0.000123023987,0.000123407692
3,32,10,8,0.00247192383,0.00247758627
3,32,10,9,0.0498046875,0.0499038696
3,32,10,10,1,1.0045166
3,32,11,1,9.37028233e-14,9.38416012e-14
3,32,11,2,1.87583282e-12,1.88382643e-12
3,32,11,3,3.77440301e-11,3.77511356e-11
3,32,11,4,7.56699592e-10,7.59200702e-10
3,32,11,5,1.52504072e-08,1.5279511e-08
3,32,11,6,3.05473804e-07,3.0559022e-07
3,32,11,7,6.13927841e-06,6.14114106e-06
3,32,11,8,0.000123023987,0.000123292208
3,32,11,9,0.00247192383,0.00248336792
3,32,11,10,0.0498046875,0.049987793
3,32,11,11,1,0.999755859
3,32,12,1,4.6629367e-15,4.67811553e-15
3,32,12,2,9.37028233e-14,9.39109901e-14
3,32,12,3,1.87583282e-12,1.88193905e-12
3,32,12,4,3.77440301e-11,3.78470588e-11
3,32,12,5,7.56699592e-10,7.61701813e-10
3,32,12,6,1.52504072e-08,1.52340363e-08
3,32,12,7,3.05473804e-07,3.06143193e-07
3,32,12,8,6.13927841e-06,6.14626333e-06
3,32,12,9,0.000123023987,0.000123798847
3,32,12,10,0.00247192383,0.00249195099
3,32,12,11,0.0498046875,0.0498390198
3,32,12,12,1,1.00189209
3,32,13,1,2.32452946e-16,2.32378407e-16
3,32,13,2,4.6629367e-15,4.66488827e-15
3,32,13,3,9.37028233e-14,9.34825134e-14
3,32,13,4,1.87583282e-12,1.87999616e-12
3,32,13,5,3.77440301e-11,3.78364007e-11
3,32,13,6,7.56699592e-10,7.56728014e-10
3,32,13,7,1.52504072e-08,1.52072062e-08
3,32,13,8,3.05473804e-07,3.05306457e-07
3,32,13,9,6.13927841e-06,6.14952296e-06
3,32,13,10,0.000123023987,0.000123783946
3,32,13,11,0.00247192383,0.00247567892
3,32,13,12,0.0498046875,0.0497674942
3,32,13,13,1,1.0010376
3,32,14,1,1.15467531e-17,1.15916459e-17
3,32,14,2,2.32452946e-16,2.32696891e-16
3,32,14,3,4.6629367e-15,4.66315354e-15
3,32,14,4,9.37028233e-14,9.37791511e-14
3,32,14,5,1.87583282e-12,1.88737914e-12
3,32,14,6,3.77440301e-11,3.77475828e-11
3,32,14,7,7.56699592e-10,7.58575425e-10
3,32,14,8,1.52504072e-08,1.52294888e-08
3,32,14,9,3.05473804e-07,3.06754373e-07
3,32,14,10,6.13927841e-06,6.17466867e-06
3,32,14,11,0.000123023987,0.000123493373
3,32,14,12,0.00247192383,0.00248253345
3,32,14,13,0.0498046875,0.0499343872
3,32,14,14,1,1.00128174
3,32,15,1,5.75982404e-19,5.7532066e-19
3,32,15,2,1.15467531e-17,1.15492942e-17
3,32,15,3,2.32452946e-16,2.31443283e-16
3,32,15,4,4.6629367e-15,4.65447993e-15
3,32,15,5,9.37028233e-14,9.36750677e-14
3,32,15,6,1.87583282e-12,1.87350135e-12
3,32,15,7,3.77440301e-11,3.76498832e-11
3,32,15,8,7.56699592e-10,7.55875362e-10
3,32,15,9,1.52504072e-08,1.52249413e-08
3,32,15,10,3.05473804e-07,3.06463335e-07
3,32,15,11,6.13927841e-06,6.12926669e-06
3,32,15,12,0.000123023987,0.000123213977
3,32,15,13,0.00247192383,0.00247836113
3,32,15,14,0.0498046875,0.0496959686
3,32,15,15,1,0.997009277
3,32,16,1,2.8587362e-20,2.86328569e-20
3,32,16,2,5.75982404e-19,5.74791264e-19
3,32,16,3,1.15467531e-17,1.15185893e-17
3,32,16,4,2.32452946e-16,2.3164657e-16
3,32,16,5,4.6629367e-15,4.66206934e-15
3,32,16,6,9.37028233e-14,9.32413868e-14
3,32,16,7,1.87583282e-12,1.87377891e-12
3,32,16,8,3.77440301e-11,3.7618797e-11
3,32,16,9,7.56699592e-10,7.57722773e-10
3,32,16,10,1.52504072e-08,1.52522261e-08
3,32,16,11,3.05473804e-07,3.05044523e-07
3,32,16,12,6.13927841e-06,6.13217708e-06
3,32,16,13,0.000123023987,0.000123344362
3,32,16,14,0.00247192383,0.00247329473
3,32,16,15,0.0498046875,0.0496196747
3,32,16,16,1,0.997314453
3,32,17,1,1.42275065e-21,1.43164285e-21
3,32,17,2,2.8587362e-20,2.87395632e-20
3,32,17,3,5.75982404e-19,5.75929465e-19
3,32,17,4,1.15467531e-17,1.15823285e-17
3,32,17,5,2.32452946e-16,2.33103467e-16
3,32,17,6,4.6629367e-15,4.66206934e-15
3,32,17,7,9.37028233e-14,9.36889455e-14
3,32,17,8,1.87583282e-12,1.88093985e-12
3,32,17,9,3.77440301e-11,3.78861387e-11
3,32,17,10,7.56699592e-10,7.62611307e-10
3,32,17,11,1.52504072e-08,1.52522261e-08
3,32,17,12,3.05473804e-07,3.06608854e-07
3,32,17,13,6.13927841e-06,6.16721809e-06
3,32,17,14,0.000123023987,0.000123664737
3,32,17,15,0.00247192383,0.00248098373
3,32,17,16,0.0498046875,0.0498657227
3,32,17,17,1,1.00256348
3,32,18,1,7.11375327e-23,7.12700108e-23
3,32,18,2,1.42275065e-21,1.43071227e-21
3,32,18,3,2.8587362e-20,2.86709072e-20
3,32,18,4,5.75982404e-19,5.76591209e-19
3,32,18,5,1.15467531e-17,1.16043514e-17
3,32,18,6,2.32452946e-16,2.32087028e-16
3,32,18,7,4.6629367e-15,4.66402091e-15
3,32,18,8,9.37028233e-14,9.36369038e-14
3,32,18,9,1.87583282e-12,1.88604687e-12
3,32,18,10,3.77440301e-11,3.79642984e-11
3,32,18,11,7.56699592e-10,7.59285967e-10
3,32,18,12,1.52504072e-08,1.52635948e-08
3,32,18,13,3.05473804e-07,3.07016307e-07
3,32,18,14,6.13927841e-06,6.15627505e-06
3,32,18,15,0.000123023987,0.000123508275
3,32,18,16,0.00247192383,0.00248241425
3,32,18,17,0.0498046875,0.0499095917
3,32,18,18,1,1.00341797
3,32,19,1,3.541367e-24,3.54399233e-24
3,32,19,2,7.11375327e-23,7.1143995e-23
3,32,19,3,1.42275065e-21,1.42569748e-21
3,32,19,4,2.8587362e-20,2.86717344e-20
3,32,19,5,5.75982404e-19,5.77041195e-19
3,32,19,6,1.15467531e-17,1.15408239e-17
3,32,19,7,2.32452946e-16,2.31924397e-16
3,32,19,8,4.6629367e-15,4.65621465e-15
3,32,19,9,9.37028233e-14,9.378609e-14
3,32,19,10,1.87583282e-12,1.88782323e-12
3,32,19,11,3.77440301e-11,3.77564646e-11
3,32,19,12,7.56699592e-10,7.5900175e-10
3,32,19,13,1.52504072e-08,1.52667781e-08
3,32,19,14,3.05473804e-07,3.06128641e-07
3,32,19,15,6.13927841e-06,6.14160672e-06
3,32,19,16,0.000123023987,0.000123441219
3,32,19,17,0.00247192383,0.0024818182
3,32,19,18,0.0498046875,0.0498962402
3,32,19,19,1,1.00457764
3,32,20,1,1.76098998e-25,1.75777142e-25
3,32,20,2,3.541367e-24,3.52864425e-24
3,32,20,3,7.11375327e-23,7.07126333e-23
3,32,20,4,1.42275065e-21,1.42207857e-21
3,32,20,5,2.8587362e-20,2.86204492e-20
3,32,20,6,5.75982404e-19,5.72408984e-19
3,32,20,7,1.15467531e-17,1.15031309e-17
3,32,20,8,2.32452946e-16,2.30941839e-16
3,32,20,9,4.6629367e-15,4.651661e-15
3,32,20,10,9.37028233e-14,9.36334343e-14
3,32,20,11,1.87583282e-12,1.87266869e-12
3,32,20,12,3.77440301e-11,3.76454423e-11
3,32,20,13,7.56699592e-10,7.57211183e-10
3,32,20,14,1.52504072e-08,1.51835593e-08
3,32,20,15,3.05473804e-07,3.04615241e-07
3,32,20,16,6.13927841e-06,6.12251461e-06
3,32,20,17,0.000123023987,0.000123094767
3,32,20,18,0.00247192383,0.00247478485
3,32,20,19,0.0498046875,0.0498256683
3,32,20,20,1,0.997833252
3,32,21,1,8.73426794e-27,8.7634558e-27
3,32,21,2,1.76098998e-25,1.75922293e-25
3,32,21,3,3.541367e-24,3.52541307e-24
3,32,21,4,7.11375327e-23,7.08984258e-23
3,32,21,5,1.42275065e-21,1.42688656e-21
3,32,21,6,2.8587362e-20,2.85377311e-20
3,32,21,7,5.75982404e-19,5.73494245e-19
3,32,21,8,1.15467531e-17,1.15137189e-17
3,32,21,9,2.32452946e-16,2.31910845e-16
3,32,21,10,4.6629367e-15,4.66814087e-15
3,32,21,11,9.37028233e-14,9.33628175e-14
3,32,21,12,1.87583282e-12,1.87683202e-12
3,32,21,13,3.77440301e-11,3.77511356e-11
3,32,21,14,7.56699592e-10,7.56983809e-10
3,32,21,15,1.52504072e-08,1.51867425e-08
3,32,21,16,3.05473804e-07,3.05240974e-07
3,32,21,17,6.13927841e-06,6.13695011e-06
3,32,21,18,0.000123023987,0.000123381615
3,32,21,19,0.00247192383,0.00248408318
3,32,21,20,0.0498046875,0.049747467
3,32,21,21,1,0.99810791
3,32,22,1,4.3545122e-28,4.36585207e-28
3,32,22,2,8.73426794e-27,8.76424466e-27
3,32,22,3,1.76098998e-25,1.75631992e-25
3,32,22,4,3.541367e-24,3.53207737e-24
3,32,22,5,7.11375327e-23,7.10858339e-23
3,32,22,6,1.42275065e-21,1.42171668e-21
3,32,22,7,2.8587362e-20,2.85708184e-20
3,32,22,8,5.75982404e-19,5.73600124e-19
3,32,22,9,1.15467531e-17,1.15535294e-17
3,32,22,10,2.32452946e-16,2.32561366e-16
3,32,22,11,4.6629367e-15,4.65122732e-15
3,32,22,12,9.37028233e-14,9.35015954e-14
3,32,22,13,1.87583282e-12,1.8807178e-12
3,32,22,14,3.77440301e-11,3.77120557e-11
3,32,22,15,7.56699592e-10,7.56585905e-10
3,32,22,16,1.52504072e-08,1.52067514e-08
3,32,22,17,3.05473804e-07,3.05735739e-07
3,32,22,18,6.13927841e-06,6.14672899e-06
3,32,22,19,0.000123023987,0.000123754144
3,32,22,20,0.00247192383,0.00247836113
3,32,22,21,0.0498046875,0.0497245789
3,32,22,22,1,1.00036621
3,32,23,1,2.16936749e-29,2.17052305e-29
3,32,23,2,4.3545122e-28,4.35722391e-28
3,32,23,3,8.73426794e-27,8.73170414e-27
3,32,23,4,1.76098998e-25,1.75600438e-25
3,32,23,5,3.541367e-24,3.53409686e-24
3,32,23,6,7.11375327e-23,7.06819371e-23
3,32,23,7,1.42275065e-21,1.42042421e-21
3,32,23,8,2.8587362e-20,2.85170516e-20
3,32,23,9,5.75982404e-19,5.74394217e-19
3,32,23,10,1.15467531e-17,1.15619997e-17
3,32,23,11,2.32452946e-16,2.31239995e-16
3,32,23,12,4.6629367e-15,4.64851681e-15
3,32,23,13,9.37028233e-14,9.35015954e-14
3,32,23,14,1.87583282e-12,1.87488913e-12
3,32,23,15,3.77440301e-11,3.76143561e-11
3,32,23,16,7.56699592e-10,7.56017471e-10
3,32,23,17,1.52504072e-08,1.51999302e-08
3,32,23,18,3.05473804e-07,3.0559022e-07
3,32,23,19,6.13927841e-06,6.15254976e-06
3,32,23,20,0.000123023987,0.000123213977
3,32,23,21,0.00247192383,0.00247210264
3,32,23,22,0.0498046875,0.0497341156
3,32,23,23,1,0.998687744
3,32,24,1,1.07852077e-30,1.08526152e-30
3,32,24,2,2.16936749e-29,2.17861195e-29
3,32,24,3,4.3545122e-28,4.36585207e-28
3,32,24,4,8.73426794e-27,8.78002188e-27
3,32,24,5,1.76098998e-25,1.76704843e-25
3,32,24,6,3.541367e-24,3.53409686e-24
3,32,24,7,7.11375327e-23,7.10212104e-23
3,32,24,8,1.42275065e-21,1.42585258e-21
3,32,24,9,2.8587362e-20,2.87197109e-20
3,32,24,10,5.75982404e-19,5.78099987e-19
3,32,24,11,1.15467531e-17,1.15619997e-17
3,32,24,12,2.32452946e-16,2.32425841e-16
3,32,24,13,4.6629367e-15,4.67507977e-15
3,32,24,14,9.37028233e-14,9.37444566e-14
3,32,24,15,1.87583282e-12,1.8807178e-12
3,32,24,16,3.77440301e-11,3.78008735e-11
3,32,24,17,7.56699592e-10,7.5999651e-10
3,32,24,18,1.52504072e-08,1.5279511e-08
3,32,24,19,3.05473804e-07,3.07627488e-07
3,32,24,20,6.13927841e-06,6.16069883e-06
3,32,24,21,0.000123023987,0.000123605132
3,32,24,22,0.00247192383,0.00248670578
3,32,24,23,0.0498046875,0.0499343872
3,32,24,24,1,1.00402832
3,32,25,1,5.39260384e-32,5.40208303e-32
3,32,25,2,1.07852077e-30,1.084443e-30
3,32,25,3,2.16936749e-29,2.17318083e-29
3,32,25,4,4.3545122e-28,4.37041267e-28
3,32,25,5,8.73426794e-27,8.79579909e-27
3,32,25,6,1.76098998e-25,1.75915982e-25
3,32,25,7,3.541367e-24,3.53520757e-24
3,32,25,8,7.11375327e-23,7.09743584e-23
3,32,25,9,1.42275065e-21,1.42957489e-21
3,32,25,10,2.8587362e-20,2.87759591e-20
3,32,25,11,5.75982404e-19,5.75519183e-19
3,32,25,12,1.15467531e-17,1.15694113e-17
3,32,25,13,2.32452946e-16,2.32710444e-16
3,32,25,14,4.6629367e-15,4.66629773e-15
3,32,25,15,9.37028233e-14,9.36160871e-14
3,32,25,16,1.87583282e-12,1.88160598e-12
3,32,25,17,3.77440301e-11,3.78301834e-11
3,32,25,18,7.56699592e-10,7.60564944e-10
3,32,25,19,1.52504072e-08,1.53127075e-08
3,32,25,20,3.05473804e-07,3.06659786e-07
3,32,25,21,6.13927841e-06,6.15266617e-06
3,32,25,22,0.000123023987,0.000123780221
3,32,25,23,0.00247192383,0.00248557329
3,32,25,24,0.0498046875,0.0499773026
3,32,25,25,1,1.00039673
3,32,26,1,2.68426486e-33,2.679845e-33
3,32,26,2,5.39260384e-32,5.379664e-32
3,32,26,3,1.07852077e-30,1.07806336e-30
3,32,26,4,2.16936749e-29,2.16805786e-29
3,32,26,5,4.3545122e-28,4.36338688e-28
3,32,26,6,8.73426794e-27,8.72677376e-27
3,32,26,7,1.76098998e-25,1.75373246e-25
3,32,26,8,3.541367e-24,3.52086924e-24
3,32,26,9,7.11375327e-23,7.09178128e-23
3,32,26,10,1.42275065e-21,1.42750694e-21
3,32,26,11,2.8587362e-20,2.85501388e-20
3,32,26,12,5.75982404e-19,5.73930996e-19
3,32,26,13,1.15467531e-17,1.1544212e-17
3,32,26,14,2.32452946e-16,2.3148394e-16
3,32,26,15,4.6629367e-15,4.64407159e-15
3,32,26,16,9.37028233e-14,9.33420008e-14
3,32,26,17,1.87583282e-12,1.87666549e-12
3,32,26,18,3.77440301e-11,3.77298193e-11
3,32,26,19,7.56699592e-10,7.59627028e-10
3,32,26,20,1.52504072e-08,1.52126631e-08
3,32,26,21,3.05473804e-07,3.05219146e-07
3,32,26,22,6.13927841e-06,6.14044257e-06
3,32,26,23,0.000123023987,0.000123303384
3,32,26,24,0.00247192383,0.0024792552
3,32,26,25,0.0498046875,0.0496273041
3,32,26,26,1,0.999298096
3,32,27,1,1.3316e-34,1.33424486e-34
3,32,27,2,2.68426486e-33,2.67843441e-33
3,32,27,3,5.39260384e-32,5.36747648e-32
3,32,27,4,1.07852077e-30,1.07943559e-30
3,32,27,5,2.16936749e-29,2.17244898e-29
3,32,27,6,4.3545122e-28,4.34489795e-28
3,32,27,7,8.73426794e-27,8.73150693e-27
3,32,27,8,1.76098998e-25,1.75297515e-25
3,32,27,9,3.541367e-24,3.53086568e-24
3,32,27,10,7.11375327e-23,7.10729092e-23
3,32,27,11,1.42275065e-21,1.42145818e-21
3,32,27,12,2.8587362e-20,2.85749543e-20
3,32,27,13,5.75982404e-19,5.74764794e-19
3,32,27,14,1.15467531e-17,1.15251538e-17
3,32,27,15,2.32452946e-16,2.31219666e-16
3,32,27,16,4.6629367e-15,4.64732419e-15
3,32,27,17,9.37028233e-14,9.34356759e-14
3,32,27,18,1.87583282e-12,1.87849736e-12
3,32,27,19,3.77440301e-11,3.78204135e-11
3,32,27,20,7.56699592e-10,7.57410135e-10
3,32,27,21,1.52504072e-08,1.51962922e-08
3,32,27,22,3.05473804e-07,3.05721187e-07
3,32,27,23,6.13927841e-06,6.13904558e-06
3,32,27,24,0.000123023987,0.000123437494
3,32,27,25,0.00247192383,0.00247085094
3,32,27,26,0.0498046875,0.0497531891
3,32,27,27,1,0.998291016
3,32,28,1,6.62978814e-36,6.6534817e-36
3,32,28,2,1.3316e-34,1.33565546e-34
3,32,28,3,2.68426486e-33,2.67660064e-33
3,32,28,4,5.39260384e-32,5.38282373e-32
3,32,28,5,1.07852077e-30,1.08333559e-30
3,32,28,6,2.16936749e-29,2.16667119e-29
3,32,28,7,4.3545122e-28,4.35414242e-28
3,32,28,8,8.73426794e-27,8.74156491e-27
3,32,28,9,1.76098998e-25,1.76073754e-25
3,32,28,10,3.541367e-24,3.54419427e-24
3,32,28,11,7.11375327e-23,7.08838855e-23
3,32,28,12,1.42275065e-21,1.42494785e-21
3,32,28,13,2.8587362e-20,2.86618082e-20
3,32,28,14,5.75982404e-19,5.7472509e-19
3,32,28,15,1.15467531e-17,1.1530236e-17
3,32,28,16,2.32452946e-16,2.31748214e-16
3,32,28,17,4.6629367e-15,4.65935884e-15
3,32,28,18,9.37028233e-14,9.36750677e-14
3,32,28,19,1.87583282e-12,1.88599136e-12
3,32,28,20,3.77440301e-11,3.77697873e-11
3,32,28,21,7.56699592e-10,7.57793828e-10
3,32,28,22,1.52504072e-08,1.52454049e-08
3,32,28,23,3.05473804e-07,3.06135917e-07
3,32,28,24,6.13927841e-06,6.15546014e-06
3,32,28,25,0.000123023987,0.000123213977
3,32,28,26,0.00247192383,0.00248104334
3,32,28,27,0.0498046875,0.0497817993
3,32,28,28,1,1.00250244
3,32,29,1,3.30607786e-37,3.30825895e-37
3,32,29,2,6.62978814e-36,6.64117574e-36
3,32,29,3,1.3316e-34,1.33086532e-34
3,32,29,4,2.68426486e-33,2.67645958e-33
3,32,29,5,5.39260384e-32,5.38658531e-32
3,32,29,6,1.07852077e-30,1.07731706e-30
3,32,29,7,2.16936749e-29,2.16497637e-29
3,32,29,8,4.3545122e-28,4.34650033e-28
3,32,29,9,8.73426794e-27,8.75477833e-27
3,32,29,10,1.76098998e-25,1.76225215e-25
3,32,29,11,3.541367e-24,3.52450431e-24
3,32,29,12,7.11375327e-23,7.08515738e-23
3,32,29,13,1.42275065e-21,1.4251288e-21
3,32,29,14,2.8587362e-20,2.85766086e-20
3,32,29,15,5.75982404e-19,5.73308956e-19
3,32,29,16,1.15467531e-17,1.15230362e-17
3,32,29,17,2.32452946e-16,2.31673675e-16
3,32,29,18,4.6629367e-15,4.65773253e-15
3,32,29,19,9.37028233e-14,9.37756817e-14
3,32,29,20,1.87583282e-12,1.87799776e-12
3,32,29,21,3.77440301e-11,3.76791931e-11
3,32,29,22,7.56699592e-10,7.58035412e-10
3,32,29,23,1.52504072e-08,1.52217581e-08
3,32,29,24,3.05473804e-07,3.06063157e-07
3,32,29,25,6.13927841e-06,6.12647273e-06
3,32,29,26,0.000123023987,0.000123362988
3,32,29,27,0.00247192383,0.00247526169
3,32,29,28,0.0498046875,0.0498466492
3,32,29,29,1,0.999664307
3,32,30,1,1.64385538e-38,0
3,32,30,2,3.30607786e-37,0
3,32,30,3,6.62978814e-36,0
3,32,30,4,1.3316e-34,0
3,32,30,5,2.68426486e-33,0
3,32,30,6,5.39260384e-32,0
3,32,30,7,1.07852077e-30,0
3,32,30,8,2.16936749e-29,0
3,32,30,9,4.3545122e-28,0
3,32,30,10,8.73426794e-27,0
3,32,30,11,1.76098998e-25,0
3,32,30,12,3.541367e-24,0
3,32,30,13,7.11375327e-23,0
3,32,30,14,1.42275065e-21,0
3,32,30,15,2.8587362e-20,0
3,32,30,16,5.75982404e-19,0
3,32,30,17,1.15467531e-17,0
3,32,30,18,2.32452946e-16,0
3,32,30,19,4.6629367e-15,0
3,32,30,20,9.37028233e-14,0
3,32,30,21,1.87583282e-12,0
3,32,30,22,3.77440301e-11,0
3,32,30,23,7.56699592e-10,0
3,32,30,24,1.52504072e-08,0
3,32,30,25,3.05473804e-07,0
3,32,30,26,6.13927841e-06,0
3,32,30,27,0.000123023987,0
3,32,30,28,0.00247192383,0
3,32,30,29,0.0498046875,0
3,32,30,30,1,nan
3,32,31,1,0,0
3,32,31,2,1.64385538e-38,0
3,32,31,3,3.30607786e-37,0
3,32,31,4,6.62978814e-36,0
3,32,31,5,1.3316e-34,0
3,32,31,6,2.68426486e-33,0
3,32,31,7,5.39260384e-32,0
3,32,31,8,1.07852077e-30,0
3,32,31,9,2.16936749e-29,0
3,32,31,10,4.3545122e-28,0
3,32,31,11,8.73426794e-27,0
3,32,31,12,1.76098998e-25,0
3,32,31,13,3.541367e-24,0
3,32,31,14,7.11375327e-23,0
3,32,31,15,1.42275065e-21,0
3,32,31,16,2.8587362e-20,0
3,32,31,17,5.75982404e-19,0
3,32,31,18,1.15467531e-17,0
3,32,31,19,2.32452946e-16,0
3,32,31,20,4.6629367e-15,0
3,32,31,21,9.37028233e-14,0
3,32,31,22,1.87583282e-12,0
3,32,31,23,3.77440301e-11,0
3,32,31,24,7.56699592e-10,0
3,32,31,25,1.52504072e-08,0
3,32,31,26,3.05473804e-07,0
3,32,31,27,6.13927841e-06,0
3,32,31,28,0.000123023987,0
3,32,31,29,0.00247192383,0
3,32,31,30,0.0498046875,nan
3,32,31,31,1,nan
3,32,32,1,0,0
3,32,32,2,0,0
3,32,32,3,1.64385538e-38,0
3,32,32,4,3.30607786e-37,0
3,32,32,5,6.62978814e-36,0
3,32,32,6,1.3316e-34,0
3,32,32,7,2.68426486e-33,0
3,32,32,8,5.39260384e-32,0
3,32,32,9,1.07852077e-30,0
3,32,32,10,2.16936749e-29,0
3,32,32,11,4.3545122e-28,0
3,32,32,12,8.73426794e-27,0
3,32,32,13,1.76098998e-25,0
3,32,32,14,3.541367e-24,0
3,32,32,15,7.11375327e-23,0
3,32,32,16,1.42275065e-21,0
3,32,32,17,2.8587362e-20,0
3,32,32,18,5.75982404e-19,0
3,32,32,19,1.15467531e-17,0
3,32,32,20,2.32452946e-16,0
3,32,32,21,4.6629367e-15,0
3,32,32,22,9.37028233e-14,0
3,32,32,23,1.87583282e-12,0
