timestamp, uuid, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu
2026/09/10 12:56:29.842, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 537.84 W, 40
2026/09/10 12:56:30.043, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 538.25 W, 41
2026/09/10 12:56:30.243, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 544.05 W, 41
2026/09/10 12:56:30.443, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 540.34 W, 41
2026/09/10 12:56:30.643, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 564.44 W, 41
2026/09/10 12:56:30.843, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 584.28 W, 41
2026/09/10 12:56:31.043, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 553.56 W, 40
2026/09/10 12:56:31.243, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 524.28 W, 40
2026/09/10 12:56:31.443, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 503.93 W, 40
2026/09/10 12:56:31.643, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 497.08 W, 41
2026/09/10 12:56:31.843, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 478.41 W, 40
2026/09/10 12:56:32.043, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 479.70 W, 40
2026/09/10 12:56:32.243, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 510.05 W, 41
2026/09/10 12:56:32.444, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 536.59 W, 41
2026/09/10 12:56:32.644, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 539.95 W, 41
2026/09/10 12:56:32.844, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 555.42 W, 41
2026/09/10 12:56:33.044, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 586.61 W, 42
2026/09/10 12:56:33.244, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 584.61 W, 42
2026/09/10 12:56:33.444, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 562.49 W, 41
2026/09/10 12:56:33.644, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 544.04 W, 40
2026/09/10 12:56:33.844, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 543.39 W, 41
2026/09/10 12:56:34.044, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 535.76 W, 41
2026/09/10 12:56:34.244, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 537.20 W, 42
2026/09/10 12:56:34.444, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 531.49 W, 41
2026/09/10 12:56:34.644, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 520.82 W, 41
2026/09/10 12:56:34.845, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 448.84 W, 38
2026/09/10 12:56:35.045, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 403.24 W, 39
2026/09/10 12:56:35.245, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 346.79 W, 39
2026/09/10 12:56:35.445, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 322.96 W, 38
2026/09/10 12:56:35.645, GPU-778768b4-6c9e-e483-890e-0812760948ae, 1095 MHz, 3996 MHz, 306.00 W, 38
