shape,method,seed,case,batch,repeats,relative_error,max_abs_error,exact
local_mix,sm80_w8,2,random,8,1,2.987268988825539e-08,1.430511474609375e-06,False
local_mix,sm80_pad_w4,2,random,8,1,2.987268988825539e-08,1.430511474609375e-06,False
local_mix,sm80_transpose_w4,2,random,8,1,2.987268988825539e-08,1.430511474609375e-06,False
local_mix,tc_direct,2,random,8,1,2.987268988825539e-08,1.430511474609375e-06,False
local_mix,tc_transpose,2,random,8,1,2.987268988825539e-08,1.430511474609375e-06,False
local_mix,sm80_w1,2,random,8,32,6.433130966596983e-07,0.0006771087646484375,False
local_mix,sm80_w4,2,random,8,32,6.433130966596983e-07,0.0006771087646484375,False
local_mix,sm80_w8,2,random,8,32,6.433130966596983e-07,0.0006771087646484375,False
local_mix,sm80_pad_w4,2,random,8,32,6.433130966596983e-07,0.0006771087646484375,False
local_mix,sm80_transpose_w4,2,random,8,32,6.433130966596983e-07,0.0006771087646484375,False
local_mix,tc_direct,2,random,8,32,6.433130966596983e-07,0.0006771087646484375,False
local_mix,tc_transpose,2,random,8,32,6.433130966596983e-07,0.0006771087646484375,False
local_mix,sm80_w1,2,integer,8,1,0.0,0.0,True
local_mix,sm80_w4,2,integer,8,1,0.0,0.0,True
local_mix,sm80_w8,2,integer,8,1,0.0,0.0,True
local_mix,sm80_pad_w4,2,integer,8,1,0.0,0.0,True
local_mix,sm80_transpose_w4,2,integer,8,1,0.0,0.0,True
local_mix,tc_direct,2,integer,8,1,0.0,0.0,True
local_mix,tc_transpose,2,integer,8,1,0.0,0.0,True
local_mix,sm80_w1,2,integer,8,32,0.0,0.0,True
local_mix,sm80_w4,2,integer,8,32,0.0,0.0,True
local_mix,sm80_w8,2,integer,8,32,0.0,0.0,True
local_mix,sm80_pad_w4,2,integer,8,32,0.0,0.0,True
local_mix,sm80_transpose_w4,2,integer,8,32,0.0,0.0,True
local_mix,tc_direct,2,integer,8,32,0.0,0.0,True
local_mix,tc_transpose,2,integer,8,32,0.0,0.0,True
local_mix,sm80_w1,2,zero,8,1,0.0,0.0,True
local_mix,sm80_w4,2,zero,8,1,0.0,0.0,True
local_mix,sm80_w8,2,zero,8,1,0.0,0.0,True
local_mix,sm80_pad_w4,2,zero,8,1,0.0,0.0,True
local_mix,sm80_transpose_w4,2,zero,8,1,0.0,0.0,True
local_mix,tc_direct,2,zero,8,1,0.0,0.0,True
local_mix,tc_transpose,2,zero,8,1,0.0,0.0,True
local_mix,sm80_w1,2,zero,8,32,0.0,0.0,True
local_mix,sm80_w4,2,zero,8,32,0.0,0.0,True
local_mix,sm80_w8,2,zero,8,32,0.0,0.0,True
local_mix,sm80_pad_w4,2,zero,8,32,0.0,0.0,True
local_mix,sm80_transpose_w4,2,zero,8,32,0.0,0.0,True
local_mix,tc_direct,2,zero,8,32,0.0,0.0,True
local_mix,tc_transpose,2,zero,8,32,0.0,0.0,True
state_update,sm80_w1,2,random,8,1,2.5637728196726837e-08,1.6689300537109375e-06,False
state_update,sm80_w4,2,random,8,1,2.5637728196726837e-08,1.6689300537109375e-06,False
state_update,sm80_w8,2,random,8,1,2.5637728196726837e-08,1.6689300537109375e-06,False
state_update,sm80_pad_w4,2,random,8,1,2.5637728196726837e-08,1.6689300537109375e-06,False
state_update,sm80_transpose_w4,2,random,8,1,2.5637728196726837e-08,1.6689300537109375e-06,False
state_update,tc_direct,2,random,8,1,2.5637728196726837e-08,1.6689300537109375e-06,False
state_update,tc_transpose,2,random,8,1,2.5637728196726837e-08,1.6689300537109375e-06,False
state_update,sm80_w1,2,random,8,32,6.228463064796483e-07,0.00091552734375,False
state_update,sm80_w4,2,random,8,32,6.228463064796483e-07,0.00091552734375,False
state_update,sm80_w8,2,random,8,32,6.228463064796483e-07,0.00091552734375,False
state_update,sm80_pad_w4,2,random,8,32,6.228463064796483e-07,0.00091552734375,False
state_update,sm80_transpose_w4,2,random,8,32,6.228463064796483e-07,0.00091552734375,False
state_update,tc_direct,2,random,8,32,6.228463064796483e-07,0.00091552734375,False
state_update,tc_transpose,2,random,8,32,6.228463064796483e-07,0.00091552734375,False
state_update,sm80_w1,2,integer,8,1,0.0,0.0,True
state_update,sm80_w4,2,integer,8,1,0.0,0.0,True
state_update,sm80_w8,2,integer,8,1,0.0,0.0,True
state_update,sm80_pad_w4,2,integer,8,1,0.0,0.0,True
state_update,sm80_transpose_w4,2,integer,8,1,0.0,0.0,True
state_update,tc_direct,2,integer,8,1,0.0,0.0,True
state_update,tc_transpose,2,integer,8,1,0.0,0.0,True
state_update,sm80_w1,2,integer,8,32,0.0,0.0,True
state_update,sm80_w4,2,integer,8,32,0.0,0.0,True
state_update,sm80_w8,2,integer,8,32,0.0,0.0,True
state_update,sm80_pad_w4,2,integer,8,32,0.0,0.0,True
state_update,sm80_transpose_w4,2,integer,8,32,0.0,0.0,True
state_update,tc_direct,2,integer,8,32,0.0,0.0,True
state_update,tc_transpose,2,integer,8,32,0.0,0.0,True
state_update,sm80_w1,2,zero,8,1,0.0,0.0,True
state_update,sm80_w4,2,zero,8,1,0.0,0.0,True
state_update,sm80_w8,2,zero,8,1,0.0,0.0,True
state_update,sm80_pad_w4,2,zero,8,1,0.0,0.0,True
state_update,sm80_transpose_w4,2,zero,8,1,0.0,0.0,True
state_update,tc_direct,2,zero,8,1,0.0,0.0,True
state_update,tc_transpose,2,zero,8,1,0.0,0.0,True
state_update,sm80_w1,2,zero,8,32,0.0,0.0,True
state_update,sm80_w4,2,zero,8,32,0.0,0.0,True
state_update,sm80_w8,2,zero,8,32,0.0,0.0,True
state_update,sm80_pad_w4,2,zero,8,32,0.0,0.0,True
state_update,sm80_transpose_w4,2,zero,8,32,0.0,0.0,True
state_update,tc_direct,2,zero,8,32,0.0,0.0,True
state_update,tc_transpose,2,zero,8,32,0.0,0.0,True
square,sm80_w1,2,random,8,1,3.030759617262663e-08,9.5367431640625e-07,False
square,sm80_w4,2,random,8,1,3.030759617262663e-08,9.5367431640625e-07,False
square,sm80_w8,2,random,8,1,3.030759617262663e-08,9.5367431640625e-07,False
square,sm80_pad_w4,2,random,8,1,3.030759617262663e-08,9.5367431640625e-07,False
square,sm80_transpose_w4,2,random,8,1,3.030759617262663e-08,9.5367431640625e-07,False
square,tc_direct,2,random,8,1,3.030759617262663e-08,9.5367431640625e-07,False
square,tc_transpose,2,random,8,1,3.030759617262663e-08,9.5367431640625e-07,False
square,sm80_w1,2,random,8,32,6.513979754105561e-07,0.000640869140625,False
square,sm80_w4,2,random,8,32,6.513979754105561e-07,0.000640869140625,False
square,sm80_w8,2,random,8,32,6.513979754105561e-07,0.000640869140625,False
square,sm80_pad_w4,2,random,8,32,6.513979754105561e-07,0.000640869140625,False
square,sm80_transpose_w4,2,random,8,32,6.513979754105561e-07,0.000640869140625,False
square,tc_direct,2,random,8,32,6.513979754105561e-07,0.000640869140625,False
square,tc_transpose,2,random,8,32,6.513979754105561e-07,0.000640869140625,False
square,sm80_w1,2,integer,8,1,0.0,0.0,True
square,sm80_w4,2,integer,8,1,0.0,0.0,True
square,sm80_w8,2,integer,8,1,0.0,0.0,True
square,sm80_pad_w4,2,integer,8,1,0.0,0.0,True
square,sm80_transpose_w4,2,integer,8,1,0.0,0.0,True
square,tc_direct,2,integer,8,1,0.0,0.0,True
square,tc_transpose,2,integer,8,1,0.0,0.0,True
square,sm80_w1,2,integer,8,32,0.0,0.0,True
square,sm80_w4,2,integer,8,32,0.0,0.0,True
square,sm80_w8,2,integer,8,32,0.0,0.0,True
square,sm80_pad_w4,2,integer,8,32,0.0,0.0,True
square,sm80_transpose_w4,2,integer,8,32,0.0,0.0,True
square,tc_direct,2,integer,8,32,0.0,0.0,True
square,tc_transpose,2,integer,8,32,0.0,0.0,True
square,sm80_w1,2,zero,8,1,0.0,0.0,True
square,sm80_w4,2,zero,8,1,0.0,0.0,True
square,sm80_w8,2,zero,8,1,0.0,0.0,True
square,sm80_pad_w4,2,zero,8,1,0.0,0.0,True
square,sm80_transpose_w4,2,zero,8,1,0.0,0.0,True
square,tc_direct,2,zero,8,1,0.0,0.0,True
square,tc_transpose,2,zero,8,1,0.0,0.0,True
square,sm80_w1,2,zero,8,32,0.0,0.0,True
square,sm80_w4,2,zero,8,32,0.0,0.0,True
square,sm80_w8,2,zero,8,32,0.0,0.0,True
square,sm80_pad_w4,2,zero,8,32,0.0,0.0,True
square,sm80_transpose_w4,2,zero,8,32,0.0,0.0,True
square,tc_direct,2,zero,8,32,0.0,0.0,True
square,tc_transpose,2,zero,8,32,0.0,0.0,True
