shape,m,n,k,batch,repeats,method,round,median_us,min_us,max_us,us_per_gemm
local_mix,16,128,16,96,32,sm80_w1,1,16.21119976043701,16.16320013999939,16.220800081888836,0.5065999925136566
local_mix,16,128,16,96,32,sm80_transpose_w4,1,8.492799599965414,8.442667126655579,8.499200145403544,0.2653999874989192
local_mix,16,128,16,96,32,sm80_w4,1,8.49173367023468,8.435199658075968,8.504533767700195,0.26536667719483376
local_mix,16,128,16,96,32,tc_direct,1,12.327466408411661,12.317867080370585,12.330666184425354,0.3852333252628644
local_mix,16,128,16,96,32,sm80_pad_w4,1,14.168533682823181,14.16320006052653,14.177067081133524,0.4427666775882244
local_mix,16,128,16,96,32,tc_transpose,1,8.93226663271586,8.90559951464335,8.938666184743246,0.27913333227237064
local_mix,16,128,16,96,32,sm80_w8,1,5.450666447480519,5.434666574001312,5.4922665158907575,0.17033332648376623
local_mix,16,128,16,96,32,sm80_w4,2,8.486400047938028,8.428800106048584,8.500267068545023,0.2652000014980634
local_mix,16,128,16,96,32,sm80_transpose_w4,2,8.49173367023468,8.435199658075968,8.500267068545023,0.26536667719483376
local_mix,16,128,16,96,32,sm80_w8,2,5.442133545875549,5.4261331756909685,5.461333195368449,0.17006667330861092
local_mix,16,128,16,96,32,tc_direct,2,12.344533205032349,12.281599640846252,12.35093375047048,0.3857666626572609
local_mix,16,128,16,96,32,sm80_pad_w4,2,14.166399836540222,14.16320006052653,14.170666535695394,0.44269999489188194
local_mix,16,128,16,96,32,sm80_w1,2,16.214399536450703,16.200533509254456,16.21760030587514,0.5066999855140845
local_mix,16,128,16,96,32,tc_transpose,2,8.909866213798523,8.903466661771139,8.912000060081482,0.27843331918120384
local_mix,16,128,16,96,32,tc_direct,3,12.318933010101318,12.313600381215414,12.334932883580526,0.3849666565656662
local_mix,16,128,16,96,32,tc_transpose,3,8.920533458391825,8.90559951464335,8.937600255012512,0.2787666705747445
local_mix,16,128,16,96,32,sm80_pad_w4,3,14.189866185188293,14.123732844988504,14.190933108329773,0.44343331828713417
local_mix,16,128,16,96,32,sm80_transpose_w4,3,8.493866523106893,8.455466230710348,8.501332998275757,0.2654333288470904
local_mix,16,128,16,96,32,sm80_w1,3,16.170666615168255,16.15893344084422,16.214399536450703,0.505333331724008
local_mix,16,128,16,96,32,sm80_w4,3,8.462933699289957,8.442667126655579,8.492799599965414,0.26446667810281116
local_mix,16,128,16,96,32,sm80_w8,3,5.432533224423726,5.4261331756909685,5.4976001381874084,0.16976666326324144
local_mix,16,128,16,96,32,sm80_pad_w4,4,14.164266983668009,14.1567995150884,14.172800381978353,0.4426333432396253
local_mix,16,128,16,96,32,sm80_w8,4,5.490133166313171,5.433600147565206,5.496533215045929,0.1715666614472866
local_mix,16,128,16,96,32,tc_direct,4,12.346667051315308,12.318933010101318,12.353066603342691,0.38583334535360336
local_mix,16,128,16,96,32,tc_transpose,4,8.93440047899882,8.904533584912619,8.948266506195068,0.2792000149687131
local_mix,16,128,16,96,32,sm80_transpose_w4,4,8.444799979527792,8.438400427500406,8.502399921417236,0.2638999993602435
local_mix,16,128,16,96,32,sm80_w1,4,16.210132837295532,16.199466586112976,16.222932934761047,0.5065666511654854
local_mix,16,128,16,96,32,sm80_w4,4,8.453333377838135,8.447999755541483,8.498133222262064,0.2641666680574417
local_mix,16,128,16,6144,1,sm80_transpose_w4,0,35.95093488693237,35.92106501261393,36.06186707814535,35.95093488693237
local_mix,16,128,16,6144,1,sm80_w8,0,34.19093290964762,34.11306540171305,34.289065996805824,34.19093290964762
local_mix,16,128,16,6144,1,tc_transpose,0,48.42559893925985,48.24533462524414,48.57706626256307,48.42559893925985
local_mix,16,128,16,6144,1,sm80_w4,0,34.4650665918986,34.31466817855835,34.520534674326576,34.4650665918986
local_mix,16,128,16,6144,1,sm80_w1,0,35.46880086263021,35.38986841837565,35.591467221577965,35.46880086263021
local_mix,16,128,16,6144,1,tc_direct,0,111.21706962585449,111.16053263346355,111.38026714324951,111.21706962585449
local_mix,16,128,16,6144,1,sm80_pad_w4,0,49.24373229344686,49.23306703567505,49.419732888539635,49.24373229344686
local_mix,16,128,16,6144,1,tc_direct,1,111.2394650777181,111.15307013193767,111.35893662770589,111.2394650777181
local_mix,16,128,16,6144,1,sm80_transpose_w4,1,35.99679867426554,35.817599296569824,36.1407995223999,35.99679867426554
local_mix,16,128,16,6144,1,sm80_pad_w4,1,49.2576003074646,49.176534016927086,49.38453435897827,49.2576003074646
local_mix,16,128,16,6144,1,sm80_w1,1,35.51786740620931,35.33546527226766,35.65333286921183,35.51786740620931
local_mix,16,128,16,6144,1,sm80_w4,1,34.56746737162272,34.41386620203654,34.64320103327433,34.56746737162272
local_mix,16,128,16,6144,1,sm80_w8,1,34.18560028076172,34.11306540171305,34.25493240356445,34.18560028076172
local_mix,16,128,16,6144,1,tc_transpose,1,48.48320086797079,48.2965350151062,48.55680068333944,48.48320086797079
local_mix,16,128,16,6144,1,tc_direct,2,111.20426654815674,111.14986737569173,111.75893147786458,111.20426654815674
local_mix,16,128,16,6144,1,sm80_w4,2,34.499200185139976,34.433066844940186,34.50560172398885,34.499200185139976
local_mix,16,128,16,6144,1,sm80_pad_w4,2,49.24373229344686,49.17759895324707,49.37066634496053,49.24373229344686
local_mix,16,128,16,6144,1,sm80_w8,2,34.29333368937174,34.155734380086265,34.30293401082357,34.29333368937174
local_mix,16,128,16,6144,1,tc_transpose,2,48.287999629974365,48.21439981460571,48.50026766459147,48.287999629974365
local_mix,16,128,16,6144,1,sm80_transpose_w4,2,35.98933219909668,35.93813180923462,36.16000016530355,35.98933219909668
local_mix,16,128,16,6144,1,sm80_w1,2,35.52960157394409,35.34719944000244,35.66506703694662,35.52960157394409
local_mix,16,128,16,6144,1,sm80_transpose_w4,3,36.00639899571737,35.87199846903483,36.14933490753174,36.00639899571737
local_mix,16,128,16,6144,1,tc_transpose,3,48.50026766459147,48.290133476257324,48.62293402353922,48.50026766459147
local_mix,16,128,16,6144,1,sm80_w8,3,34.16320085525513,34.101335207621254,34.23680067062378,34.16320085525513
local_mix,16,128,16,6144,1,sm80_w1,3,35.523200035095215,35.33759911855062,35.59786478678385,35.523200035095215
local_mix,16,128,16,6144,1,sm80_w4,3,34.49493249257406,34.370132287343345,34.54933166503906,34.49493249257406
local_mix,16,128,16,6144,1,tc_direct,3,111.29813194274902,111.22666994730632,111.43253644307454,111.29813194274902
local_mix,16,128,16,6144,1,sm80_pad_w4,3,49.24586613972982,49.173335234324135,49.273598194122314,49.24586613972982
local_mix,16,128,16,6144,1,sm80_w4,4,34.50986544291178,34.38080151875814,34.77973143259684,34.50986544291178
local_mix,16,128,16,6144,1,sm80_pad_w4,4,49.249064922332764,49.17226632436117,49.378132820129395,49.249064922332764
local_mix,16,128,16,6144,1,sm80_transpose_w4,4,35.93920071919759,35.80160140991211,36.075735092163086,35.93920071919759
local_mix,16,128,16,6144,1,tc_transpose,4,48.44799836476644,48.305066426595054,48.6410657564799,48.44799836476644
local_mix,16,128,16,6144,1,sm80_w8,4,34.22400156656901,34.104533990224205,34.250664710998535,34.22400156656901
local_mix,16,128,16,6144,1,tc_direct,4,111.29173437754314,111.06239954630534,111.29706700642903,111.29173437754314
local_mix,16,128,16,6144,1,sm80_w1,4,35.6117328008016,35.46453317006429,35.68426767985026,35.6117328008016
local_mix,16,128,16,49152,1,tc_direct,0,1042.1621322631836,1042.082150777181,1042.2112147013347,1042.1621322631836
local_mix,16,128,16,49152,1,sm80_w4,0,299.4058609008789,299.39308166503906,299.4688034057617,299.4058609008789
local_mix,16,128,16,49152,1,sm80_w1,0,243.74826749165854,243.61066818237305,243.85174115498862,243.74826749165854
local_mix,16,128,16,49152,1,tc_transpose,0,323.6991882324219,323.69171778361004,323.7183888753255,323.6991882324219
local_mix,16,128,16,49152,1,sm80_pad_w4,0,403.14985911051434,403.0367851257324,403.21388244628906,403.14985911051434
local_mix,16,128,16,49152,1,sm80_transpose_w4,0,307.81545639038086,307.7749252319336,307.86345799763996,307.81545639038086
local_mix,16,128,16,49152,1,sm80_w8,0,319.9861208597819,319.9359893798828,320.14719645182294,319.9861208597819
local_mix,16,128,16,49152,1,sm80_transpose_w4,1,307.85706837972003,307.7941258748372,307.88265864054364,307.85706837972003
local_mix,16,128,16,49152,1,sm80_w8,1,320.0160026550293,320.00532150268555,320.0821240743001,320.0160026550293
local_mix,16,128,16,49152,1,sm80_w4,1,299.40481185913086,299.3365287780762,299.5210647583008,299.40481185913086
local_mix,16,128,16,49152,1,tc_transpose,1,323.76639048258465,323.7215995788574,323.7738609313965,323.76639048258465
local_mix,16,128,16,49152,1,tc_direct,1,1042.1589533487956,1042.0703887939453,1042.2880172729492,1042.1589533487956
local_mix,16,128,16,49152,1,sm80_pad_w4,1,403.2650629679362,403.0655860900879,403.4709294637044,403.2650629679362
local_mix,16,128,16,49152,1,sm80_w1,1,243.667205174764,243.58612696329752,243.7162717183431,243.667205174764
local_mix,16,128,16,49152,1,sm80_w8,2,320.0127919514974,319.90826924641925,320.0629234313965,320.0127919514974
local_mix,16,128,16,49152,1,sm80_transpose_w4,2,307.8624089558919,307.7247937520345,307.8730583190918,307.8624089558919
local_mix,16,128,16,49152,1,sm80_w1,2,243.63946914672852,243.52320035298666,243.7397321065267,243.63946914672852
local_mix,16,128,16,49152,1,tc_transpose,2,323.7653414408366,323.6245473225911,323.7749417622884,323.7653414408366
local_mix,16,128,16,49152,1,sm80_w4,2,299.4773228963216,299.38987096150714,299.5775858561198,299.4773228963216
local_mix,16,128,16,49152,1,sm80_pad_w4,2,403.1200091044108,402.99733479817706,403.27253341674805,403.1200091044108
local_mix,16,128,16,49152,1,tc_direct,2,1042.2805150349934,1042.14293162028,1042.3477172851562,1042.2805150349934
local_mix,16,128,16,49152,1,sm80_w1,3,243.79307428995767,243.72587203979492,243.85493596394858,243.79307428995767
local_mix,16,128,16,49152,1,sm80_w8,3,320.0544039408366,319.96692021687824,320.2047983805339,320.0544039408366
local_mix,16,128,16,49152,1,sm80_w4,3,299.47519302368164,299.33013916015625,299.59786732991535,299.47519302368164
local_mix,16,128,16,49152,1,tc_direct,3,1042.1578725179036,1041.7503992716472,1042.2805150349934,1042.1578725179036
local_mix,16,128,16,49152,1,sm80_pad_w4,3,403.1349182128906,402.9439926147461,403.2416025797526,403.1349182128906
local_mix,16,128,16,49152,1,tc_transpose,3,323.70131810506183,323.63414764404297,323.77599080403644,323.70131810506183
local_mix,16,128,16,49152,1,sm80_transpose_w4,3,307.80372619628906,307.80054728190106,307.9360008239746,307.80372619628906
local_mix,16,128,16,49152,1,sm80_pad_w4,4,403.1455993652344,402.9941240946452,403.27253341674805,403.1455993652344
local_mix,16,128,16,49152,1,sm80_transpose_w4,4,307.806936899821,307.7322642008464,307.8922589619954,307.806936899821
local_mix,16,128,16,49152,1,tc_direct,4,1042.1375910441081,1041.9594446818035,1042.2197341918945,1042.1375910441081
local_mix,16,128,16,49152,1,tc_transpose,4,323.70773951212567,323.6554781595866,323.7824122111003,323.70773951212567
local_mix,16,128,16,49152,1,sm80_w1,4,243.74933242797852,243.73226165771484,243.88052622477213,243.74933242797852
local_mix,16,128,16,49152,1,sm80_w4,4,299.39734141031903,299.3376096089681,299.4677225748698,299.39734141031903
local_mix,16,128,16,49152,1,sm80_w8,4,320.0127919514974,319.9616114298503,320.08533477783203,320.0127919514974
state_update,128,128,16,1,1,sm80_w8,0,9.194667140642801,9.19040044148763,9.222400188446045,9.194667140642801
state_update,128,128,16,1,1,sm80_w1,0,29.804799954096477,29.7599991162618,29.805866877237957,29.804799954096477
state_update,128,128,16,1,1,sm80_w4,0,15.009066462516785,14.986667037010193,15.015467007954916,15.009066462516785
state_update,128,128,16,1,1,tc_direct,0,14.672000209490458,14.660267035166422,14.734933773676554,14.672000209490458
state_update,128,128,16,1,1,sm80_transpose_w4,0,15.193600455919901,15.18933375676473,15.203199783960978,15.193600455919901
state_update,128,128,16,1,1,sm80_pad_w4,0,14.998400211334229,14.993066589037577,15.016532937685648,14.998400211334229
state_update,128,128,16,1,1,tc_transpose,0,12.53546675046285,12.524799505869547,12.539733449618021,12.53546675046285
state_update,128,128,16,1,1,tc_direct,1,14.71466620763143,14.659200112024942,14.725333452224731,14.71466620763143
state_update,128,128,16,1,1,sm80_transpose_w4,1,15.191466609636942,15.166933337847391,15.204266707102457,15.191466609636942
state_update,128,128,16,1,1,sm80_w1,1,29.769599437713623,29.745066165924072,29.817599058151245,29.769599437713623
state_update,128,128,16,1,1,tc_transpose,1,12.520533800125122,12.487467130025228,12.551466623942057,12.520533800125122
state_update,128,128,16,1,1,sm80_w4,1,14.997333288192749,14.980266491572062,15.134933590888977,14.997333288192749
state_update,128,128,16,1,1,sm80_w8,1,9.193600217501322,9.185066819190979,9.197866916656494,9.193600217501322
state_update,128,128,16,1,1,sm80_pad_w4,1,14.998400211334229,14.989866813023886,15.010133385658264,14.998400211334229
state_update,128,128,16,1,1,sm80_w1,2,29.790933926900227,29.733333985010784,29.809067646662395,29.790933926900227
state_update,128,128,16,1,1,sm80_w4,2,14.988799889882406,14.983466267585754,15.0026669104894,14.988799889882406
state_update,128,128,16,1,1,sm80_pad_w4,2,15.001599987347921,14.989866813023886,15.010133385658264,15.001599987347921
state_update,128,128,16,1,1,sm80_transpose_w4,2,15.197867155075073,15.194666385650635,15.214932958285013,15.197867155075073
state_update,128,128,16,1,1,tc_direct,2,14.710399508476257,14.674133062362671,14.737066626548767,14.710399508476257
state_update,128,128,16,1,1,sm80_w8,2,9.193600217501322,9.18293297290802,9.196799993515015,9.193600217501322
state_update,128,128,16,1,1,tc_transpose,2,12.532266974449158,12.526933352152506,12.537599603335062,12.532266974449158
state_update,128,128,16,1,1,sm80_pad_w4,3,15.010133385658264,14.995200435320536,15.036799510320028,15.010133385658264
state_update,128,128,16,1,1,sm80_w8,3,9.185066819190979,9.14453367392222,9.202133615811666,9.185066819190979
state_update,128,128,16,1,1,tc_direct,3,14.707199732462565,14.673067132631937,14.728533228238424,14.707199732462565
state_update,128,128,16,1,1,sm80_w4,3,15.005866686503092,14.983466267585754,15.014400084813436,15.005866686503092
state_update,128,128,16,1,1,tc_transpose,3,12.542933225631714,12.494933605194092,12.548266847928366,12.542933225631714
state_update,128,128,16,1,1,sm80_w1,3,29.752532641092937,29.729066292444866,29.764266808827717,29.752532641092937
state_update,128,128,16,1,1,sm80_transpose_w4,3,15.18933375676473,15.186132987340292,15.192533532778421,15.18933375676473
state_update,128,128,16,1,1,sm80_w1,4,29.78559931119283,29.733333985010784,29.798400402069092,29.78559931119283
state_update,128,128,16,1,1,sm80_transpose_w4,4,15.18933375676473,15.179733435312906,15.198933084805807,15.18933375676473
state_update,128,128,16,1,1,sm80_w8,4,9.180800120035807,9.172266721725464,9.202133615811666,9.180800120035807
state_update,128,128,16,1,1,sm80_w4,4,14.997333288192749,14.98240033785502,15.007999539375305,14.997333288192749
state_update,128,128,16,1,1,tc_transpose,4,12.525866429011026,12.479999661445618,12.552533547083536,12.525866429011026
state_update,128,128,16,1,1,sm80_pad_w4,4,15.012266238530477,15.003732840220133,15.016532937685648,15.012266238530477
state_update,128,128,16,1,1,tc_direct,4,14.709333578745523,14.664533734321594,14.723199605941772,14.709333578745523
state_update,128,128,16,1,32,sm80_w4,0,25.683200359344482,25.641600290934246,25.69813330968221,0.8026000112295151
state_update,128,128,16,1,32,sm80_w8,0,16.621866822242737,16.568533579508465,16.633599996566772,0.5194333381950855
state_update,128,128,16,1,32,sm80_w1,0,72.93226718902588,72.87147045135498,72.94080257415771,2.2791333496570587
state_update,128,128,16,1,32,sm80_transpose_w4,0,26.00746750831604,25.97973346710205,26.054400205612183,0.8127333596348763
state_update,128,128,16,1,32,sm80_pad_w4,0,25.637332598368328,25.631999969482422,25.706666707992554,0.8011666436990103
state_update,128,128,16,1,32,tc_transpose,0,14.324266711870829,14.293332894643148,14.335999886194864,0.4476333347459634
state_update,128,128,16,1,32,tc_direct,0,16.482133666674297,16.47893289724986,16.48853321870168,0.5150666770835718
state_update,128,128,16,1,32,sm80_w1,1,72.91200160980225,72.87680308024089,72.9418675104777,2.27850005030632
state_update,128,128,16,1,32,tc_transpose,1,14.344533284505209,14.309333761533102,14.361600081125895,0.4482666651407878
state_update,128,128,16,1,32,sm80_transpose_w4,1,26.00746750831604,25.995733340581257,26.101332902908325,0.8127333596348763
state_update,128,128,16,1,32,tc_direct,1,16.502400239308674,16.47999982039134,16.516266266504925,0.5157000074783961
state_update,128,128,16,1,32,sm80_pad_w4,1,25.66293279329936,25.654399394989014,25.68853298823039,0.801966649790605
state_update,128,128,16,1,32,sm80_w4,1,25.65973401069641,25.651200612386067,25.679999589920044,0.8018666878342628
state_update,128,128,16,1,32,sm80_w8,1,16.625066598256428,16.577066977818806,16.63146714369456,0.5195333311955134
state_update,128,128,16,1,32,sm80_w1,2,72.88533051808675,72.87360032399495,72.9354699452718,2.277666578690211
state_update,128,128,16,1,32,tc_transpose,2,14.32319978872935,14.307199915250143,14.327466487884521,0.44759999339779216
state_update,128,128,16,1,32,sm80_w4,2,25.655466318130493,25.64586599667867,25.69493254025777,0.8017333224415779
state_update,128,128,16,1,32,sm80_w8,2,16.619732975959778,16.58453345298767,16.625066598256428,0.5193666554987431
state_update,128,128,16,1,32,tc_direct,2,16.48533344268799,16.450132926305134,16.492799917856853,0.5151666700839996
state_update,128,128,16,1,32,sm80_transpose_w4,2,25.990400711695354,25.98080039024353,26.051199436187744,0.8122000222404798
state_update,128,128,16,1,32,sm80_pad_w4,2,25.64586599667867,25.642667214075725,25.675733884175617,0.8014333123962084
state_update,128,128,16,1,32,sm80_w1,3,72.92479674021403,72.8874683380127,72.94080257415771,2.2788998981316886
state_update,128,128,16,1,32,sm80_transpose_w4,3,26.00533366203308,25.990400711695354,26.048000653584797,0.8126666769385338
state_update,128,128,16,1,32,sm80_w4,3,25.69599946339925,25.666133562723797,25.706666707992554,0.8029999832312266
state_update,128,128,16,1,32,tc_transpose,3,14.311466614405314,14.297599593798319,14.32960033416748,0.44723333170016605
state_update,128,128,16,1,32,sm80_pad_w4,3,25.650133689244587,25.64586599667867,25.693867603937786,0.8015666777888933
state_update,128,128,16,1,32,tc_direct,3,16.48853321870168,16.482133666674297,16.50453309218089,0.5152666630844275
state_update,128,128,16,1,32,sm80_w8,3,16.622933745384216,16.56426688035329,16.633599996566772,0.5194666795432568
state_update,128,128,16,1,32,sm80_transpose_w4,4,26.010666290918987,25.985066095987957,26.06079975763957,0.8128333215912183
state_update,128,128,16,1,32,sm80_pad_w4,4,25.638399521509807,25.63413381576538,25.667200485865276,0.8011999850471815
state_update,128,128,16,1,32,tc_direct,4,16.498133540153503,16.466133793195088,16.50560001532237,0.515566673129797
state_update,128,128,16,1,32,sm80_w8,4,16.634666919708252,16.55893325805664,16.6485329469045,0.5198333412408829
state_update,128,128,16,1,32,tc_transpose,4,14.308266838391622,14.293332894643148,14.330666263898214,0.4471333386997382
state_update,128,128,16,1,32,sm80_w1,4,72.88106282552083,72.87253538767497,72.94080257415771,2.277533213297526
state_update,128,128,16,1,32,sm80_w4,4,25.66186587015788,25.657600164413452,25.71199933687846,0.8019333084424337
state_update,128,128,16,12,1,sm80_w1,0,30.07040023803711,29.971200227737427,30.09386658668518,30.07040023803711
state_update,128,128,16,12,1,tc_direct,0,14.878933628400167,14.872533082962036,14.922666549682617,14.878933628400167
state_update,128,128,16,12,1,sm80_transpose_w4,0,15.399466951688131,15.379200379053751,15.408000349998474,15.399466951688131
state_update,128,128,16,12,1,sm80_w8,0,9.321600198745728,9.309867024421692,9.33013359705607,9.321600198745728
state_update,128,128,16,12,1,sm80_pad_w4,0,15.192533532778421,15.18933375676473,15.196800231933594,15.192533532778421
state_update,128,128,16,12,1,tc_transpose,0,12.735999623934427,12.698666254679361,12.757333119710287,12.735999623934427
state_update,128,128,16,12,1,sm80_w4,0,15.218133727709452,15.170133113861084,15.220266580581665,15.218133727709452
state_update,128,128,16,12,1,sm80_transpose_w4,1,15.426133076349894,15.421866377194723,15.46986699104309,15.426133076349894
state_update,128,128,16,12,1,tc_transpose,1,12.734933694203695,12.69760032494863,12.762666742006937,12.734933694203695
state_update,128,128,16,12,1,sm80_pad_w4,1,15.196800231933594,15.190399686495462,15.218133727709452,15.196800231933594
state_update,128,128,16,12,1,tc_direct,1,14.921599626541138,14.908799529075623,14.940800269444784,14.921599626541138
state_update,128,128,16,12,1,sm80_w8,1,9.313066800435385,9.306666254997253,9.33013359705607,9.313066800435385
state_update,128,128,16,12,1,sm80_w4,1,15.187199910481771,15.178666512171427,15.204266707102457,15.187199910481771
state_update,128,128,16,12,1,sm80_w1,1,30.073599020640057,29.998934268951416,30.136533578236897,30.073599020640057
state_update,128,128,16,12,1,tc_transpose,2,12.732799847920736,12.72213359673818,12.742400169372559,12.732799847920736
state_update,128,128,16,12,1,tc_direct,2,14.923733472824097,14.913066228230795,14.93119994799296,14.923733472824097
state_update,128,128,16,12,1,sm80_pad_w4,2,15.18933375676473,15.186132987340292,15.215999881426493,15.18933375676473
state_update,128,128,16,12,1,sm80_w4,2,15.213867028554281,15.194666385650635,15.221333503723145,15.213867028554281
state_update,128,128,16,12,1,sm80_transpose_w4,2,15.403733650843302,15.382400155067444,15.409066279729208,15.403733650843302
state_update,128,128,16,12,1,sm80_w1,2,30.001066128412884,29.998934268951416,30.138667424519856,30.001066128412884
state_update,128,128,16,12,1,sm80_w8,2,9.320533275604248,9.313066800435385,9.337600072224935,9.320533275604248
state_update,128,128,16,12,1,tc_transpose,3,12.74773379166921,12.72640029589335,12.759466965993246,12.74773379166921
state_update,128,128,16,12,1,sm80_pad_w4,3,15.191466609636942,15.190399686495462,15.20746648311615,15.191466609636942
state_update,128,128,16,12,1,tc_direct,3,14.921599626541138,14.919466773668924,14.93013302485148,14.921599626541138
state_update,128,128,16,12,1,sm80_w4,3,15.187199910481771,15.185067057609558,15.215999881426493,15.187199910481771
state_update,128,128,16,12,1,sm80_w8,3,9.316266576449076,9.315199653307596,9.32479997475942,9.316266576449076
state_update,128,128,16,12,1,sm80_transpose_w4,3,15.422933300336203,15.370666980743408,15.427199999491373,15.422933300336203
state_update,128,128,16,12,1,sm80_w1,3,30.06933331489563,30.028800169626873,30.090665817260742,30.06933331489563
state_update,128,128,16,12,1,tc_direct,4,14.874666929244995,14.872533082962036,14.936533570289612,14.874666929244995
state_update,128,128,16,12,1,sm80_pad_w4,4,15.187199910481771,15.180800358454386,15.213867028554281,15.187199910481771
state_update,128,128,16,12,1,sm80_w4,4,15.187199910481771,15.18186628818512,15.217066804567972,15.187199910481771
state_update,128,128,16,12,1,sm80_w8,4,9.308800101280212,9.266133109728495,9.32479997475942,9.308800101280212
state_update,128,128,16,12,1,sm80_transpose_w4,4,15.396266182263693,15.386666854222616,15.410133202870687,15.396266182263693
state_update,128,128,16,12,1,tc_transpose,4,12.735999623934427,12.723199526468912,12.753066420555115,12.735999623934427
state_update,128,128,16,12,1,sm80_w1,4,29.99253273010254,29.96693253517151,30.09706735610962,29.99253273010254
state_update,128,128,16,12,32,tc_transpose,0,14.482133587201437,14.466133713722229,14.522666732470194,0.4525666746000449
state_update,128,128,16,12,32,tc_direct,0,16.683733463287354,16.629333297411602,16.69119993845622,0.5213666707277298
state_update,128,128,16,12,32,sm80_transpose_w4,0,26.259199778238933,26.182399193445843,26.318933566411335,0.8205999930699667
state_update,128,128,16,12,32,sm80_w1,0,73.62346649169922,73.47626686096191,73.68853092193604,2.3007333278656006
state_update,128,128,16,12,32,sm80_w4,0,25.896533330281574,25.84106723467509,25.961599747339886,0.8092666665712992
state_update,128,128,16,12,32,sm80_w8,0,16.771199305852253,16.757333278656006,16.845866044362385,0.5240999783078829
state_update,128,128,16,12,32,sm80_pad_w4,0,25.922133525212605,25.83893338839213,25.97973346710205,0.8100666726628939
state_update,128,128,16,12,32,sm80_w4,1,25.874133904774983,25.845332940419514,25.939200321833294,0.8085666845242182
state_update,128,128,16,12,32,sm80_w8,1,16.833066940307617,16.70080025990804,16.834133863449097,0.526033341884613
state_update,128,128,16,12,32,tc_direct,1,16.682666540145874,16.632533073425293,16.709333658218384,0.5213333293795586
state_update,128,128,16,12,32,sm80_transpose_w4,1,26.255999008814495,26.18666688601176,26.3264000415802,0.820499969025453
state_update,128,128,16,12,32,sm80_pad_w4,1,25.916800896326702,25.85066755612691,25.976532697677612,0.8099000280102094
state_update,128,128,16,12,32,tc_transpose,1,14.518400033315023,14.5087997118632,14.58133359750112,0.4537000010410945
state_update,128,128,16,12,32,sm80_w1,1,73.61813386281331,73.55626424153645,73.63306681315105,2.300566683212916
state_update,128,128,16,12,32,tc_direct,2,16.633599996566772,16.621866822242737,16.69013301531474,0.5197999998927116
state_update,128,128,16,12,32,sm80_pad_w4,2,25.913600126902264,25.844266017278034,25.98080039024353,0.8098000039656957
state_update,128,128,16,12,32,sm80_w1,2,73.56159687042236,73.49226474761963,73.63519668579102,2.298799902200699
state_update,128,128,16,12,32,sm80_w8,2,16.76693360010783,16.76479975382487,16.840533415476482,0.5239666750033697
state_update,128,128,16,12,32,sm80_transpose_w4,2,26.317866643269856,26.18880073229472,26.334933439890545,0.822433332602183
state_update,128,128,16,12,32,tc_transpose,2,14.51520025730133,14.495999614397684,14.526933431625366,0.4536000080406666
state_update,128,128,16,12,32,sm80_w4,2,25.873066981633503,25.79840024312337,25.975465774536133,0.808533343176047
state_update,128,128,16,12,32,tc_transpose,3,14.516266187032064,14.466133713722229,14.53333298365275,0.453633318344752
state_update,128,128,16,12,32,tc_direct,3,16.633599996566772,16.633599996566772,16.71359936396281,0.5197999998927116
state_update,128,128,16,12,32,sm80_w8,3,16.825600465138752,16.76586667696635,16.839466492335003,0.525800014535586
state_update,128,128,16,12,32,sm80_w4,3,25.910399357477825,25.845332940419514,25.970133145650227,0.809699979921182
state_update,128,128,16,12,32,sm80_pad_w4,3,25.922133525212605,25.844266017278034,25.98293423652649,0.8100666726628939
state_update,128,128,16,12,32,sm80_transpose_w4,3,26.261333624521892,26.18880073229472,26.32853388786316,0.8206666757663091
state_update,128,128,16,12,32,sm80_w1,3,73.62666924794515,73.56373469034831,73.67466290791829,2.300833413998286
state_update,128,128,16,12,32,sm80_transpose_w4,4,26.260266701380413,26.24959945678711,26.318933566411335,0.8206333344181379
state_update,128,128,16,12,32,sm80_w1,4,73.60640366872151,73.49119981129964,73.62240155537923,2.3002001146475473
state_update,128,128,16,12,32,sm80_w4,4,25.909332434336346,25.84213415781657,25.961599747339886,0.8096666385730108
state_update,128,128,16,12,32,tc_direct,4,16.641066471735638,16.63146714369456,16.686934232711792,0.5200333272417387
state_update,128,128,16,12,32,sm80_w8,4,16.835200786590576,16.706132888793945,16.840533415476482,0.5261000245809555
state_update,128,128,16,12,32,tc_transpose,4,14.524799585342407,14.506666858990988,14.58560029665629,0.4538999870419502
state_update,128,128,16,12,32,sm80_pad_w4,4,25.907200574874878,25.844266017278034,25.99253257115682,0.8096000179648399
state_update,128,128,16,96,1,sm80_pad_w4,0,15.395200252532959,15.339733163515726,15.396266182263693,15.395200252532959
state_update,128,128,16,96,1,tc_transpose,0,12.932266791661581,12.889599800109863,12.946133812268576,12.932266791661581
state_update,128,128,16,96,1,sm80_w8,0,9.458133578300476,9.390933314959208,9.476266304651896,9.458133578300476
state_update,128,128,16,96,1,sm80_w4,0,15.39413332939148,15.34933348496755,15.403733650843302,15.39413332939148
state_update,128,128,16,96,1,sm80_w1,0,30.282666285832722,30.14400005340576,30.342400074005127,30.282666285832722
state_update,128,128,16,96,1,tc_direct,0,15.118933717409769,15.085867047309875,15.149866541226706,15.118933717409769
state_update,128,128,16,96,1,sm80_transpose_w4,0,15.60640037059784,15.596800049146017,15.60640037059784,15.60640037059784
